id,position,position_HC_standard,Ranks,v2.0,status,full_name,intermediate_name,short_name,CARLsim_name,short_name_gaa_201411131347,Diff,compact_name,abbreviation,supertype,type_subtype,explanatory_notes,interneuron_specific_flag,pre_subregion_modifier,subregion,post_subregion_modifier,include_subregion,excit_inhib,axon_dendrite_pattern,format,p,soma_pattern,projection_pattern,EC_layer,pre-modifiers,core,post-modifiers,pre-modifiers_plus_core_plus_post-modifiers,pre-modifiers_plus_core_plus_post-modifiers_alternate,short_name_alternate
4096,4024,4024,5,1,active,CA1 (i)2201 Interneuron Specific LMR-O*,CA1 (i)2201 (0S00) Interneuron Specific LMR-O,CA1 Interneuron Specific LMR-O*,CA1 Interneuron Specific LMR-O,CA1 IS LMR-O,1,CA1 IS LMR-O,CA1 IS LMR-O,S091204:Interneuron Specific:IS:CA1,type,"This cell is verified to preferentially target non-principal cells. Although more politically loaded, the phrase ""interneuron specific"" is more compact than ""non-principal cell-specific"" and is more commonly found in the cited literature. The modifier is a variant of ""O-LM"" because the dendrites are in SLM and SR and the axons project to SO. CA1 clarifies the subregion of origin, since the name is otherwise generic.",1,,CA1,,1,i,2201,0000,,0S00,,,Interneuron Specific,LMR-O,,Interneuron Specific LMR-O,LMR-O Interneuron Specific,CA1 LMR-O Interneuron Specific (i)
4107,4025,4017,5,1,active,CA1 (i)2300 LMR-R*,CA1 (i)2300 (SS00) LMR-R,CA1 LMR-R*,CA1 LMR-R,CA1 LMR-R,1,CA1 LMR-R,CA1 LMR-R,S131504:Collateral-related:RO-targeting:CA1,type,"This name is a variant of ""O-LM"" since the dendrites are in SLM and SR and the axons project to SR. CA1 clarifies the subregion of origin, since the name is otherwise generic.",0,,CA1,,1,i,2300,0000,,SS00,,,,LMR-R,,LMR-R,LMR-R,CA1 LMR-R (i)
4056,4026,4018,4,,active,CA1 (i)2300 Interneuron Specific LMR-R,CA1 (i)2300 (0SS0) Interneuron Specific LMR-R,CA1 Interneuron Specific LMR-R,CA1 Interneuron Specific LMR-R,CA1 IS LMR-R,1,CA1 IS LMR-R,CA1 IS LMR-R,S091204:Interneuron Specific:IS:CA1,type,"This cell is verified to preferentially target non-principal cells. Although more politically loaded, the phrase ""interneuron specific"" is more compact than ""non-principal cell-specific"" and is more commonly found in the cited literature. The modifier is a variant of ""O-LM"" because the dendrites are in SLM and SR and the axons project to SR. CA1 clarifies the subregion of origin, since the name is otherwise generic.",1,,CA1,,1,i,2300,0000,,0SS0,,,Interneuron Specific,LMR-R,,Interneuron Specific LMR-R,LMR-R Interneuron Specific,CA1 LMR-R Interneuron Specific (i)
4004,4027,4007,4,,active,CA1 (i)3300p-DG_1110 LMR Projecting,CA1 (i)3300p (SS00) LMR Projecting,CA1 LMR Projecting,CA1 LMR Projecting,CA1 LMR Projecting,,CA1 LMR Projecting,CA1 LMR Proj,S101304:Ivy/Neurogliaform Family:Ivy/Neurogliaform:CA1,type,"This name describes the multilayered axons and dendrites that occupy both occupy SLM and SR. There are no hyphens to avoid any confusion with ""O-LM""-like names. The modifier distinguishes this type from the non-projecting CA1 LMR. CA1 clarifies the subregion of origin, since the name is otherwise generic.",0,,CA1,,1,i,3300,0000,p,SS00,DG_1110,,,LMR,Projecting,LMR Projecting,LMR Projecting,CA1 LMR Projecting (i)
4012,4028,4013,2,,active,CA1 (i)3000 Neurogliaform,CA1 (i)3000 (S000) Neurogliaform,CA1 Neurogliaform,CA1 Neurogliaform,CA1 Neurogliaform,,CA1 Neurogliaform,CA1 NGF,S101304:Ivy/Neurogliaform Family:Ivy/Neurogliaform:CA1,type,This is the only name in the cited literature and is the canonical CA1 neurogliaform cell. CA1 distinguishes these cells from neurogliaform cells in other subregions.,0,,CA1,,1,i,3000,0000,,S000,,,,Neurogliaform,,Neurogliaform,Neurogliaform,CA1 Neurogliaform (i)
4011,4029,4012,3,,active,CA1 (i)3000p-DG_3000 Neurogliaform Projecting,CA1 (i)3000p (S000) Neurogliaform Projecting,CA1 Neurogliaform Projecting,CA1 Neurogliaform Projecting,CA1 Neurogliaform Projecting,,CA1 NGF Projecting,CA1 NGF Proj,S101304:Ivy/Neurogliaform Family:Ivy/Neurogliaform:CA1,type,This is the only name in the cited literature. The modifier distinguishes this type from the non-projecting CA1 Neurogliaform. CA1 distinguishes these cells from neurogliaform cells in other subregions.,0,,CA1,,1,i,3000,0000,p,S000,DG_3000,,,Neurogliaform,Projecting,Neurogliaform Projecting,Neurogliaform Projecting,CA1 Neurogliaform Projecting (i)
4069,4030,4034,2,,active,CA1 (i)1002 O-LM,CA1 (i)1002 (000S) O-LM,CA1 O-LM,CA1 O-LM,CA1 O-LM,,CA1 O-LM,CA1 O-LM,S121404:O-LM Family:O-LM-like:CA1,type,"This is a canonical CA1 interneuron. CA1 distinguishes these cells from O-LM cells in other subregions. O-LM stands for ""Oriens (dendrites) - Lacunosum-Moleculare (axons).""",0,,CA1,,1,i,1002,0000,,000S,,,,O-LM,,O-LM,O-LM,CA1 O-LM (i)
4089,4031,4033,3,,active,CA1 (i)1003 Recurrent O-LM,CA1 (i)1003 (000S) Recurrent O-LM,CA1 Recurrent O-LM,CA1 Recurrent O-LM,CA1 Recurrent O-LM,,CA1 Recurrent O-LM,CA1 Recurr O-LM,S121404:O-LM Family:O-LM-like:CA1,type,"This is the most well known name in the cited literature. This O-LM cell has a recurrent collateral that re-invades SO that distinguishes it from the canonical CA1 O-LM cell and from the variant with an axon invading SR. CA1 distinguishes these cells from O-LM cells in other subregions. O-LM stands for ""Oriens (dendrites) - Lacunosum-Moleculare (axons).""",0,,CA1,,1,i,1003,0000,,000S,,,Recurrent,O-LM,,Recurrent O-LM,O-LM Recurrent,CA1 O-LM Recurrent (i)
4087,4032,4032,4,,active,CA1 (i)1102 O-LMR,CA1 (i)1102 (000S) O-LMR,CA1 O-LMR,CA1 O-LMR,CA1 O-LMR,,CA1 O-LMR,CA1 O-LMR,S121404:O-LM Family:O-LM-like:CA1,type,"The ""R"" modifies the only name in the cited literature and distinguishes this cell from the canonical CA1 O-LM cell and from the variant with a recurrent axon in SO. SLM comes before SR in HC ordering of the layers. CA1 distinguishes these cells from O-LM cells in other subregions. O-LMR stands for ""Oriens (dendrites) - Lacunosum-Moleculare Radiatum (axons).""",0,,CA1,,1,i,1102,0000,,000S,,,,O-LMR,,O-LMR,O-LMR,CA1 O-LMR (i)
4146,4033,4031,5,1,active,CA1 (i)1103 Recurrent O-LMR*,CA1 (i)1103 (000S) Recurrent O-LMR,CA1 Recurrent O-LMR*,CA1 Recurrent O-LMR,CA1 Recurrent O-LMR,,CA1 Recurrent O-LMR,CA1 Recurr O-LMR,S121404:O-LM Family:O-LM-like:CA1,type,"The ""R"" modifies the only name in the cited literature and distinguishes this cell from the canonical CA1 O-LM cell and from the variant with a recurrent axon in SO. SLM comes before SR in HC ordering of the layers. This O-LM cell has a recurrent collateral that re-invades SO that distinguishes it from the CA1 O-LMR cell. CA1 distinguishes these cells from O-LM cells in other subregions. O-LMR stands for ""Oriens (dendrites) - Lacunosum-Moleculare Radiatum (axons).""",0,,CA1,,1,i,1103,0000,,000S,,,Recurrent,O-LMR,,Recurrent O-LMR,O-LMR Recurrent,CA1 O-LMR Recurrent (i)
4031,4034,4053,5,,active,CA1 (i)0102 Interneuron Specific O-R,CA1 (i)0102 (000S) Interneuron Specific O-R,CA1 Interneuron Specific O-R,CA1 Interneuron Specific O-R,CA1 IS O-R,1,CA1 IS O-R,CA1 IS O-R,S091204:Interneuron Specific:IS:CA1,type,"This cell is verified to preferentially target non-principal cells. Although more politically loaded, the phrase ""interneuron specific"" is more compact than ""non-principal cell-specific"" and is more commonly found in the cited literature. This name is a variant of ""O-LM"" since the soma and dendrites are in SO and the axons project to SR. CA1 clarifies the subregion of origin, since the name is otherwise generic.",1,,CA1,,1,i,0102,0000,,000S,,,Interneuron Specific,O-R,,Interneuron Specific O-R,O-R Interneuron Specific,CA1 O-R Interneuron Specific (i)
4187,4035,4051,5,1,active,CA1 (i)0112 O-RP*,CA1 (i)0112 (000S) O-RP,CA1 O-RP*,CA1 O-RP,CA1 O-RP,1,CA1 O-RP,CA1 O-RP,S121404:O-LM Family:O-LM-like:CA1,type,"This name is a variant of ""O-LM"" since the soma and dendrites are in SO and the axons project to SR and SP. CA1 clarifies the subregion of origin, since the name is otherwise generic.",0,,CA1,,1,i,0112,0000,,000S,,,,O-RP,,O-RP,O-RP,CA1 O-RP (i)
4020,4036,4023,4,,active,CA1 (i)2223 Interneuron Specific O-Targeting QuadD,CA1 (i)2223 (0SS0) Interneuron Specific O-Targeting QuadD,CA1 Interneuron Specific O-Targeting QuadD,CA1 Interneuron Specific O-Targeting QuadD,CA1 IS O-Target QuadD,1,CA1 IS O-Target QuadD,CA1 IS O-Target QuadD,S091204:Interneuron Specific:IS:CA1,type,"This cell is verified to preferentially target non-principal cells. Although more politically loaded, the phrase ""interneuron specific"" is more compact than ""non-principal cell-specific"" and is more commonly found in the cited literature. The modifiers describe the axons that project to SO and the dendrites that are found in four layers. CA1 clarifies the subregion of origin, since the name is otherwise generic.",1,,CA1,,1,i,2223,0000,,0SS0,,,Interneuron Specific,O-Targeting QuadD,,Interneuron Specific O-Targeting QuadD,O-Targeting QuadD Interneuron Specific,CA1 O-Targeting QuadD Interneuron Specific (i)
4055,4037,4019,4,,active,CA1 (i)2233 Oriens/Alveus,CA1 (i)2233 (000S) Oriens/Alveus,CA1 Oriens/Alveus,CA1 Oriens/Alveus,CA1 Oriens/Alveus,,CA1 Oriens/Alveus,CA1 O/A,S131504:Collateral-related:RO-targeting:CA1,type,"This is the only name in the cited literature. CA1 clarifies the subregion of origin, since the name is otherwise generic.",0,,CA1,,1,i,2233,0000,,000S,,,,Oriens/Alveus,,Oriens/Alveus,Oriens/Alveus,CA1 Oriens/Alveus (i)
4083,4038,4052,3,,active,CA1 (i)0103 Oriens-Bistratified,CA1 (i)0103 (000S) Oriens-Bistratified,CA1 Oriens-Bistratified,CA1 Oriens-Bistratified,CA1 Oriens-Bistratified,,CA1 Oriens-Bistratified,CA1 O-BiC,S091204:Interneuron Specific:IS:CA1,type,"This name appears most often in the cited literature and fits better than the O-R name that invokes an ambiguous O-LM-type name. CA1 clarifies the subregion of origin, since the name is otherwise generic.",0,,CA1,,1,i,0103,0000,,000S,,,,Oriens-Bistratified,,Oriens-Bistratified,Oriens-Bistratified,CA1 Oriens-Bistratified (i)
4068,4039,4030,5,,active,CA1 (i)1113p-Sub_111 Oriens-QuadA Projecting,CA1 (i)1113p (000S) Oriens-QuadA Projecting,CA1 Oriens-QuadA Projecting,CA1 Oriens-QuadA Projecting,CA1 Oriens-QuadA Projecting,,CA1 O-QuadA Projecting,CA1 O-QuadA Proj,S121404:O-LM Family:O-LM-like:CA1,type,"This name is derived from the localization of the dendrites and soma in stratum oriens and the invasion of the axons in all four layers, while invoking an O-LM-type name. CA1 clarifies the subregion of origin, since the name is otherwise generic.",0,,CA1,,1,i,1113,0000,p,000S,Sub_111,,,Oriens-QuadA,Projecting,Oriens-QuadA Projecting,Oriens-QuadA Projecting,CA1 Oriens-QuadA Projecting (i)
4066,4040,4028,5,,active,CA1 (i)1202 OR-LM,CA1 (i)1202 (0SS0) OR-LM,CA1 OR-LM,CA1 OR-LM,CA1 OR-LM,,CA1 OR-LM,CA1 OR-LM,S121404:O-LM Family:O-LM-like:CA1,type,"This name is a variant of ""O-LM"" since the dendrites are in SO and SR and the axons project to SLM. CA1 clarifies the subregion of origin, since the name is otherwise generic.",0,,CA1,,1,i,1202,0000,,0SS0,,,,OR-LM,,OR-LM,OR-LM,CA1 OR-LM (i)
4006,4041,4010,3,,active,CA1 (i)3200p-DG_1000-Sub_100 Perforant Path-Associated,CA1 (i)3200p (SS00) Perforant Path-Associated,CA1 Perforant Path-Associated,CA1 Perforant Path-Associated,CA1 Perforant Path-Associated,,CA1 Perforant Path-Assoc,CA1 PPA,S101304:Ivy/Neurogliaform Family:Ivy/Neurogliaform:CA1,type,"This is a canonical Klausberger and Somogyi name that is the most well known in the cited literature. CA1 clarifies the subregion of origin, since the name is otherwise generic.",0,,CA1,,1,i,3200,0000,p,SS00,DG_1000-Sub_100,,,Perforant Path-Associated,,Perforant Path-Associated,Perforant Path-Associated,CA1 Perforant Path-Associated (i)
4076,4042,4009,4,,active,CA1 (i)3222 Perforant Path-Associated QuadD,CA1 (i)3222 (0S00) Perforant Path-Associated QuadD,CA1 Perforant Path-Associated QuadD,CA1 Perforant Path-Associated QuadD,CA1 Perforant Path-Associated QuadD,,CA1 PPA QuadD,CA1 PPA QuadD,S091204:Interneuron Specific:IS:CA1,type,This name is the most well known in the cited literature. The modifier describes the dendrites that invade four layers and distinguishes these cells from the canonical perforant path-associated cells.,0,,CA1,,1,i,3222,0000,,0S00,,,,Perforant Path-Associated,QuadD,Perforant Path-Associated QuadD,Perforant Path-Associated QuadD,CA1 Perforant Path-Associated QuadD (i)
4095,4043,4015,5,1,active,CA1 (i)2332 QuadD-RP*,CA1 (i)2332 (0SS0) QuadD-RP,CA1 QuadD-RP*,CA1 QuadD-RP,CA1 QuadD-RP,1,CA1 QuadD-RP,CA1 QuadD-RP,S131504:Collateral-related:RO-targeting:CA1,type,This is a variant of the CA1 O-LM that has dendrites in four layers. CA1 distinguishes these cells from cells in other subregions.,0,,CA1,,1,i,2332,0000,,0SS0,,,,QuadD-RP,,QuadD-RP,QuadD-RP,CA1 QuadD-RP (i)
4003,4044,4006,3,,active,CA1 (i)3333 Quadrilaminar,CA1 (i)3333 (SS00) Quadrilaminar,CA1 Quadrilaminar,CA1 Quadrilaminar,CA1 Quadrilaminar,,CA1 Quadrilaminar,CA1 Quadrilam,S091204:Interneuron Specific:IS:CA1,type,"This is the only name in the cited literature. CA1 clarifies the subregion of origin, since the name is otherwise generic.",0,,CA1,,1,i,3333,0000,,SS00,,,,Quadrilaminar,,Quadrilaminar,Quadrilaminar,CA1 Quadrilaminar (i)
4091,4045,4046,5,,active,CA1 (i)0221 Interneuron Specific R-O,CA1 (i)0221 (SS00) Interneuron Specific R-O,CA1 Interneuron Specific R-O,CA1 Interneuron Specific R-O,CA1 IS R-O,1,CA1 IS R-O,CA1 IS R-O,S091204:Interneuron Specific:IS:CA1,type,"This cell is verified to preferentially target non-principal cells. Although more politically loaded, the phrase ""interneuron specific"" is more compact than ""non-principal cell-specific"" and is more commonly found in the cited literature. The modifier is a variant of ""O-LM"" because the dendrites are in SR and the axons project to SO. CA1 clarifies the subregion of origin, since the name is otherwise generic.",1,,CA1,,1,i,0221,0000,,SS00,,,Interneuron Specific,R-O,,Interneuron Specific R-O,R-O Interneuron Specific,CA1 R-O Interneuron Specific (i)
4061,4046,4027,5,,active,CA1 (i)1300 R-Receiving Apical-Targeting,CA1 (i)1300 (0S00) R-Receiving Apical-Targeting,CA1 R-Receiving Apical-Targeting,CA1 R-Receiving Apical-Targeting,CA1 R-Receiving Apical-Targeting,,CA1 R-Recv Apical-Target,CA1 R-Recv Apical-Target,S101304:Ivy/Neurogliaform Family:Ivy/Neurogliaform:CA1,type,"The name describes the dendrites in SR and the axons that project to SLM and SR. CA1 clarifies the subregion of origin, since the name is otherwise generic.",0,,CA1,,1,i,1300,0000,,0S00,,,R-Receiving,Apical-Targeting,,R-Receiving Apical-Targeting,Apical-Targeting R-Receiving,CA1 Apical-Targeting R-Receiving (i)
4100,4047,4041,5,1,active,CA1 (i)0301 R-RO*,CA1 (i)0301 (0S00) R-RO,CA1 R-RO*,CA1 R-RO,CA1 R-RO,1,CA1 R-RO,CA1 R-RO,S131504:Collateral-related:RO-targeting:CA1,type,"This name is a variant of ""O-LM"" since the dendrites are in SO and the axons project to SR and SO. CA1 clarifies the subregion of origin, since the name is otherwise generic.",0,,CA1,,1,i,0301,0000,,0S00,,,,R-RO,,R-RO,R-RO,CA1 R-RO (i)
4028,4048,4042,3,,active,CA1 (i)0300 Radiatum,CA1 (i)0300 (SS00) Radiatum,CA1 Radiatum,CA1 Radiatum,CA1 Radiatum,,CA1 Radiatum,CA1 R,S101304:Ivy/Neurogliaform Family:Ivy/Neurogliaform:CA1,type,This simple and compact name captures the presence of axons and dendrites all in SR. CA1 distinguishes these cells from R cells in other subregions.,0,,CA1,,1,i,0300,0000,,SS00,,,,Radiatum,,Radiatum,Radiatum,CA1 Radiatum (i)
4093,4049,4048,5,,active,CA1 (i)0203 Interneuron Specific RO-O,CA1 (i)0203 (00S0) Interneuron Specific RO-O,CA1 Interneuron Specific RO-O,CA1 Interneuron Specific RO-O,CA1 IS RO-O,1,CA1 IS RO-O,CA1 IS RO-O,S091204:Interneuron Specific:IS:CA1,type,"This cell is verified to preferentially target non-principal cells. Although more politically loaded, the phrase ""interneuron specific"" is more compact than ""non-principal cell-specific"" and is more commonly found in the cited literature. The modifier is a variant of ""O-LM"" because the dendrites are in SR and SO and the axons project to SO. CA1 clarifies the subregion of origin, since the name is otherwise generic.",1,,CA1,,1,i,0203,0000,,00S0,,,Interneuron Specific,RO-O,,Interneuron Specific RO-O,RO-O Interneuron Specific,CA1 RO-O Interneuron Specific (i)
4101,4050,4037,5,1,active,CA1 (i)0331 RP-RPO*,CA1 (i)0331 (0S00) RP-RPO,CA1 RP-RPO*,CA1 RP-RPO,CA1 RP-RPO,1,CA1 RP-RPO,CA1 RP-RPO,S131504:Collateral-related:RO-targeting:CA1,type,"This name is a variant of ""O-LM"" since the dendrites are in SR and SP and the axons project to SR, SP, and SO. CA1 clarifies the subregion of origin, since the name is otherwise generic.",0,,CA1,,1,i,0331,0000,,0S00,,,,RP-RPO,,RP-RPO,RP-RPO,CA1 RP-RPO (i)
4015,4051,4016,3,,active,CA1 (i)2311 Schaffer Collateral-Associated,CA1 (i)2311 (SS00) Schaffer Collateral-Associated,Schaffer Collateral-Associated,CA1 Schaffer Collateral-Associated,Schaffer Collateral-Associated,,Schaffer Collateral-Assoc,SCA,S131504:Collateral-related:RO-targeting:CA1,type,"This is a canonical Klausberger and Somogyi name that does not misuse ""trilaminar"" and is more well-known than ""apical dendrite-innervating.""",0,,CA1,,0,i,2311,0000,,SS00,,,,Schaffer Collateral-Associated,,Schaffer Collateral-Associated,Schaffer Collateral-Associated,Schaffer Collateral-Associated (i)
4048,4052,4039,5,1,active,CA1 (i)0303 Schaffer Collateral-Correlated*,CA1 (i)0303 (0SSS) Schaffer Collateral-Correlated,Schaffer Collateral-Correlated*,CA1 Schaffer Collateral-Correlated,Schaffer Collateral-Correlated,1,SCC,SCC,S131504:Collateral-related:RO-targeting:CA1,type,The name describes the locations of both the axons and the dendrites.,0,,CA1,,0,i,0303,0000,,0SSS,,,,Schaffer Collateral-Correlated,,Schaffer Collateral-Correlated,Schaffer Collateral-Correlated,Schaffer Collateral-Correlated (i)
4084,4053,4040,5,,active,CA1 (i)0302 Schaffer Collateral-Receiving R-Targeting,CA1 (i)0302 (0SSS) Schaffer Collateral-Receiving R-Targeting,Schaffer Collateral-Receiving R-Targeting,CA1 Schaffer Collateral-Receiving R-Targeting,Schaffer Collateral-Receiving R-Targeting,,SCR R-Targeting,SCR R-Target,S091204:Interneuron Specific:IS:CA1,type,The name is derived from one of the more prominent of the cited names and also describes the axons that project to SR.,0,,CA1,,0,i,0302,0000,,0SSS,,,,Schaffer Collateral-Receiving,R-Targeting,Schaffer Collateral-Receiving R-Targeting,Schaffer Collateral-Receiving R-Targeting,Schaffer Collateral-Receiving R-Targeting (i)
4033,4054,4058,3,,active,CA1 (i)0003 SO-SO,CA1 (i)0003 (000S) SO-SO,CA1 SO-SO,CA1 SO-SO,CA1 SO-SO,,CA1 SO-SO,CA1 SO-SO,S131504:Collateral-related:RO-targeting:CA1,type,"This is one of the cited names from a prominent lab. CA1 distinguishes these cells from SO-SO cells in other subregions. SO-SO stands for ""Stratum Oriens (dendrites) - Stratum Oriens (axons).""",0,,CA1,,1,i,0003,0000,,000S,,,,SO-SO,,SO-SO,SO-SO,CA1 SO-SO (i)
4186,4055,4057,5,1,active,CA1 (i)0003p-Sub_010 SO-SO Projecting*,CA1 (i)0003p (000S) SO-SO Projecting,CA1 SO-SO Projecting*,CA1 SO-SO Projecting,CA1 SO-SO Projecting,1,CA1 SO-SO Projecting,CA1 SO-SO Proj,S131504:Collateral-related:RO-targeting:CA1,type,"The modifier distinguishes this type from the non-projecting CA1 SO-SO. CA1 distinguishes these cells from SO-SO cells in other subregions. SO-SO stands for ""Stratum Oriens (dendrites) - Stratum Oriens (axons).""",0,,CA1,,1,i,0003,0000,p,000S,Sub_010,,,SO-SO,Projecting,SO-SO Projecting,SO-SO Projecting,CA1 SO-SO Projecting (i)
4035,4056,4050,2,,active,CA1 (i)0113p-Sub_111 Trilaminar,CA1 (i)0113p (000S) Trilaminar,CA1 Trilaminar,CA1 Trilaminar,CA1 Trilaminar,,CA1 Trilaminar,CA1 Trilam,S131504:Collateral-related:RO-targeting:CA1,type,"This is the canonical Somogyi cell type. CA1 clarifies the subregion of origin, since the name is otherwise generic.",0,,CA1,,1,i,0113,0000,p,000S,Sub_111,,,Trilaminar,,Trilaminar,Trilaminar,CA1 Trilaminar (i)
4013,4057,4014,4,,active,CA1 (i)2333 Radial Trilaminar,CA1 (i)2333 (0SS0) Radial Trilaminar,CA1 Radial Trilaminar,CA1 Radial Trilaminar,CA1 Radial Trilaminar,,CA1 Radial Trilaminar,CA1 Radial Trilam,S131504:Collateral-related:RO-targeting:CA1,type,"This is the most frequently cited name and the modifier distinguishes it from the canonical CA1 Trilaminar. CA1 clarifies the subregion of origin, since the name is otherwise generic.",0,,CA1,,1,i,2333,0000,,0SS0,,,Radial,Trilaminar,,Radial Trilaminar,Trilaminar Radial,CA1 Trilaminar Radial (i)
5005,5000,5001,4,,active,Sub (e)331p-CA1_1110 CA1-Projecting Pyramidal,Sub (e)331p (0S0) CA1-Projecting Pyramidal,Sub CA1-Projecting Pyramidal,Sub CA1-Projecting Pyramidal,Sub CA1-Projecting Pyramidal,,Sub CA1-Proj Pyramidal,Sub PC-CA1,S040405:Glutamatergic PC:Pyramidal:Sub,type,This is the only name in the cited literature. The modifer distinguishes it from the EC-targeting variant. Sub distinguishes these cells from pyramidal cells in other subregions.,0,,Sub,,1,e,331,000,p,0S0,CA1_1110,,CA1-Projecting,Pyramidal,,CA1-Projecting Pyramidal,Pyramidal CA1-Projecting,Sub Pyramidal CA1-Projecting (e)
5001,5001,5000,3,,active,Sub (e)331p-EC_000111 EC-Projecting Pyramidal,Sub (e)331p (0S0) EC-Projecting Pyramidal,Sub EC-Projecting Pyramidal,Sub EC-Projecting Pyramidal,Sub EC-Proj Pyramidal,1,Sub EC-Proj Pyramidal,Sub PC-EC,S040405:Glutamatergic PC:Pyramidal:Sub,type,This is a canonical principal cell of the main hippocampal circuit. The modifier distinguishes it from the CA1-targeting variant. Sub distinguishes these cells from pyramidal cells in other subregions.,0,,Sub,,1,e,331,000,p,0S0,EC_000111,,EC-Projecting,Pyramidal,,EC-Projecting Pyramidal,Pyramidal EC-Projecting,Sub Pyramidal EC-Projecting (e)
5002,5002,5003,3,,active,Sub (i)210 Axo-axonic,Sub (i)210 (SS0) Axo-axonic,Sub Axo-axonic,Sub Axo-axonic,Sub Axo-axonic,,Sub Axo-axonic,Sub AA,S110905:Perisomatic-targeting:Axo-axonic:Sub,type,"The phrase ""chandelier cell"" has fallen out of use. Sub distinguishes these cells from axo-axonic cells in other subregions.",0,,Sub,,1,i,210,000,,SS0,,,,Axo-axonic,,Axo-axonic,Axo-axonic,Sub Axo-axonic (i)
5015,5003,5005,5,1,active,Sub (i)030 Pyramidale Multipolar Interneuron*,Sub (i)030 (0S0) Pyramidale Multipolar Interneuron,Sub Pyramidale Multipolar Interneuron*,Sub Pyramidale Multipolar Interneuron,Sub PMPI,1,Sub Pyramidale Multipolar Interneuron,Sub PMPI,S112205:Perisomatic-targeting:Multipolar:Sub,type,"""Interneuron"" distinguishes this type from the multipolar pricipal cells. Multipolar is a descriptor of the dendrites in the cited literature. Pyramidal describes the localization of both the axons and dendrites to SP. Sub distinguishes these cells from multipolar interneurons in other subregions.",0,,Sub,,1,i,030,000,,0S0,,,Pyramidale,Multipolar,Interneuron,Pyramidale Multipolar Interneuron,Multipolar Pyramidale Interneuron,Sub Multipolar Pyramidale Interneuron (i)
5012,5004,5006,5,1,active,Sub (i)023 Wide-arbor Polymorphic*,Sub (i)023 (0SS) Wide-arbor Polymorphic,Sub Wide-arbor Polymorphic*,Sub Wide-arbor Polymorphic,Sub Wide-arbor Polymorphic,1,Sub Wide-arbor Polymorphic,Sub wPo,S131505:Collateral-related:RO-targeting:Sub,type,This name is derived from the cells' general physical description. Sub distinguishes these cells from pyramidal cells in other subregions.,0,,Sub,,1,i,023,000,,0SS,,,Wide-arbor,Polymorphic,,Wide-arbor Polymorphic,Polymorphic Wide-arbor,Sub Polymorphic Wide-arbor (i)
5013,5005,5004,5,1,active,Sub (i)133 Recurrent Polymorphic-Moleculare*,Sub (i)133 (0SS) Recurrent Polymorphic-Moleculare,Sub Recurrent Polymorphic-Moleculare*,Sub Recurrent Polymorphic-Moleculare,Sub Recurrent Polymorphic-Moleculare,1,Sub Recurrent Polymorphic-Moleculare,Sub Recurr Po-M,S121405:O-LM Family:O-LM-like:Sub,type,This names is derived from the general axonal-dendritic patterning that parallels the patterning of CA1 Recurrent O-LM. Sub distinguishes these cells from multipolar interneurons in other subregions.,0,,Sub,,1,i,133,000,,0SS,,,Recurrent,Polymorphic-Moleculare,,Recurrent Polymorphic-Moleculare,Polymorphic-Moleculare Recurrent,Sub Polymorphic-Moleculare Recurrent (i)
6094,6000,6007,4,,active,EC (e)231000 LI-II Multipolar-Pyramidal,EC (e)231000 (SS0000) LI-II Multipolar-Pyramidal,LI-II Multipolar-Pyramidal,EC LI-II Multipolar-Pyramidal,LI-II Multipolar-Pyramidal,,LI-II Multipolar-Pyramidal,LI-II MPC-PC,S061706:Glutamatergic II:LI-II:EC,type,This name is a hybrid of the two most frequently cited names.,0,,EC,,0,e,231000,000000,,SS0000,,LI-II,,Multipolar-Pyramidal,,LI-II Multipolar-Pyramidal,LI-II Multipolar-Pyramidal,LI-II Multipolar-Pyramidal (e)
6005,6001,6003,3,,active,EC (e)331000p-DG_1000-Sub_101 LI-II Pyramidal-Fan,EC (e)331000p (SS0000) LI-II Pyramidal-Fan,LI-II Pyramidal-Fan,EC LI-II Pyramidal-Fan,LI-II Pyramidal-Fan,,LI-II Pyramidal-Fan,LI-II PC-Fan,S061706:Glutamatergic II:LI-II:EC,type,This name is a hybrid of the two most frequently cited names.,0,,EC,,0,e,331000,000000,p,SS0000,DG_1000-Sub_101,LI-II,,Pyramidal-Fan,,LI-II Pyramidal-Fan,LI-II Pyramidal-Fan,LI-II Pyramidal-Fan (e)
6019,6002,6012,5,,active,MEC (e)221100 LII Oblique Pyramidal,MEC (e)221100 (0S0000) LII Oblique Pyramidal,MEC LII Oblique Pyramidal,MEC LII Oblique Pyramidal,MEC LII Oblique Pyramidal,,MEC LII Oblique Pyramidal,MEC LII Obl PC,S061706:Glutamatergic II:LI-II:EC,type,This names is derived from part of the cited description that is a mixture of two standard types. All sources indicate medial localization of the morphology.,0,M,EC,,1,e,221100,000000,,0S0000,,LII,Oblique,Pyramidal,,LII Oblique Pyramidal,LII Pyramidal Oblique,EC LII Pyramidal Oblique (e)
