reference_id,Reference ID,Unique ID,Location in reference,FTQ ID,Material Used,Phase parameter,Phase parameter ID,Authors,Title,Journal,Year,PMID,pmid_isbn_page
"""4099102227011103""",4099102227011103,4099,"pS17, FigS11a (gamma)",11103,"""Supplementary Figure 11. Preferred gamma phase during RUN as a function of depth in the CA1 pyramidal layer. a. Top, distribution of the preferred gamma phase of pyramidal cells in the superficial (blue), middle (black) and deep (red) sublayers during RUN.""",theta run,102,"Mizuseki K, Diba K, Pastalkova E, Buzsáki G",Hippocampal CA1 pyramidal cells form functionally distinct sublayers,Nature Neuroscience,2011,21822270,1174
"""6003102227010300""",6003102227010300,6003,"pS5, FigS3 RUN (peak)",10300,"""Supplementary Fig. 3. State-dependent theta phase preference of spikes in the CA1 region and entorhinal cortex. Preferred theta phase of CA1, entorhinal layer 2 (EC2) <% 6003 %>, layer 3 (EC3) and layer 5 (EC5) principal neurons during RUN, REM and phasic REM sleep. Note the phase stability of entorhinal neurons across brain states. Note that while the majority of CA1 pyramidal cells fired at the trough of theta during RUN, the majority of CA1 neurons fired at the peak of theta during phasic REM sleep, approximately 60o after the EC3 neurons. All cells were referenced to theta oscillations recorded from CA1 pyramidal layers. Bottom gray trace, idealized reference theta cycle in CA1 pyramidal layer.""",theta run,102,"Mizuseki K, Diba K, Pastalkova E, Buzsáki G",Hippocampal CA1 pyramidal cells form functionally distinct sublayers,Nature Neuroscience,2011,21822270,1174
"""6003103227010301""",6003103227010301,6003,"pS5, FigS3 REM (double peak)",10301,"""Supplementary Fig. 3. State-dependent theta phase preference of spikes in the CA1 region and entorhinal cortex. Preferred theta phase of CA1, entorhinal layer 2 (EC2) <% 6003 %>, layer 3 (EC3) and layer 5 (EC5) principal neurons during RUN, REM and phasic REM sleep. Note the phase stability of entorhinal neurons across brain states. Note that while the majority of CA1 pyramidal cells fired at the trough of theta during RUN, the majority of CA1 neurons fired at the peak of theta during phasic REM sleep, approximately 60o after the EC3 neurons. All cells were referenced to theta oscillations recorded from CA1 pyramidal layers. Bottom gray trace, idealized reference theta cycle in CA1 pyramidal layer.""",theta REM,103,"Mizuseki K, Diba K, Pastalkova E, Buzsáki G",Hippocampal CA1 pyramidal cells form functionally distinct sublayers,Nature Neuroscience,2011,21822270,1174
"""6003103227010302""",6003103227010302,6003,"pS5, FigS3 REM (double peak)",10302,"""Supplementary Fig. 3. State-dependent theta phase preference of spikes in the CA1 region and entorhinal cortex. Preferred theta phase of CA1, entorhinal layer 2 (EC2) <% 6003 %>, layer 3 (EC3) and layer 5 (EC5) principal neurons during RUN, REM and phasic REM sleep. Note the phase stability of entorhinal neurons across brain states. Note that while the majority of CA1 pyramidal cells fired at the trough of theta during RUN, the majority of CA1 neurons fired at the peak of theta during phasic REM sleep, approximately 60o after the EC3 neurons. All cells were referenced to theta oscillations recorded from CA1 pyramidal layers. Bottom gray trace, idealized reference theta cycle in CA1 pyramidal layer.""",theta REM,103,"Mizuseki K, Diba K, Pastalkova E, Buzsáki G",Hippocampal CA1 pyramidal cells form functionally distinct sublayers,Nature Neuroscience,2011,21822270,1174
"""6003104227010303""",6003104227010303,6003,"pS5, FigS3 phasic REM (peak)",10303,"""Supplementary Fig. 3. State-dependent theta phase preference of spikes in the CA1 region and entorhinal cortex. Preferred theta phase of CA1, entorhinal layer 2 (EC2) <% 6003 %>, layer 3 (EC3) and layer 5 (EC5) principal neurons during RUN, REM and phasic REM sleep. Note the phase stability of entorhinal neurons across brain states. Note that while the majority of CA1 pyramidal cells fired at the trough of theta during RUN, the majority of CA1 neurons fired at the peak of theta during phasic REM sleep, approximately 60o after the EC3 neurons. All cells were referenced to theta oscillations recorded from CA1 pyramidal layers. Bottom gray trace, idealized reference theta cycle in CA1 pyramidal layer.""",theta phasic REM,104,"Mizuseki K, Diba K, Pastalkova E, Buzsáki G",Hippocampal CA1 pyramidal cells form functionally distinct sublayers,Nature Neuroscience,2011,21822270,1174
"""6017102227010300""",6017102227010300,6017,"pS5, FigS3 RUN (peak)",10300,"""Supplementary Fig. 3. State-dependent theta phase preference of spikes in the CA1 region and entorhinal cortex. Preferred theta phase of CA1, entorhinal layer 2 (EC2), layer 3 <% 6017 %> (EC3) and layer 5 (EC5) principal neurons during RUN, REM and phasic REM sleep. Note the phase stability of entorhinal neurons across brain states. Note that while the majority of CA1 pyramidal cells fired at the trough of theta during RUN, the majority of CA1 neurons fired at the peak of theta during phasic REM sleep, approximately 60o after the EC3 neurons. All cells were referenced to theta oscillations recorded from CA1 pyramidal layers. Bottom gray trace, idealized reference theta cycle in CA1 pyramidal layer.""",theta run,102,"Mizuseki K, Diba K, Pastalkova E, Buzsáki G",Hippocampal CA1 pyramidal cells form functionally distinct sublayers,Nature Neuroscience,2011,21822270,1174
"""6017103227010302""",6017103227010302,6017,"pS5, FigS3 REM (double peak)",10302,"""Supplementary Fig. 3. State-dependent theta phase preference of spikes in the CA1 region and entorhinal cortex. Preferred theta phase of CA1, entorhinal layer 2 (EC2), layer 3 <% 6017 %> (EC3) and layer 5 (EC5) principal neurons during RUN, REM and phasic REM sleep. Note the phase stability of entorhinal neurons across brain states. Note that while the majority of CA1 pyramidal cells fired at the trough of theta during RUN, the majority of CA1 neurons fired at the peak of theta during phasic REM sleep, approximately 60o after the EC3 neurons. All cells were referenced to theta oscillations recorded from CA1 pyramidal layers. Bottom gray trace, idealized reference theta cycle in CA1 pyramidal layer.""",theta REM,103,"Mizuseki K, Diba K, Pastalkova E, Buzsáki G",Hippocampal CA1 pyramidal cells form functionally distinct sublayers,Nature Neuroscience,2011,21822270,1174
"""6017104227010303""",6017104227010303,6017,"pS5, FigS3 phasic REM (peak)",10303,"""Supplementary Fig. 3. State-dependent theta phase preference of spikes in the CA1 region and entorhinal cortex. Preferred theta phase of CA1, entorhinal layer 2 (EC2), layer 3 <% 6017 %> (EC3) and layer 5 (EC5) principal neurons during RUN, REM and phasic REM sleep. Note the phase stability of entorhinal neurons across brain states. Note that while the majority of CA1 pyramidal cells fired at the trough of theta during RUN, the majority of CA1 neurons fired at the peak of theta during phasic REM sleep, approximately 60o after the EC3 neurons. All cells were referenced to theta oscillations recorded from CA1 pyramidal layers. Bottom gray trace, idealized reference theta cycle in CA1 pyramidal layer.""",theta phasic REM,104,"Mizuseki K, Diba K, Pastalkova E, Buzsáki G",Hippocampal CA1 pyramidal cells form functionally distinct sublayers,Nature Neuroscience,2011,21822270,1174
"""6021102227010300""",6021102227010300,6021,"pS5, FigS3 RUN (peak)",10300,"""Supplementary Fig. 3. State-dependent theta phase preference of spikes in the CA1 region and entorhinal cortex. Preferred theta phase of CA1, entorhinal layer 2 (EC2), layer 3 <% 6017 %> (EC3) and layer 5 (EC5) principal neurons during RUN, REM and phasic REM sleep. Note the phase stability of entorhinal neurons across brain states. Note that while the majority of CA1 pyramidal cells fired at the trough of theta during RUN, the majority of CA1 neurons fired at the peak of theta during phasic REM sleep, approximately 60o after the EC3 neurons. All cells were referenced to theta oscillations recorded from CA1 pyramidal layers. Bottom gray trace, idealized reference theta cycle in CA1 pyramidal layer.""",theta run,102,"Mizuseki K, Diba K, Pastalkova E, Buzsáki G",Hippocampal CA1 pyramidal cells form functionally distinct sublayers,Nature Neuroscience,2011,21822270,1174
"""6021103227010302""",6021103227010302,6021,"pS5, FigS3 REM (double peak)",10302,"""Supplementary Fig. 3. State-dependent theta phase preference of spikes in the CA1 region and entorhinal cortex. Preferred theta phase of CA1, entorhinal layer 2 (EC2), layer 3 <% 6017 %> (EC3) and layer 5 (EC5) principal neurons during RUN, REM and phasic REM sleep. Note the phase stability of entorhinal neurons across brain states. Note that while the majority of CA1 pyramidal cells fired at the trough of theta during RUN, the majority of CA1 neurons fired at the peak of theta during phasic REM sleep, approximately 60o after the EC3 neurons. All cells were referenced to theta oscillations recorded from CA1 pyramidal layers. Bottom gray trace, idealized reference theta cycle in CA1 pyramidal layer.""",theta REM,103,"Mizuseki K, Diba K, Pastalkova E, Buzsáki G",Hippocampal CA1 pyramidal cells form functionally distinct sublayers,Nature Neuroscience,2011,21822270,1174
"""6021104227010303""",6021104227010303,6021,"pS5, FigS3 phasic REM (peak)",10303,"""Supplementary Fig. 3. State-dependent theta phase preference of spikes in the CA1 region and entorhinal cortex. Preferred theta phase of CA1, entorhinal layer 2 (EC2), layer 3 <% 6017 %> (EC3) and layer 5 (EC5) principal neurons during RUN, REM and phasic REM sleep. Note the phase stability of entorhinal neurons across brain states. Note that while the majority of CA1 pyramidal cells fired at the trough of theta during RUN, the majority of CA1 neurons fired at the peak of theta during phasic REM sleep, approximately 60o after the EC3 neurons. All cells were referenced to theta oscillations recorded from CA1 pyramidal layers. Bottom gray trace, idealized reference theta cycle in CA1 pyramidal layer.""",theta phasic REM,104,"Mizuseki K, Diba K, Pastalkova E, Buzsáki G",Hippocampal CA1 pyramidal cells form functionally distinct sublayers,Nature Neuroscience,2011,21822270,1174
"""1000101479310303""",1000101479310303,1000,"p270, Fig 3C_DG",10303,"""Figure 3. Theta Phase Modulation of Hippocampal and EC Neurons ... (C) Polar plots of preferred phase and modulation depth (mean resultant length) of single neurons (circles) and group mean (lines). Only neurons with significant theta modulation (with at least 50 spikes and firing rate >0.1 Hz; Rayleigh test, p < 0.01) are included in (B) and (C).""",theta,101,"Mizuseki K, Sirota A, Pastalkova E, Buzsáki G",Theta oscillations provide temporal windows for local circuit computation in the entorhinal-hippocampal loop,Neuron,2009,19874793,267
"""2000101479310303""",2000101479310303,2000,"p270, Fig 3C_CA3",10303,"""Figure 3. Theta Phase Modulation of Hippocampal and EC Neurons ... (C) Polar plots of preferred phase and modulation depth (mean resultant length) of single neurons (circles) and group mean (lines). Only neurons with significant theta modulation (with at least 50 spikes and firing rate >0.1 Hz; Rayleigh test, p < 0.01) are included in (B) and (C).""",theta,101,"Mizuseki K, Sirota A, Pastalkova E, Buzsáki G",Theta oscillations provide temporal windows for local circuit computation in the entorhinal-hippocampal loop,Neuron,2009,19874793,267
"""4000116479310201""",4000116479310201,4000,"pS12, FigS2_CA1",10201,"""Figure S2. Sharp wave/ripple-triggered discharge patterns of hippocampal and EC neurons. For the extraction of sharp wave/ripple events, LFP in CA1 pyramidal layer during non-theta periods was band-pass filtered (140-230Hz), and the power (root mean square) was calculated in a 17 msec time window and a threshold (7 standard deviation above the mean power) was applied (Csicsvari et al., 1999). Neuronal discharges were aligned to the ripple peak determined by power peak of filtered LFP (140-230 Hz; Figure 1B and 1C), and mean (+/-SEM) firing rates are shown. n = number of cells. Note increasing onset and peak delays of both principal cells and interneurons (15-25 msec) in the CA1-EC5-EC3-EC2 axis. Note also a ~6-fold firing increase of CA1 pyramidal cells and ~3-fold increase of CA1 interneurons during ripples (a two-fold gain of excitability in CA1; Csicsvari et al., 1999). In contrast, the sharp wave/ripple recruitment of EC principal cells is weaker than recruitment of EC interneurons in all layers (gain of inhibition). This 'dampening' mechanism can ensure transferring hippocampal information to neocortical targets via EC5 cells without reverberating excitation in the EC-hippocampus loop (Chrobak and Buzsaki, 1994).""",firing rate SWR,116,"Mizuseki K, Sirota A, Pastalkova E, Buzsáki G",Theta oscillations provide temporal windows for local circuit computation in the entorhinal-hippocampal loop,Neuron,2009,19874793,267
"""4000101479310303""",4000101479310303,4000,"p270, Fig 3C_CA3",10303,"""Figure 3. Theta Phase Modulation of Hippocampal and EC Neurons ... (C) Polar plots of preferred phase and modulation depth (mean resultant length) of single neurons (circles) and group mean (lines). Only neurons with significant theta modulation (with at least 50 spikes and firing rate >0.1 Hz; Rayleigh test, p < 0.01) are included in (B) and (C).""",theta,101,"Mizuseki K, Sirota A, Pastalkova E, Buzsáki G",Theta oscillations provide temporal windows for local circuit computation in the entorhinal-hippocampal loop,Neuron,2009,19874793,267
"""4000108479310201""",4000108479310201,4000,"pS12, FigS2_CA1",10201,"""Figure S2. Sharp wave/ripple-triggered discharge patterns of hippocampal and EC neurons. For the extraction of sharp wave/ripple events, LFP in CA1 pyramidal layer during non-theta periods was band-pass filtered (140-230Hz), and the power (root mean square) was calculated in a 17 msec time window and a threshold (7 standard deviation above the mean power) was applied (Csicsvari et al., 1999). Neuronal discharges were aligned to the ripple peak determined by power peak of filtered LFP (140-230 Hz; Figure 1B and 1C), and mean (+/-SEM) firing rates are shown. n = number of cells. Note increasing onset and peak delays of both principal cells and interneurons (15-25 msec) in the CA1-EC5-EC3-EC2 axis. Note also a ~6-fold firing increase of CA1 pyramidal cells and ~3-fold increase of CA1 interneurons during ripples (a two-fold gain of excitability in CA1; Csicsvari et al., 1999). In contrast, the sharp wave/ripple recruitment of EC principal cells is weaker than recruitment of EC interneurons in all layers (gain of inhibition). This 'dampening' mechanism can ensure transferring hippocampal information to neocortical targets via EC5 cells without reverberating excitation in the EC-hippocampus loop (Chrobak and Buzsaki, 1994).""",SWR ratio,108,"Mizuseki K, Sirota A, Pastalkova E, Buzsáki G",Theta oscillations provide temporal windows for local circuit computation in the entorhinal-hippocampal loop,Neuron,2009,19874793,267
"""4000111479310201""",4000111479310201,4000,"pS12, FigS2_CA1",10201,"""Figure S2. Sharp wave/ripple-triggered discharge patterns of hippocampal and EC neurons. For the extraction of sharp wave/ripple events, LFP in CA1 pyramidal layer during non-theta periods was band-pass filtered (140-230Hz), and the power (root mean square) was calculated in a 17 msec time window and a threshold (7 standard deviation above the mean power) was applied (Csicsvari et al., 1999). Neuronal discharges were aligned to the ripple peak determined by power peak of filtered LFP (140-230 Hz; Figure 1B and 1C), and mean (+/-SEM) firing rates are shown. n = number of cells. Note increasing onset and peak delays of both principal cells and interneurons (15-25 msec) in the CA1-EC5-EC3-EC2 axis. Note also a ~6-fold firing increase of CA1 pyramidal cells and ~3-fold increase of CA1 interneurons during ripples (a two-fold gain of excitability in CA1; Csicsvari et al., 1999). In contrast, the sharp wave/ripple recruitment of EC principal cells is weaker than recruitment of EC interneurons in all layers (gain of inhibition). This 'dampening' mechanism can ensure transferring hippocampal information to neocortical targets via EC5 cells without reverberating excitation in the EC-hippocampus loop (Chrobak and Buzsaki, 1994).""",firing rate baseline,111,"Mizuseki K, Sirota A, Pastalkova E, Buzsáki G",Theta oscillations provide temporal windows for local circuit computation in the entorhinal-hippocampal loop,Neuron,2009,19874793,267
"""6003101479310303""",6003101479310303,6003,"p270, Fig3C line (mean)",10303,"""Figure 3. Theta Phase Modulation of Hippocampal and EC Neurons ... (C) Polar plots of preferred phase and modulation depth (mean resultant length) of single neurons (circles) and group mean (lines). Only neurons with significant theta modulation (with at least 50 spikes and firing rate >0.1 Hz; Rayleigh test, p < 0.01) are included in (B) and (C).""",theta,101,"Mizuseki K, Sirota A, Pastalkova E, Buzsáki G",Theta oscillations provide temporal windows for local circuit computation in the entorhinal-hippocampal loop,Neuron,2009,19874793,267
"""6003108479310200""",6003108479310200,6003,"pS12, FigS2 (SWR ratio)",10200,"""Figure S2. Sharp wave/ripple-triggered discharge patterns of hippocampal and EC neurons. For the extraction of sharp wave/ripple events, LFP in CA1 pyramidal layer during non-theta periods was band-pass filtered (140-230Hz), and the power (root mean square) was calculated in a 17 msec time window and a threshold (7 standard deviation above the mean power) was applied (Csicsvari et al., 1999). Neuronal discharges were aligned to the ripple peak determined by power peak of filtered LFP (140-230 Hz; Figure 1B and 1C), and mean (+/-SEM) firing rates are shown. n = number of cells. Note increasing onset and peak delays of both principal cells and interneurons (15-25 msec) in the CA1-EC5-EC3-EC2 axis. Note also a ~6-fold firing increase of CA1 pyramidal cells and ~3-fold increase of CA1 interneurons during ripples (a two-fold gain of excitability in CA1; Csicsvari et al., 1999). In contrast, the sharp wave/ripple recruitment of EC principal cells is weaker than recruitment of EC interneurons in all layers (gain of inhibition). This 'dampening' mechanism can ensure transferring hippocampal information to neocortical targets via EC5 cells without reverberating excitation in the EC-hippocampus loop (Chrobak and Buzsa_ki, 1994).""",SWR ratio,108,"Mizuseki K, Sirota A, Pastalkova E, Buzsáki G",Theta oscillations provide temporal windows for local circuit computation in the entorhinal-hippocampal loop,Neuron,2009,19874793,267
"""6003116479310201""",6003116479310201,6003,"pS12, FigS2 (SWR)",10201,"""Figure S2. Sharp wave/ripple-triggered discharge patterns of hippocampal and EC neurons. For the extraction of sharp wave/ripple events, LFP in CA1 pyramidal layer during non-theta periods was band-pass filtered (140-230Hz), and the power (root mean square) was calculated in a 17 msec time window and a threshold (7 standard deviation above the mean power) was applied (Csicsvari et al., 1999). Neuronal discharges were aligned to the ripple peak determined by power peak of filtered LFP (140-230 Hz; Figure 1B and 1C), and mean (+/-SEM) firing rates are shown. n = number of cells. Note increasing onset and peak delays of both principal cells and interneurons (15-25 msec) in the CA1-EC5-EC3-EC2 axis. Note also a ~6-fold firing increase of CA1 pyramidal cells and ~3-fold increase of CA1 interneurons during ripples (a two-fold gain of excitability in CA1; Csicsvari et al., 1999). In contrast, the sharp wave/ripple recruitment of EC principal cells is weaker than recruitment of EC interneurons in all layers (gain of inhibition). This 'dampening' mechanism can ensure transferring hippocampal information to neocortical targets via EC5 cells without reverberating excitation in the EC-hippocampus loop (Chrobak and Buzsa_ki, 1994).""",firing rate SWR,116,"Mizuseki K, Sirota A, Pastalkova E, Buzsáki G",Theta oscillations provide temporal windows for local circuit computation in the entorhinal-hippocampal loop,Neuron,2009,19874793,267
"""6003111479310202""",6003111479310202,6003,"pS12, FigS2 (baseline)",10202,"""Figure S2. Sharp wave/ripple-triggered discharge patterns of hippocampal and EC neurons. For the extraction of sharp wave/ripple events, LFP in CA1 pyramidal layer during non-theta periods was band-pass filtered (140-230Hz), and the power (root mean square) was calculated in a 17 msec time window and a threshold (7 standard deviation above the mean power) was applied (Csicsvari et al., 1999). Neuronal discharges were aligned to the ripple peak determined by power peak of filtered LFP (140-230 Hz; Figure 1B and 1C), and mean (+/-SEM) firing rates are shown. n = number of cells. Note increasing onset and peak delays of both principal cells and interneurons (15-25 msec) in the CA1-EC5-EC3-EC2 axis. Note also a ~6-fold firing increase of CA1 pyramidal cells and ~3-fold increase of CA1 interneurons during ripples (a two-fold gain of excitability in CA1; Csicsvari et al., 1999). In contrast, the sharp wave/ripple recruitment of EC principal cells is weaker than recruitment of EC interneurons in all layers (gain of inhibition). This 'dampening' mechanism can ensure transferring hippocampal information to neocortical targets via EC5 cells without reverberating excitation in the EC-hippocampus loop (Chrobak and Buzsa_ki, 1994).""",firing rate baseline,111,"Mizuseki K, Sirota A, Pastalkova E, Buzsáki G",Theta oscillations provide temporal windows for local circuit computation in the entorhinal-hippocampal loop,Neuron,2009,19874793,267
"""6017101479310303""",6017101479310303,6017,"p270, Fig3C line (mean)",10303,"""Figure 3. Theta Phase Modulation of Hippocampal and EC Neurons ... (C) Polar plots of preferred phase and modulation depth (mean resultant length) of single neurons (circles) and group mean (lines). Only neurons with significant theta modulation (with at least 50 spikes and firing rate >0.1 Hz; Rayleigh test, p < 0.01) are included in (B) and (C).""",theta,101,"Mizuseki K, Sirota A, Pastalkova E, Buzsáki G",Theta oscillations provide temporal windows for local circuit computation in the entorhinal-hippocampal loop,Neuron,2009,19874793,267
"""6017108479310200""",6017108479310200,6017,"pS12, FigS2 (SWR ratio)",10200,"""Figure S2. Sharp wave/ripple-triggered discharge patterns of hippocampal and EC neurons. For the extraction of sharp wave/ripple events, LFP in CA1 pyramidal layer during non-theta periods was band-pass filtered (140-230Hz), and the power (root mean square) was calculated in a 17 msec time window and a threshold (7 standard deviation above the mean power) was applied (Csicsvari et al., 1999). Neuronal discharges were aligned to the ripple peak determined by power peak of filtered LFP (140-230 Hz; Figure 1B and 1C), and mean (+/-SEM) firing rates are shown. n = number of cells. Note increasing onset and peak delays of both principal cells and interneurons (15-25 msec) in the CA1-EC5-EC3-EC2 axis. Note also a ~6-fold firing increase of CA1 pyramidal cells and ~3-fold increase of CA1 interneurons during ripples (a two-fold gain of excitability in CA1; Csicsvari et al., 1999). In contrast, the sharp wave/ripple recruitment of EC principal cells is weaker than recruitment of EC interneurons in all layers (gain of inhibition). This 'dampening' mechanism can ensure transferring hippocampal information to neocortical targets via EC5 cells without reverberating excitation in the EC-hippocampus loop (Chrobak and Buzsa_ki, 1994).""",SWR ratio,108,"Mizuseki K, Sirota A, Pastalkova E, Buzsáki G",Theta oscillations provide temporal windows for local circuit computation in the entorhinal-hippocampal loop,Neuron,2009,19874793,267
"""6017116479310201""",6017116479310201,6017,"pS12, FigS2 (SWR)",10201,"""Figure S2. Sharp wave/ripple-triggered discharge patterns of hippocampal and EC neurons. For the extraction of sharp wave/ripple events, LFP in CA1 pyramidal layer during non-theta periods was band-pass filtered (140-230Hz), and the power (root mean square) was calculated in a 17 msec time window and a threshold (7 standard deviation above the mean power) was applied (Csicsvari et al., 1999). Neuronal discharges were aligned to the ripple peak determined by power peak of filtered LFP (140-230 Hz; Figure 1B and 1C), and mean (+/-SEM) firing rates are shown. n = number of cells. Note increasing onset and peak delays of both principal cells and interneurons (15-25 msec) in the CA1-EC5-EC3-EC2 axis. Note also a ~6-fold firing increase of CA1 pyramidal cells and ~3-fold increase of CA1 interneurons during ripples (a two-fold gain of excitability in CA1; Csicsvari et al., 1999). In contrast, the sharp wave/ripple recruitment of EC principal cells is weaker than recruitment of EC interneurons in all layers (gain of inhibition). This 'dampening' mechanism can ensure transferring hippocampal information to neocortical targets via EC5 cells without reverberating excitation in the EC-hippocampus loop (Chrobak and Buzsa_ki, 1994).""",firing rate SWR,116,"Mizuseki K, Sirota A, Pastalkova E, Buzsáki G",Theta oscillations provide temporal windows for local circuit computation in the entorhinal-hippocampal loop,Neuron,2009,19874793,267
"""6017111479310202""",6017111479310202,6017,"pS12, FigS2 (baseline)",10202,"""Figure S2. Sharp wave/ripple-triggered discharge patterns of hippocampal and EC neurons. For the extraction of sharp wave/ripple events, LFP in CA1 pyramidal layer during non-theta periods was band-pass filtered (140-230Hz), and the power (root mean square) was calculated in a 17 msec time window and a threshold (7 standard deviation above the mean power) was applied (Csicsvari et al., 1999). Neuronal discharges were aligned to the ripple peak determined by power peak of filtered LFP (140-230 Hz; Figure 1B and 1C), and mean (+/-SEM) firing rates are shown. n = number of cells. Note increasing onset and peak delays of both principal cells and interneurons (15-25 msec) in the CA1-EC5-EC3-EC2 axis. Note also a ~6-fold firing increase of CA1 pyramidal cells and ~3-fold increase of CA1 interneurons during ripples (a two-fold gain of excitability in CA1; Csicsvari et al., 1999). In contrast, the sharp wave/ripple recruitment of EC principal cells is weaker than recruitment of EC interneurons in all layers (gain of inhibition). This 'dampening' mechanism can ensure transferring hippocampal information to neocortical targets via EC5 cells without reverberating excitation in the EC-hippocampus loop (Chrobak and Buzsa_ki, 1994).""",firing rate baseline,111,"Mizuseki K, Sirota A, Pastalkova E, Buzsáki G",Theta oscillations provide temporal windows for local circuit computation in the entorhinal-hippocampal loop,Neuron,2009,19874793,267
"""6021108479310200""",6021108479310200,6021,"pS12, FigS2 (SWR ratio)",10200,"""Figure S2. Sharp wave/ripple-triggered discharge patterns of hippocampal and EC neurons. For the extraction of sharp wave/ripple events, LFP in CA1 pyramidal layer during non-theta periods was band-pass filtered (140-230Hz), and the power (root mean square) was calculated in a 17 msec time window and a threshold (7 standard deviation above the mean power) was applied (Csicsvari et al., 1999). Neuronal discharges were aligned to the ripple peak determined by power peak of filtered LFP (140-230 Hz; Figure 1B and 1C), and mean (+/-SEM) firing rates are shown. n = number of cells. Note increasing onset and peak delays of both principal cells and interneurons (15-25 msec) in the CA1-EC5-EC3-EC2 axis. Note also a ~6-fold firing increase of CA1 pyramidal cells and ~3-fold increase of CA1 interneurons during ripples (a two-fold gain of excitability in CA1; Csicsvari et al., 1999). In contrast, the sharp wave/ripple recruitment of EC principal cells is weaker than recruitment of EC interneurons in all layers (gain of inhibition). This 'dampening' mechanism can ensure transferring hippocampal information to neocortical targets via EC5 cells without reverberating excitation in the EC-hippocampus loop (Chrobak and Buzsa_ki, 1994).""",SWR ratio,108,"Mizuseki K, Sirota A, Pastalkova E, Buzsáki G",Theta oscillations provide temporal windows for local circuit computation in the entorhinal-hippocampal loop,Neuron,2009,19874793,267
"""6021116479310201""",6021116479310201,6021,"pS12, FigS2 (SWR)",10201,"""Figure S2. Sharp wave/ripple-triggered discharge patterns of hippocampal and EC neurons. For the extraction of sharp wave/ripple events, LFP in CA1 pyramidal layer during non-theta periods was band-pass filtered (140-230Hz), and the power (root mean square) was calculated in a 17 msec time window and a threshold (7 standard deviation above the mean power) was applied (Csicsvari et al., 1999). Neuronal discharges were aligned to the ripple peak determined by power peak of filtered LFP (140-230 Hz; Figure 1B and 1C), and mean (+/-SEM) firing rates are shown. n = number of cells. Note increasing onset and peak delays of both principal cells and interneurons (15-25 msec) in the CA1-EC5-EC3-EC2 axis. Note also a ~6-fold firing increase of CA1 pyramidal cells and ~3-fold increase of CA1 interneurons during ripples (a two-fold gain of excitability in CA1; Csicsvari et al., 1999). In contrast, the sharp wave/ripple recruitment of EC principal cells is weaker than recruitment of EC interneurons in all layers (gain of inhibition). This 'dampening' mechanism can ensure transferring hippocampal information to neocortical targets via EC5 cells without reverberating excitation in the EC-hippocampus loop (Chrobak and Buzsa_ki, 1994).""",firing rate SWR,116,"Mizuseki K, Sirota A, Pastalkova E, Buzsáki G",Theta oscillations provide temporal windows for local circuit computation in the entorhinal-hippocampal loop,Neuron,2009,19874793,267
"""6021111479310202""",6021111479310202,6021,"pS12, FigS2 (baseline)",10202,"""Figure S2. Sharp wave/ripple-triggered discharge patterns of hippocampal and EC neurons. For the extraction of sharp wave/ripple events, LFP in CA1 pyramidal layer during non-theta periods was band-pass filtered (140-230Hz), and the power (root mean square) was calculated in a 17 msec time window and a threshold (7 standard deviation above the mean power) was applied (Csicsvari et al., 1999). Neuronal discharges were aligned to the ripple peak determined by power peak of filtered LFP (140-230 Hz; Figure 1B and 1C), and mean (+/-SEM) firing rates are shown. n = number of cells. Note increasing onset and peak delays of both principal cells and interneurons (15-25 msec) in the CA1-EC5-EC3-EC2 axis. Note also a ~6-fold firing increase of CA1 pyramidal cells and ~3-fold increase of CA1 interneurons during ripples (a two-fold gain of excitability in CA1; Csicsvari et al., 1999). In contrast, the sharp wave/ripple recruitment of EC principal cells is weaker than recruitment of EC interneurons in all layers (gain of inhibition). This 'dampening' mechanism can ensure transferring hippocampal information to neocortical targets via EC5 cells without reverberating excitation in the EC-hippocampus loop (Chrobak and Buzsa_ki, 1994).""",firing rate baseline,111,"Mizuseki K, Sirota A, Pastalkova E, Buzsáki G",Theta oscillations provide temporal windows for local circuit computation in the entorhinal-hippocampal loop,Neuron,2009,19874793,267
"""6021101479310303""",6021101479310303,6021,"p270, Fig3C line (mean)",10303,"""Figure 3. Theta Phase Modulation of Hippocampal and EC Neurons ... (C) Polar plots of preferred phase and modulation depth (mean resultant length) of single neurons (circles) and group mean (lines). Only neurons with significant theta modulation (with at least 50 spikes and firing rate >0.1 Hz; Rayleigh test, p < 0.01) are included in (B) and (C).""",theta,101,"Mizuseki K, Sirota A, Pastalkova E, Buzsáki G",Theta oscillations provide temporal windows for local circuit computation in the entorhinal-hippocampal loop,Neuron,2009,19874793,267
"""4041105995930000""",4041105995930000,4041,"p10020, left mid (gamma)",30000,"""During gamma oscillations (42 +/- 9 Hz), the cell <% 4041 %> was weakly modulated (r = 0.05; Rayleigh test, p < 0.01) and discharged at 55 +/- 79[deg] relative to the locally detected gamma oscillations, which were in phase at both electrodes.""",gamma,105,"Pablo Fuentealba, Ryohei Tomioka, Yannis Dalezios, László F Márton, Michele Studer, Kathleen Rockland, Thomas Klausberger, Peter Somogyi",Rhythmically Active Enkephalin-Expressing GABAergic Cells in the CA1 Area of the Hippocampus Project to the Subiculum and Preferentially Innervate Interneurons,Journal of Neuroscience,2008,18829959,10017
