Parent,Concept,Term,Resource Rank,Resource,Portal,Repository,Unique ID,Definition Link,Definition,protein_gene,human_rat,control
term_hippocampome_type_synonym,LIV-VI Deep Multipolar Principal,LEC LVI multipolar to tilted pyramidal cell,1,Hippocampome.org,CNG,Hippocampome.org,LIV-VI Deep Multipolar Principal,http://hippocampome.org/formal-typedefs,"Excitatory neuron with axons in [ SUB:SM SUB:SP SUB:PL EC:IV EC:V EC:VI ], dendrites in [ EC:IV EC:V EC:VI ], and soma in [ EC:IV or EC:V or EC:VI ].",,,
term_hippocampome_type_synonym,LIV-VI Deep Multipolar Principal,LEC LVI multipolar to tilted pyramidal neuron,1,Hippocampome.org,CNG,Hippocampome.org,LIV-VI Deep Multipolar Principal,http://hippocampome.org/formal-typedefs,"Excitatory neuron with axons in [ SUB:SM SUB:SP SUB:PL EC:IV EC:V EC:VI ], dendrites in [ EC:IV EC:V EC:VI ], and soma in [ EC:IV or EC:V or EC:VI ].",,,
term_hippocampome_type_synonym,LIV-VI Deep Multipolar Principal,LEC LVI tilted pyramidal to multipolar neuron,1,Hippocampome.org,CNG,Hippocampome.org,LIV-VI Deep Multipolar Principal,http://hippocampome.org/formal-typedefs,"Excitatory neuron with axons in [ SUB:SM SUB:SP SUB:PL EC:IV EC:V EC:VI ], dendrites in [ EC:IV EC:V EC:VI ], and soma in [ EC:IV or EC:V or EC:VI ].",,,
term_hippocampome_type_synonym,LIV-VI Deep Multipolar Principal,LEC tilted pyramidal-multipolar LV principal neuron,1,Hippocampome.org,CNG,Hippocampome.org,LIV-VI Deep Multipolar Principal,http://hippocampome.org/formal-typedefs,"Excitatory neuron with axons in [ SUB:SM SUB:SP SUB:PL EC:IV EC:V EC:VI ], dendrites in [ EC:IV EC:V EC:VI ], and soma in [ EC:IV or EC:V or EC:VI ].",,,
term_hippocampome_type_synonym,LIV-VI Deep Multipolar Principal,MEC deep layer nonpyramidal projection neuron,1,Hippocampome.org,CNG,Hippocampome.org,LIV-VI Deep Multipolar Principal,http://hippocampome.org/formal-typedefs,"Excitatory neuron with axons in [ SUB:SM SUB:SP SUB:PL EC:IV EC:V EC:VI ], dendrites in [ EC:IV EC:V EC:VI ], and soma in [ EC:IV or EC:V or EC:VI ].",,,
term_hippocampome_type_synonym,LIV-VI Deep Multipolar Principal,MEC layer IV vertical bipolar cell,1,Hippocampome.org,CNG,Hippocampome.org,LIV-VI Deep Multipolar Principal,http://hippocampome.org/formal-typedefs,"Excitatory neuron with axons in [ SUB:SM SUB:SP SUB:PL EC:IV EC:V EC:VI ], dendrites in [ EC:IV EC:V EC:VI ], and soma in [ EC:IV or EC:V or EC:VI ].",,,
term_hippocampome_type_synonym,LIV-VI Deep Multipolar Principal,MEC layer V multipolar cell,1,Hippocampome.org,CNG,Hippocampome.org,LIV-VI Deep Multipolar Principal,http://hippocampome.org/formal-typedefs,"Excitatory neuron with axons in [ SUB:SM SUB:SP SUB:PL EC:IV EC:V EC:VI ], dendrites in [ EC:IV EC:V EC:VI ], and soma in [ EC:IV or EC:V or EC:VI ].",,,
term_hippocampome_type_synonym,LIV-VI Deep Multipolar Principal,MEC layer V multipolar neuron,1,Hippocampome.org,CNG,Hippocampome.org,LIV-VI Deep Multipolar Principal,http://hippocampome.org/formal-typedefs,"Excitatory neuron with axons in [ SUB:SM SUB:SP SUB:PL EC:IV EC:V EC:VI ], dendrites in [ EC:IV EC:V EC:VI ], and soma in [ EC:IV or EC:V or EC:VI ].",,,
term_hippocampome_type_synonym,LIV-VI Deep Multipolar Principal,MEC layer VI multipolar cell,1,Hippocampome.org,CNG,Hippocampome.org,LIV-VI Deep Multipolar Principal,http://hippocampome.org/formal-typedefs,"Excitatory neuron with axons in [ SUB:SM SUB:SP SUB:PL EC:IV EC:V EC:VI ], dendrites in [ EC:IV EC:V EC:VI ], and soma in [ EC:IV or EC:V or EC:VI ].",,,
term_hippocampome_type_synonym,LIV-VI Deep Multipolar Principal,MEC layer VI pyramidal cell,1,Hippocampome.org,CNG,Hippocampome.org,LIV-VI Deep Multipolar Principal,http://hippocampome.org/formal-typedefs,"Excitatory neuron with axons in [ SUB:SM SUB:SP SUB:PL EC:IV EC:V EC:VI ], dendrites in [ EC:IV EC:V EC:VI ], and soma in [ EC:IV or EC:V or EC:VI ].",,,
term_hippocampome_type_synonym,LIV-VI Deep Multipolar Principal,MEC LVI multipolar neuron,1,Hippocampome.org,CNG,Hippocampome.org,LIV-VI Deep Multipolar Principal,http://hippocampome.org/formal-typedefs,"Excitatory neuron with axons in [ SUB:SM SUB:SP SUB:PL EC:IV EC:V EC:VI ], dendrites in [ EC:IV EC:V EC:VI ], and soma in [ EC:IV or EC:V or EC:VI ].",,,
term_hippocampome_type_synonym,LIV-VI Deep Multipolar Principal,MEC LVI multipolar principal cell,1,Hippocampome.org,CNG,Hippocampome.org,LIV-VI Deep Multipolar Principal,http://hippocampome.org/formal-typedefs,"Excitatory neuron with axons in [ SUB:SM SUB:SP SUB:PL EC:IV EC:V EC:VI ], dendrites in [ EC:IV EC:V EC:VI ], and soma in [ EC:IV or EC:V or EC:VI ].",,,
term_hippocampome_type_synonym,LIV-VI Deep Multipolar Principal,MEC LVI multipolar principal neuron,1,Hippocampome.org,CNG,Hippocampome.org,LIV-VI Deep Multipolar Principal,http://hippocampome.org/formal-typedefs,"Excitatory neuron with axons in [ SUB:SM SUB:SP SUB:PL EC:IV EC:V EC:VI ], dendrites in [ EC:IV EC:V EC:VI ], and soma in [ EC:IV or EC:V or EC:VI ].",,,
term_hippocampome_type_synonym,LIV-VI Deep Multipolar Principal,MEC multipolar live principal neuron,1,Hippocampome.org,CNG,Hippocampome.org,LIV-VI Deep Multipolar Principal,http://hippocampome.org/formal-typedefs,"Excitatory neuron with axons in [ SUB:SM SUB:SP SUB:PL EC:IV EC:V EC:VI ], dendrites in [ EC:IV EC:V EC:VI ], and soma in [ EC:IV or EC:V or EC:VI ].",,,
term_hippocampome_evidence,localize,localize,3,Merriam-Webster Dictionary,Merriam-Webster,Dictionary,localize,http://www.merriam-webster.com/dictionary/localize,to keep (something) within a limited area : to prevent the spread of (something),,,
term_hippocampome_evidence,long term depression,long term depression,1,Neurolex,NIF,Neurolex,GO:0060292,http://neurolex.org/wiki/Category:Long_term_depression,"A process that modulates synaptic plasticity such that synapses are changed resulting in the decrease in the rate, or frequency of synaptic transmission at the synapse.",,,
term_hippocampome_evidence,long term potentiation,long term potentiation,1,Neurolex,NIF,Neurolex,nlx_inv_20081204,http://neurolex.org/wiki/Category:Long_term_potentiation,"The strengthening (or potentiation) of the connection between two nerve cells which lasts for an extended period of time (minutes to hours in vitro and hours to days and months in vivo). LTP can be induced experimentally by applying a sequence of short, high-frequency stimulations to nerve cell synapses.",,,
term_hippocampome_evidence,longitudinal,longitudinal,2,Merriam-Webster Medical,Merriam-Webster,Medical,longitudinal,http://www.merriam-webster.com/medical/longitudinal,"of, relating to, or occurring in the lengthwise dimension",,,
term_hippocampome_type,Lucidum LAX,Lucidum LAX,1,Hippocampome.org,CNG,Hippocampome.org,Lucidum LAX,http://hippocampome.org/formal-typedefs,"Inhibitory neuron with axons in [ CA3:SL CA3:SP ], dendrites in [ CA3:SR CA3:SL ], and soma in [ CA3:SL ].",,,
term_hippocampome_type_synonym,Lucidum LAX,CA3 stratum lucidum interneuron,1,Hippocampome.org,CNG,Hippocampome.org,Lucidum LAX,http://hippocampome.org/formal-typedefs,"Inhibitory neuron with axons in [ CA3:SL CA3:SP ], dendrites in [ CA3:SR CA3:SL ], and soma in [ CA3:SL ].",,,
term_hippocampome_type,Lucidum ORAX,Lucidum ORAX,1,Hippocampome.org,CNG,Hippocampome.org,Lucidum ORAX,http://hippocampome.org/formal-typedefs,"Inhibitory neuron with axons in [ CA3:SR CA3:SL CA3:SP CA3:SO ], dendrites in [ CA3:SR CA3:SL ], and soma in [ CA3:SL ].",,,
term_hippocampome_type_synonym,Lucidum ORAX,CA3 aspiny neuron in stratum lucidum,1,Hippocampome.org,CNG,Hippocampome.org,Lucidum ORAX,http://hippocampome.org/formal-typedefs,"Inhibitory neuron with axons in [ CA3:SR CA3:SL CA3:SP CA3:SO ], dendrites in [ CA3:SR CA3:SL ], and soma in [ CA3:SL ].",,,
term_hippocampome_type_synonym,Lucidum ORAX,CA3 aspiny neuron with cell body in stratum lucidum,1,Hippocampome.org,CNG,Hippocampome.org,Lucidum ORAX,http://hippocampome.org/formal-typedefs,"Inhibitory neuron with axons in [ CA3:SR CA3:SL CA3:SP CA3:SO ], dendrites in [ CA3:SR CA3:SL ], and soma in [ CA3:SL ].",,,
term_hippocampome_type_synonym,Lucidum ORAX,CA3 aspiny stratum lucidum cell,1,Hippocampome.org,CNG,Hippocampome.org,Lucidum ORAX,http://hippocampome.org/formal-typedefs,"Inhibitory neuron with axons in [ CA3:SR CA3:SL CA3:SP CA3:SO ], dendrites in [ CA3:SR CA3:SL ], and soma in [ CA3:SL ].",,,
term_hippocampome_type_synonym,Lucidum ORAX,CA3 spiny neuron in stratum lucidum,1,Hippocampome.org,CNG,Hippocampome.org,Lucidum ORAX,http://hippocampome.org/formal-typedefs,"Inhibitory neuron with axons in [ CA3:SR CA3:SL CA3:SP CA3:SO ], dendrites in [ CA3:SR CA3:SL ], and soma in [ CA3:SL ].",,,
term_hippocampome_type_synonym,Lucidum ORAX,CA3 spiny stratum lucidum neuron,1,Hippocampome.org,CNG,Hippocampome.org,Lucidum ORAX,http://hippocampome.org/formal-typedefs,"Inhibitory neuron with axons in [ CA3:SR CA3:SL CA3:SP CA3:SO ], dendrites in [ CA3:SR CA3:SL ], and soma in [ CA3:SL ].",,,
term_hippocampome_type,Lucidum-Radiatum,Lucidum-Radiatum,1,Hippocampome.org,CNG,Hippocampome.org,Lucidum-Radiatum,http://hippocampome.org/formal-typedefs,"Inhibitory neuron with axons in [ CA3:SR CA3:SL ], dendrites in [ CA3:SR CA3:SL ], and soma in [ CA3:SL ].",,,
term_hippocampome_type_synonym,Lucidum-Radiatum,CA3 aspiny neuron in stratum lucidum,1,Hippocampome.org,CNG,Hippocampome.org,Lucidum-Radiatum,http://hippocampome.org/formal-typedefs,"Inhibitory neuron with axons in [ CA3:SR CA3:SL ], dendrites in [ CA3:SR CA3:SL ], and soma in [ CA3:SL ].",,,
term_hippocampome_type_synonym,Lucidum-Radiatum,CA3 aspiny neuron with cell body in stratum lucidum,1,Hippocampome.org,CNG,Hippocampome.org,Lucidum-Radiatum,http://hippocampome.org/formal-typedefs,"Inhibitory neuron with axons in [ CA3:SR CA3:SL ], dendrites in [ CA3:SR CA3:SL ], and soma in [ CA3:SL ].",,,
term_hippocampome_type_synonym,Lucidum-Radiatum,CA3 spiny neuron in stratum lucidum,1,Hippocampome.org,CNG,Hippocampome.org,Lucidum-Radiatum,http://hippocampome.org/formal-typedefs,"Inhibitory neuron with axons in [ CA3:SR CA3:SL ], dendrites in [ CA3:SR CA3:SL ], and soma in [ CA3:SL ].",,,
term_hippocampome_type_synonym,Lucidum-Radiatum,CA3 spiny stratum lucidum neuron,1,Hippocampome.org,CNG,Hippocampome.org,Lucidum-Radiatum,http://hippocampome.org/formal-typedefs,"Inhibitory neuron with axons in [ CA3:SR CA3:SL ], dendrites in [ CA3:SR CA3:SL ], and soma in [ CA3:SL ].",,,
term_hippocampome_type,LV Deep Pyramidal,LV Deep Pyramidal,1,Hippocampome.org,CNG,Hippocampome.org,LV Deep Pyramidal,http://hippocampome.org/formal-typedefs,"Excitatory neuron with axons in [ EC:V EC:VI ], dendrites in [ EC:I EC:II EC:V EC:VI ], and soma in [ EC:V ].",,,
term_hippocampome_type_synonym,LV Deep Pyramidal,LEC layer V pyramidal neuron,1,Hippocampome.org,CNG,Hippocampome.org,LV Deep Pyramidal,http://hippocampome.org/formal-typedefs,"Excitatory neuron with axons in [ EC:V EC:VI ], dendrites in [ EC:I EC:II EC:V EC:VI ], and soma in [ EC:V ].",,,
term_hippocampome_type_synonym,LV Deep Pyramidal,LEC layer V small pyramidal cell,1,Hippocampome.org,CNG,Hippocampome.org,LV Deep Pyramidal,http://hippocampome.org/formal-typedefs,"Excitatory neuron with axons in [ EC:V EC:VI ], dendrites in [ EC:I EC:II EC:V EC:VI ], and soma in [ EC:V ].",,,
term_hippocampome_type_synonym,LV Deep Pyramidal,MEC layer V pyramidal cell,1,Hippocampome.org,CNG,Hippocampome.org,LV Deep Pyramidal,http://hippocampome.org/formal-typedefs,"Excitatory neuron with axons in [ EC:V EC:VI ], dendrites in [ EC:I EC:II EC:V EC:VI ], and soma in [ EC:V ].",,,
term_hippocampome_type_synonym,LV Deep Pyramidal,MEC layer V small pyramidal cell,1,Hippocampome.org,CNG,Hippocampome.org,LV Deep Pyramidal,http://hippocampome.org/formal-typedefs,"Excitatory neuron with axons in [ EC:V EC:VI ], dendrites in [ EC:I EC:II EC:V EC:VI ], and soma in [ EC:V ].",,,
term_hippocampome_type_synonym,LV Deep Pyramidal,MEC LV deep pyramidal neuron,1,Hippocampome.org,CNG,Hippocampome.org,LV Deep Pyramidal,http://hippocampome.org/formal-typedefs,"Excitatory neuron with axons in [ EC:V EC:VI ], dendrites in [ EC:I EC:II EC:V EC:VI ], and soma in [ EC:V ].",,,
term_hippocampome_evidence,magnification,magnification,2,Merriam-Webster Medical,Merriam-Webster,Medical,magnification,http://www.merriam-webster.com/medical/magnification,the apparent enlargement of an object by an optical instrument that is the ratio of the dimensions of an image formed by the instrument to the corresponding dimensions of the objectÃcalled also power,,,
term_hippocampome_molecular_marker,Man1a,Man1a,1,Gene Ontology,Gene Ontology,AmiGO 2,"UniProtKB, G3V9N9",http://amigo2.berkeleybop.org/amigo/gene_product/UniProtKB:G3V9N9,"alpha-1,2-Mannosidase; Symbol:Man1a1; Type:protein; Taxon:Rattus norvegicus; Synonyms:G3V9N9_RAT,Man1a_predicted,rCG_21984",,,
term_hippocampome_evidence,marker,marker,3,Wikipedia,Wikipedia,Wiki,Biomarker,https://en.wikipedia.org/wiki/Biomarker,"A biomarker, or biological marker, generally refers to a measurable indicator of some biological state or condition...In cell biology, a biomarker is a molecule that allows the detection and isolation of a particular cell type...",,,
term_hippocampome_molecular_marker,Math-2,Math-2,1,MeSH,NIH,MeSH,C110701,https://www.nlm.nih.gov/cgi/mesh/2016/MB_cgi?mode=&index=219724,"Neurod6 protein, mouse; MATH-2 protein, mouse; RefSeq NM_009717",,,
term_hippocampome_electrophysiology,Max F.R.,Max F.R.,2,NeuroElectro,NeuroElectro,ephys_prop,maximum firing rate,http://neuroelectro.org/ephys_prop/35/data/,Maximum observed AP discharge rate,,,
term_hippocampome_evidence,mean,average,3,Merriam-Webster Dictionary,Merriam-Webster,Dictionary,average,http://www.merriam-webster.com/dictionary/average,a number that is calculated by adding quantities together and then dividing the total by the number of quantities,,,
term_hippocampome_evidence,mean,mean,3,Merriam-Webster Dictionary,Merriam-Webster,Dictionary,average,http://www.merriam-webster.com/dictionary/average,a number that is calculated by adding quantities together and then dividing the total by the number of quantities,,,
term_hippocampome_type,MEC LII Basket,MEC LII Basket,1,Hippocampome.org,CNG,Hippocampome.org,MEC LII Basket,http://hippocampome.org/formal-typedefs,"Inhibitory neuron with axons in [ EC:II EC:III ], dendrites in [ EC:II ], and soma in [ EC:II ].",,,
term_hippocampome_type_synonym,MEC LII Basket,MEC layer II basket cell,1,Hippocampome.org,CNG,Hippocampome.org,MEC LII Basket,http://hippocampome.org/formal-typedefs,"Inhibitory neuron with axons in [ EC:II EC:III ], dendrites in [ EC:II ], and soma in [ EC:II ].",,,
term_hippocampome_type,MEC LII Oblique Pyramidal,MEC LII Oblique Pyramidal,1,Hippocampome.org,CNG,Hippocampome.org,MEC LII Oblique Pyramidal,http://hippocampome.org/formal-typedefs,"Excitatory neuron with axons in [ EC:III EC:IV ], dendrites in [ EC:I EC:II ], and soma in [ EC:II ].",,,
term_hippocampome_type_synonym,MEC LII Oblique Pyramidal,MEC between oblique pyramidal and SC LII neuron,1,Hippocampome.org,CNG,Hippocampome.org,MEC LII Oblique Pyramidal,http://hippocampome.org/formal-typedefs,"Excitatory neuron with axons in [ EC:III EC:IV ], dendrites in [ EC:I EC:II ], and soma in [ EC:II ].",,,
term_hippocampome_type_synonym,MEC LII Oblique Pyramidal,MEC LII between oblique pyramidal and SC,1,Hippocampome.org,CNG,Hippocampome.org,MEC LII Oblique Pyramidal,http://hippocampome.org/formal-typedefs,"Excitatory neuron with axons in [ EC:III EC:IV ], dendrites in [ EC:I EC:II ], and soma in [ EC:II ].",,,
term_hippocampome_type,MEC LII Stellate,MEC LII Stellate,1,Hippocampome.org,CNG,Hippocampome.org,MEC LII Stellate,http://hippocampome.org/formal-typedefs,"Excitatory neuron with axons in [ DG:SMo CA3:SLM CA2:SLM SUB:SM SUB:SP SUB:PL EC:I EC:II EC:III EC:IV EC:V EC:VI ], dendrites in [ EC:I EC:II ], and soma in [ EC:II ].",,,
term_hippocampome_type_synonym,MEC LII Stellate,EC layer II stellate,1,Hippocampome.org,CNG,Hippocampome.org,MEC LII Stellate,http://hippocampome.org/formal-typedefs,"Excitatory neuron with axons in [ DG:SMo CA3:SLM CA2:SLM SUB:SM SUB:SP SUB:PL EC:I EC:II EC:III EC:IV EC:V EC:VI ], dendrites in [ EC:I EC:II ], and soma in [ EC:II ].",,,
term_hippocampome_type_synonym,MEC LII Stellate,MEC L2S,1,Hippocampome.org,CNG,Hippocampome.org,MEC LII Stellate,http://hippocampome.org/formal-typedefs,"Excitatory neuron with axons in [ DG:SMo CA3:SLM CA2:SLM SUB:SM SUB:SP SUB:PL EC:I EC:II EC:III EC:IV EC:V EC:VI ], dendrites in [ EC:I EC:II ], and soma in [ EC:II ].",,,
term_hippocampome_type_synonym,MEC LII Stellate,MEC layer II type I neuron,1,Hippocampome.org,CNG,Hippocampome.org,MEC LII Stellate,http://hippocampome.org/formal-typedefs,"Excitatory neuron with axons in [ DG:SMo CA3:SLM CA2:SLM SUB:SM SUB:SP SUB:PL EC:I EC:II EC:III EC:IV EC:V EC:VI ], dendrites in [ EC:I EC:II ], and soma in [ EC:II ].",,,
term_hippocampome_type_synonym,MEC LII Stellate,MEC LII SC,1,Hippocampome.org,CNG,Hippocampome.org,MEC LII Stellate,http://hippocampome.org/formal-typedefs,"Excitatory neuron with axons in [ DG:SMo CA3:SLM CA2:SLM SUB:SM SUB:SP SUB:PL EC:I EC:II EC:III EC:IV EC:V EC:VI ], dendrites in [ EC:I EC:II ], and soma in [ EC:II ].",,,
term_hippocampome_type_synonym,MEC LII Stellate,MEC LII stellate cell,1,Hippocampome.org,CNG,Hippocampome.org,MEC LII Stellate,http://hippocampome.org/formal-typedefs,"Excitatory neuron with axons in [ DG:SMo CA3:SLM CA2:SLM SUB:SM SUB:SP SUB:PL EC:I EC:II EC:III EC:IV EC:V EC:VI ], dendrites in [ EC:I EC:II ], and soma in [ EC:II ].",,,
term_hippocampome_type_synonym,MEC LII Stellate,medial and intermediate EC layer II spiny stellate neuron,1,Hippocampome.org,CNG,Hippocampome.org,MEC LII Stellate,http://hippocampome.org/formal-typedefs,"Excitatory neuron with axons in [ DG:SMo CA3:SLM CA2:SLM SUB:SM SUB:SP SUB:PL EC:I EC:II EC:III EC:IV EC:V EC:VI ], dendrites in [ EC:I EC:II ], and soma in [ EC:II ].",,,
term_hippocampome_type,MEC LII-III Pyramidal-Multiform,MEC LII-III Pyramidal-Multiform,1,Hippocampome.org,CNG,Hippocampome.org,MEC LII-III Pyramidal-Multiform,http://hippocampome.org/formal-typedefs,"Excitatory neuron with axons in [ EC:II EC:III EC:IV EC:V EC:VI ], dendrites in [ EC:I EC:II EC:III ], and soma in [ EC:II or EC:III ].",,,
term_hippocampome_type_synonym,MEC LII-III Pyramidal-Multiform,MEC layer II pyramidal cell neuron,1,Hippocampome.org,CNG,Hippocampome.org,MEC LII-III Pyramidal-Multiform,http://hippocampome.org/formal-typedefs,"Excitatory neuron with axons in [ EC:II EC:III EC:IV EC:V EC:VI ], dendrites in [ EC:I EC:II EC:III ], and soma in [ EC:II or EC:III ].",,,
term_hippocampome_type_synonym,MEC LII-III Pyramidal-Multiform,MEC layer II pyramidal-like cell,1,Hippocampome.org,CNG,Hippocampome.org,MEC LII-III Pyramidal-Multiform,http://hippocampome.org/formal-typedefs,"Excitatory neuron with axons in [ EC:II EC:III EC:IV EC:V EC:VI ], dendrites in [ EC:I EC:II EC:III ], and soma in [ EC:II or EC:III ].",,,
term_hippocampome_type_synonym,MEC LII-III Pyramidal-Multiform,MEC layer II pyramidal-like neuron,1,Hippocampome.org,CNG,Hippocampome.org,MEC LII-III Pyramidal-Multiform,http://hippocampome.org/formal-typedefs,"Excitatory neuron with axons in [ EC:II EC:III EC:IV EC:V EC:VI ], dendrites in [ EC:I EC:II EC:III ], and soma in [ EC:II or EC:III ].",,,
term_hippocampome_type_synonym,MEC LII-III Pyramidal-Multiform,MEC LII multiform neuron,1,Hippocampome.org,CNG,Hippocampome.org,MEC LII-III Pyramidal-Multiform,http://hippocampome.org/formal-typedefs,"Excitatory neuron with axons in [ EC:II EC:III EC:IV EC:V EC:VI ], dendrites in [ EC:I EC:II EC:III ], and soma in [ EC:II or EC:III ].",,,
term_hippocampome_type,MEC LIII Bipolar Complex Pyramidal,MEC LIII Bipolar Complex Pyramidal,1,Hippocampome.org,CNG,Hippocampome.org,MEC LIII Bipolar Complex Pyramidal,http://hippocampome.org/formal-typedefs,"Excitatory neuron with axons in [ EC:I EC:II EC:III EC:IV ], dendrites in [ EC:II EC:III ], and soma in [ EC:III ].",,,
term_hippocampome_type_synonym,MEC LIII Bipolar Complex Pyramidal,MEC LIII bipolar complex pyramidal neuron,1,Hippocampome.org,CNG,Hippocampome.org,MEC LIII Bipolar Complex Pyramidal,http://hippocampome.org/formal-typedefs,"Excitatory neuron with axons in [ EC:I EC:II EC:III EC:IV ], dendrites in [ EC:II EC:III ], and soma in [ EC:III ].",,,
term_hippocampome_type,MEC LIII Complex Pyramidal,MEC LIII Complex Pyramidal,1,Hippocampome.org,CNG,Hippocampome.org,MEC LIII Complex Pyramidal,http://hippocampome.org/formal-typedefs,"Excitatory neuron with axons in [ EC:I EC:II EC:III EC:IV ], dendrites in [ EC:I EC:III EC:IV ], and soma in [ EC:III ].",,,
term_hippocampome_type_synonym,MEC LIII Complex Pyramidal,MEC LIII complex pyramidal neuron,1,Hippocampome.org,CNG,Hippocampome.org,MEC LIII Complex Pyramidal,http://hippocampome.org/formal-typedefs,"Excitatory neuron with axons in [ EC:I EC:II EC:III EC:IV ], dendrites in [ EC:I EC:III EC:IV ], and soma in [ EC:III ].",,,
term_hippocampome_type,MEC LIII Multipolar Interneuron,MEC LIII Multipolar Interneuron,1,Hippocampome.org,CNG,Hippocampome.org,MEC LIII Multipolar Interneuron,http://hippocampome.org/formal-typedefs,"Inhibitory neuron with axons in [ EC:I EC:II EC:III ], dendrites in [ EC:III EC:IV EC:V ], and soma in [ EC:III ].",,,
term_hippocampome_type_synonym,MEC LIII Multipolar Interneuron,MEC layer III type II interneuron,1,Hippocampome.org,CNG,Hippocampome.org,MEC LIII Multipolar Interneuron,http://hippocampome.org/formal-typedefs,"Inhibitory neuron with axons in [ EC:I EC:II EC:III ], dendrites in [ EC:III EC:IV EC:V ], and soma in [ EC:III ].",,,
term_hippocampome_type,MEC LIII Multipolar Principal,MEC LIII Multipolar Principal,1,Hippocampome.org,CNG,Hippocampome.org,MEC LIII Multipolar Principal,http://hippocampome.org/formal-typedefs,"Excitatory neuron with axons in [ EC:III EC:IV EC:V ], dendrites in [ EC:III EC:IV ], and soma in [ EC:III ].",,,
term_hippocampome_type_synonym,MEC LIII Multipolar Principal,MEC LIII multipolar principal neuron,1,Hippocampome.org,CNG,Hippocampome.org,MEC LIII Multipolar Principal,http://hippocampome.org/formal-typedefs,"Excitatory neuron with axons in [ EC:III EC:IV EC:V ], dendrites in [ EC:III EC:IV ], and soma in [ EC:III ].",,,
term_hippocampome_type,MEC LIII Superficial Multipolar Interneuron,MEC LIII Superficial Multipolar Interneuron,1,Hippocampome.org,CNG,Hippocampome.org,MEC LIII Superficial Multipolar Interneuron,http://hippocampome.org/formal-typedefs,"Inhibitory neuron with axons in [ EC:II EC:III ], dendrites in [ EC:I EC:II EC:III ], and soma in [ EC:III ].",,,
term_hippocampome_type_synonym,MEC LIII Superficial Multipolar Interneuron,MEC layer III type I interneuron,1,Hippocampome.org,CNG,Hippocampome.org,MEC LIII Superficial Multipolar Interneuron,http://hippocampome.org/formal-typedefs,"Inhibitory neuron with axons in [ EC:II EC:III ], dendrites in [ EC:I EC:II EC:III ], and soma in [ EC:III ].",,,
term_hippocampome_type,MEC LIII Superficial Trilayered Interneuron,MEC LIII Superficial Trilayered Interneuron,1,Hippocampome.org,CNG,Hippocampome.org,MEC LIII Superficial Trilayered Interneuron,http://hippocampome.org/formal-typedefs,"Inhibitory neuron with axons in [ EC:I EC:II EC:III ], dendrites in [ EC:I EC:II EC:III ], and soma in [ EC:III ].",,,
term_hippocampome_type_synonym,MEC LIII Superficial Trilayered Interneuron,MEC layer III type 4 cell,1,Hippocampome.org,CNG,Hippocampome.org,MEC LIII Superficial Trilayered Interneuron,http://hippocampome.org/formal-typedefs,"Inhibitory neuron with axons in [ EC:I EC:II EC:III ], dendrites in [ EC:I EC:II EC:III ], and soma in [ EC:III ].",,,
term_hippocampome_type,MEC LV Multipolar-Pyramidal,MEC LV Multipolar-Pyramidal,1,Hippocampome.org,CNG,Hippocampome.org,MEC LV Multipolar-Pyramidal,http://hippocampome.org/formal-typedefs,"Excitatory neuron with axons in [ EC:III EC:IV EC:V EC:VI ], dendrites in [ EC:IV EC:V ], and soma in [ EC:V ].",,,
term_hippocampome_type_synonym,MEC LV Multipolar-Pyramidal,MEC LV horizontal pyramidal to multipolar neuron,1,Hippocampome.org,CNG,Hippocampome.org,MEC LV Multipolar-Pyramidal,http://hippocampome.org/formal-typedefs,"Excitatory neuron with axons in [ EC:III EC:IV EC:V EC:VI ], dendrites in [ EC:IV EC:V ], and soma in [ EC:V ].",,,
term_hippocampome_type_synonym,MEC LV Multipolar-Pyramidal,MEC LV multipolar neuron,1,Hippocampome.org,CNG,Hippocampome.org,MEC LV Multipolar-Pyramidal,http://hippocampome.org/formal-typedefs,"Excitatory neuron with axons in [ EC:III EC:IV EC:V EC:VI ], dendrites in [ EC:IV EC:V ], and soma in [ EC:V ].",,,
term_hippocampome_type_synonym,MEC LV Multipolar-Pyramidal,MEC LV tilted pyramidal neuron,1,Hippocampome.org,CNG,Hippocampome.org,MEC LV Multipolar-Pyramidal,http://hippocampome.org/formal-typedefs,"Excitatory neuron with axons in [ EC:III EC:IV EC:V EC:VI ], dendrites in [ EC:IV EC:V ], and soma in [ EC:V ].",,,
term_hippocampome_type_synonym,MEC LV Multipolar-Pyramidal,MEC multipolar LV principal neuron,1,Hippocampome.org,CNG,Hippocampome.org,MEC LV Multipolar-Pyramidal,http://hippocampome.org/formal-typedefs,"Excitatory neuron with axons in [ EC:III EC:IV EC:V EC:VI ], dendrites in [ EC:IV EC:V ], and soma in [ EC:V ].",,,
term_hippocampome_type,MEC LV Pyramidal,MEC LV Pyramidal,1,Hippocampome.org,CNG,Hippocampome.org,MEC LV Pyramidal,http://hippocampome.org/formal-typedefs,"Excitatory neuron with axons in [ DG:SMo DG:SMi SUB:SM SUB:PL EC:I EC:II EC:III EC:IV EC:V EC:VI ], dendrites in [ EC:I EC:II EC:V ], and soma in [ EC:V ].",,,
