Authors,Title,Journal/Book,Year,PMID/ISBN,Cell Identifier,Parameter,Parameter_ID,Name of file containing figure,Protocol_tag,FTQ_ID,Figure/Table,Quote reference id,Interpretation notes figures
"Ganter P, Szücs P, Paulsen O, Somogyi P.",Properties of horizontal axo-axonic cells in stratum oriens of the hippocampal CA1 area of rats in vitro.,Hippocampus,2004,15098728,4038,APwidth,07,Ganter-Somogyi-2004-232-Hippocampus-Tab1-Cell4038-APwidth.jpeg,,20100,ephys_table,403807872820100,"In the Hippocampome, the action potential width (APwidth) is determined at the half of the action potential amplitude (1/2 APampl)."
"Ganter P, Szücs P, Paulsen O, Somogyi P.",Properties of horizontal axo-axonic cells in stratum oriens of the hippocampal CA1 area of rats in vitro.,Hippocampus,2004,15098728,4038,fAHP,05,Ganter-Somogyi-2004-232-Hippocampus-Tab1-Cell4038-fAHP.jpeg,,20100,ephys_table,403805872820100,
"Ganter P, Szücs P, Paulsen O, Somogyi P.",Properties of horizontal axo-axonic cells in stratum oriens of the hippocampal CA1 area of rats in vitro.,Hippocampus,2004,15098728,4038,Rin,02,Ganter-Somogyi-2004-232-Hippocampus-Tab1-Cell4038-Rin.jpeg,,20100,ephys_table,403802872820100,
"Ganter P, Szücs P, Paulsen O, Somogyi P.",Properties of horizontal axo-axonic cells in stratum oriens of the hippocampal CA1 area of rats in vitro.,Hippocampus,2004,15098728,4038,tau,03,Ganter-Somogyi-2004-232-Hippocampus-Tab1-Cell4038-tau.jpeg,,20100,ephys_table,403803872820100,
"Tricoire L, Pelkey KA, Erkkila BE, Jeffries BW, Yuan X, McBain CJ.",A blueprint for the spatiotemporal origins of mouse hippocampal interneuron diversity.,Journal of Neuroscience,2011,21795545,4038,sag,10,Tricoire-McBain-2011-10948-JNeurosci-Fig7D-Cell4038-sag.jpeg,,10704,ephys_figure,403810554510704,"In the Hippocampome, the sag ratio (sag) is defined as the ratio of the steady-state voltage (Vss) at the end of the hyperpolarizing current injection to the maximum voltage transients (Vmin).
"
"Tricoire L, Pelkey KA, Erkkila BE, Jeffries BW, Yuan X, McBain CJ.",A blueprint for the spatiotemporal origins of mouse hippocampal interneuron diversity.,Journal of Neuroscience,2011,21795545,4038,sAHP,09,Tricoire-McBain-2011-10948-JNeurosci-Fig7D-Cell4038-sAHP.jpeg,,10704,ephys_figure,403809554510704,
"Tricoire L, Pelkey KA, Erkkila BE, Jeffries BW, Yuan X, McBain CJ.",A blueprint for the spatiotemporal origins of mouse hippocampal interneuron diversity.,Journal of Neuroscience,2011,21795545,4038,Vrest,01,Tricoire-McBain-2011-10948-JNeurosci-Tab3-Cell4038-Vrest.jpeg,,20300,ephys_table,403801554520300,"In the Hippocampome, the resting membrane potential (Vrest) is defined relative to zero."
"Tricoire L, Pelkey KA, Erkkila BE, Jeffries BW, Yuan X, McBain CJ.",A blueprint for the spatiotemporal origins of mouse hippocampal interneuron diversity.,Journal of Neuroscience,2011,21795545,4038,Vthresh,04,Tricoire-McBain-2011-10948-JNeurosci-Tab3-Cell4038-Vthresh.jpeg,,20300,ephys_table,403804554520300,"In the Hippocampome, the firing threshold potential (Vthresh) is defined as a potential relative to the resting membrane potential (Vrest)."
"Tricoire L, Pelkey KA, Erkkila BE, Jeffries BW, Yuan X, McBain CJ.",A blueprint for the spatiotemporal origins of mouse hippocampal interneuron diversity.,Journal of Neuroscience,2011,21795545,4039,fAHP,05,Tricoire-McBain-2011-10948-JNeurosci-Fig8A-Cell4039-fAHP.jpeg,,10801,ephys_figure,403905554510801,
"Tricoire L, Pelkey KA, Erkkila BE, Jeffries BW, Yuan X, McBain CJ.",A blueprint for the spatiotemporal origins of mouse hippocampal interneuron diversity.,Journal of Neuroscience,2011,21795545,4039,sag,10,Tricoire-McBain-2011-10948-JNeurosci-Fig8A-Cell4039-sag.jpeg,,10801,ephys_figure,403910554510801,"In the Hippocampome, the sag ratio (sag) is defined as the ratio of the steady-state voltage (Vss) at the end of the hyperpolarizing current injection to the maximum voltage transients (Vmin).
"
"Tricoire L, Pelkey KA, Erkkila BE, Jeffries BW, Yuan X, McBain CJ.",A blueprint for the spatiotemporal origins of mouse hippocampal interneuron diversity.,Journal of Neuroscience,2011,21795545,4039,sAHP,09,Tricoire-McBain-2011-10948-JNeurosci-Fig8A-Cell4039-sAHP.jpeg,,10801,ephys_figure,403909554510801,
"Tricoire L, Pelkey KA, Erkkila BE, Jeffries BW, Yuan X, McBain CJ.",A blueprint for the spatiotemporal origins of mouse hippocampal interneuron diversity.,Journal of Neuroscience,2011,21795545,4039,Vthresh,04,Tricoire-McBain-2011-10948-JNeurosci-Fig8A-Cell4039-Vthresh.jpeg,,10801,ephys_figure,403904554510801,"In the Hippocampome, the firing threshold potential (Vthresh) is defined as a potential relative to the resting membrane potential (Vrest)."
"Tricoire L, Pelkey KA, Erkkila BE, Jeffries BW, Yuan X, McBain CJ.",A blueprint for the spatiotemporal origins of mouse hippocampal interneuron diversity.,Journal of Neuroscience,2011,21795545,4039,maxFR,08,Tricoire-McBain-2011-10948-JNeurosci-Fig8A-Cell4039-maxFR.jpeg,,10801,ephys_figure,403908554510801,
"Tricoire L, Pelkey KA, Erkkila BE, Jeffries BW, Yuan X, McBain CJ.",A blueprint for the spatiotemporal origins of mouse hippocampal interneuron diversity.,Journal of Neuroscience,2011,21795545,4039,APampl,06,Tricoire-McBain-2011-10948-JNeurosci-Tab3-Cell4039-APampl.jpeg,,20300,ephys_table,403906554520300,"In the Hippocampome, the action potential amplitude (APampl) is defined as the peak voltage relative to the firing threshold potential (Vthresh).
"
"Tricoire L, Pelkey KA, Erkkila BE, Jeffries BW, Yuan X, McBain CJ.",A blueprint for the spatiotemporal origins of mouse hippocampal interneuron diversity.,Journal of Neuroscience,2011,21795545,4039,APwidth,07,Tricoire-McBain-2011-10948-JNeurosci-Tab3-Cell4039-APwidth.jpeg,,20300,ephys_table,403907554520300,"In the Hippocampome, the action potential width (APwidth) is determined at the half of the action potential amplitude (1/2 APampl)."
"Tricoire L, Pelkey KA, Erkkila BE, Jeffries BW, Yuan X, McBain CJ.",A blueprint for the spatiotemporal origins of mouse hippocampal interneuron diversity.,Journal of Neuroscience,2011,21795545,4039,Rin,02,Tricoire-McBain-2011-10948-JNeurosci-Tab3-Cell4039-Rin.jpeg,,20300,ephys_table,403902554520300,
"Tricoire L, Pelkey KA, Erkkila BE, Jeffries BW, Yuan X, McBain CJ.",A blueprint for the spatiotemporal origins of mouse hippocampal interneuron diversity.,Journal of Neuroscience,2011,21795545,4039,tau,03,Tricoire-McBain-2011-10948-JNeurosci-Tab3-Cell4039-tau.jpeg,,20300,ephys_table,403903554520300,
"Tricoire L, Pelkey KA, Erkkila BE, Jeffries BW, Yuan X, McBain CJ.",A blueprint for the spatiotemporal origins of mouse hippocampal interneuron diversity.,Journal of Neuroscience,2011,21795545,4039,Vrest,01,Tricoire-McBain-2011-10948-JNeurosci-Tab3-Cell4039-Vrest.jpeg,,20300,ephys_table,403901554520300,"In the Hippocampome, the resting membrane potential (Vrest) is defined relative to zero."
"Zemankovics R, Káli S, Paulsen O, Freund TF, Hájos N.",Differences in subthreshold resonance of hippocampal pyramidal cells and interneurons: the role of h-current and passive membrane characteristics.,Journal of Physiology,2010,20421280,4039,APampl,06,Zemankovics-Hajos-2010-2109-JPhsyiol_PMC2905616-Fig1B-Cell4039-APampl.jpeg,,10102,ephys_figure,403906128010102,"In the Hippocampome, the action potential amplitude (APampl) is defined as the peak voltage relative to the firing threshold potential (Vthresh).
"
"Zemankovics R, Káli S, Paulsen O, Freund TF, Hájos N.",Differences in subthreshold resonance of hippocampal pyramidal cells and interneurons: the role of h-current and passive membrane characteristics.,Journal of Physiology,2011,20421280,4039,fAHP,05,Zemankovics-Hajos-2010-2109-JPhsyiol_PMC2905616-Fig1B-Cell4039-fAHP.jpeg,,10102,ephys_figure,403905128010102,
"Zemankovics R, Káli S, Paulsen O, Freund TF, Hájos N.",Differences in subthreshold resonance of hippocampal pyramidal cells and interneurons: the role of h-current and passive membrane characteristics.,Journal of Physiology,2010,20421280,4039,sag,10,Zemankovics-Hajos-2010-2109-JPhsyiol_PMC2905616-Fig1B-Cell4039-sag.jpeg,,10102,ephys_figure,403910128010102,"In the Hippocampome, the sag ratio (sag) is defined as the ratio of the steady-state voltage (Vss) at the end of the hyperpolarizing current injection to the maximum voltage transients (Vmin).
"
"Zemankovics R, Káli S, Paulsen O, Freund TF, Hájos N.",Differences in subthreshold resonance of hippocampal pyramidal cells and interneurons: the role of h-current and passive membrane characteristics.,Journal of Physiology,2010,20421280,4039,sAHP,09,Zemankovics-Hajos-2010-2109-JPhsyiol_PMC2905616-Fig1B-Cell4039-sAHP.jpeg,,10102,ephys_figure,403909128010102,
"Zemankovics R, Káli S, Paulsen O, Freund TF, Hájos N.",Differences in subthreshold resonance of hippocampal pyramidal cells and interneurons: the role of h-current and passive membrane characteristics.,Journal of Physiology,2010,20421280,4039,Vthresh,04,Zemankovics-Hajos-2010-2109-JPhsyiol_PMC2905616-Fig1B-Cell4039-Vthresh.jpeg,,10102,ephys_figure,403904128010102,"In the Hippocampome, the firing threshold potential (Vthresh) is defined as a potential relative to the resting membrane potential (Vrest)."
"Zemankovics R, Káli S, Paulsen O, Freund TF, Hájos N.",Differences in subthreshold resonance of hippocampal pyramidal cells and interneurons: the role of h-current and passive membrane characteristics.,Journal of Physiology,2010,20421280,4039,Rin,02,Zemankovics-Hajos-2010-2109-JPhsyiol_PMC2905616-Tab1-Cell4039-Rin.jpeg,,20100,ephys_table,403902128020100,
"Zemankovics R, Káli S, Paulsen O, Freund TF, Hájos N.",Differences in subthreshold resonance of hippocampal pyramidal cells and interneurons: the role of h-current and passive membrane characteristics.,Journal of Physiology,2010,20421280,4039,tau,03,Zemankovics-Hajos-2010-2109-JPhsyiol_PMC2905616-Tab1-Cell4039-tau.jpeg,,20100,ephys_table,403903128020100,
"Bullis JB, Jones TD, Poolos NP.",Reversed somatodendritic I(h) gradient in a class of rat hippocampal neurons with pyramidal morphology.,Journal of Physiology,2007,17185334,4054,APampl,06,Bullis-Poolos-2007-431-JPhysiol_PMC2075407-Fig5A-Cell4054-APampl.jpeg,,10501,ephys_figure,405406533410501,"In the Hippocampome, the action potential amplitude (APampl) is defined as the peak voltage relative to the firing threshold potential (Vthresh).
"
"Bullis JB, Jones TD, Poolos NP.",Reversed somatodendritic I(h) gradient in a class of rat hippocampal neurons with pyramidal morphology.,Journal of Physiology,2007,17185334,4054,fAHP,05,Bullis-Poolos-2007-431-JPhysiol_PMC2075407-Fig5A-Cell4054-fAHP.jpeg,,10501,ephys_figure,405405533410501,
"Bullis JB, Jones TD, Poolos NP.",Reversed somatodendritic I(h) gradient in a class of rat hippocampal neurons with pyramidal morphology.,Journal of Physiology,2007,17185334,4054,sag,10,Bullis-Poolos-2007-431-JPhysiol_PMC2075407-Fig5A-Cell4054-sag.jpeg,,10501,ephys_figure,405410533410501,"In the Hippocampome, the sag ratio (sag) is defined as the ratio of the steady-state voltage (Vss) at the end of the hyperpolarizing current injection to the maximum voltage transients (Vmin).
"
"Bullis JB, Jones TD, Poolos NP.",Reversed somatodendritic I(h) gradient in a class of rat hippocampal neurons with pyramidal morphology.,Journal of Physiology,2007,17185334,4054,Vthresh,04,Bullis-Poolos-2007-431-JPhysiol_PMC2075407-Fig5A-Cell4054-Vthresh.jpeg,,10501,ephys_figure,405404533410501,"In the Hippocampome, the firing threshold potential (Vthresh) is defined as a potential relative to the resting membrane potential (Vrest)."
"Kirson ED, Yaari Y.",Unique properties of NMDA receptors enhance synaptic excitation of radiatum giant cells in rat hippocampus.,Journal of Neuroscience,2000,10864941,4054,fAHP,05,Kirson-Yaari-2000-4844-JNeurosci-Fig2Ba-Cell4054-fAHP.jpeg,,10202,ephys_figure,405405494110202,
"Kirson ED, Yaari Y.",Unique properties of NMDA receptors enhance synaptic excitation of radiatum giant cells in rat hippocampus.,Journal of Neuroscience,2000,10864941,4054,sAHP,09,Kirson-Yaari-2000-4844-JNeurosci-Fig2Bb-Cell4054-sAHP.jpeg,,10202,ephys_figure,405409494110202,
"Kirson ED, Yaari Y.",Unique properties of NMDA receptors enhance synaptic excitation of radiatum giant cells in rat hippocampus.,Journal of Neuroscience,2000,10864941,4054,maxFR,08,Kirson-Yaari-2000-4844-JNeurosci-Fig2Bb-Cell4054-maxFR.jpeg,,10202,ephys_figure,405408494110202,
"Kirson ED, Yaari Y.",Unique properties of NMDA receptors enhance synaptic excitation of radiatum giant cells in rat hippocampus.,Journal of Neuroscience,2000,10864941,4054,APampl,06,Kirson-Yaari-2000-4844-JNeurosci-Tab1-Cell4054-APampl.jpeg,,20100,ephys_table,405406494120100,"In the Hippocampome, the action potential amplitude (APampl) is defined as the peak voltage relative to the firing threshold potential (Vthresh).
"
"Kirson ED, Yaari Y.",Unique properties of NMDA receptors enhance synaptic excitation of radiatum giant cells in rat hippocampus.,Journal of Neuroscience,2000,10864941,4054,APwidth,07,Kirson-Yaari-2000-4844-JNeurosci-Tab1-Cell4054-APwidth.jpeg,,20100,ephys_table,405407494120100,"In the Hippocampome, the action potential width (APwidth) is determined at the half of the action potential amplitude (1/2 APampl)."
"Kirson ED, Yaari Y.",Unique properties of NMDA receptors enhance synaptic excitation of radiatum giant cells in rat hippocampus.,Journal of Neuroscience,2000,10864941,4054,Rin,02,Kirson-Yaari-2000-4844-JNeurosci-Tab1-Cell4054-Rin.jpeg,,20100,ephys_table,405402494120100,
"Kirson ED, Yaari Y.",Unique properties of NMDA receptors enhance synaptic excitation of radiatum giant cells in rat hippocampus.,Journal of Neuroscience,2000,10864941,4054,tau,03,Kirson-Yaari-2000-4844-JNeurosci-Tab1-Cell4054-tau.jpeg,,20100,ephys_table,405403494120100,
"Kirson ED, Yaari Y.",Unique properties of NMDA receptors enhance synaptic excitation of radiatum giant cells in rat hippocampus.,Journal of Neuroscience,2000,10864941,4054,Vrest,01,Kirson-Yaari-2000-4844-JNeurosci-Tab1-Cell4054-Vrest.jpeg,,20100,ephys_table,405401494120100,"In the Hippocampome, the resting membrane potential (Vrest) is defined relative to zero."
"Kirson ED, Yaari Y.",Unique properties of NMDA receptors enhance synaptic excitation of radiatum giant cells in rat hippocampus.,Journal of Neuroscience,2000,10864941,4054,Vthresh,04,Kirson-Yaari-2000-4844-JNeurosci-Tab1-Cell4054-Vthresh.jpeg,,20100,ephys_table,405404494120100,"In the Hippocampome, the firing threshold potential (Vthresh) is defined as a potential relative to the resting membrane potential (Vrest)."
"Lacaille JC, Mueller AL, Kunkel DD, Schwartzkroin PA.",Local circuit interactions between oriens/alveus interneurons and CA1 pyramidal cells in hippocampal slices: electrophysiology and morphology.,Journal of Neuroscience,1987,3612227,4055,Vthresh,04,Lacaille-Schwartzkroin-1987-1979-JNeurosci-Fig8-Cell4055-Vthresh.jpeg,,10800,ephys_figure,405504222710800,"In the Hippocampome, the firing threshold potential (Vthresh) is defined as a potential relative to the resting membrane potential (Vrest)."
"Lacaille JC, Mueller AL, Kunkel DD, Schwartzkroin PA.",Local circuit interactions between oriens/alveus interneurons and CA1 pyramidal cells in hippocampal slices: electrophysiology and morphology.,Journal of Neuroscience,1987,3612227,4055,sAHP,09,Lacaille-Schwartzkroin-1987-1979-JNeurosci-Fig9A-Cell4055-sAHP.jpeg,,10901,ephys_figure,405509222710901,
"Lacaille JC, Mueller AL, Kunkel DD, Schwartzkroin PA.",Local circuit interactions between oriens/alveus interneurons and CA1 pyramidal cells in hippocampal slices: electrophysiology and morphology.,Journal of Neuroscience,1987,3612227,4055,APampl,06,Lacaille-Schwartzkroin-1987-1979-JNeurosci-Tab1-Cell4055-APampl.jpeg,,20100,ephys_table,405506222720100,"In the Hippocampome, the action potential amplitude (APampl) is defined as the peak voltage relative to the firing threshold potential (Vthresh).
"
"Lacaille JC, Mueller AL, Kunkel DD, Schwartzkroin PA.",Local circuit interactions between oriens/alveus interneurons and CA1 pyramidal cells in hippocampal slices: electrophysiology and morphology.,Journal of Neuroscience,1987,3612227,4055,APwidth,07,Lacaille-Schwartzkroin-1987-1979-JNeurosci-Tab1-Cell4055-APwidth.jpeg,,20100,ephys_table,405507222720100,"In the Hippocampome, the action potential width (APwidth) is determined at the half of the action potential amplitude (1/2 APampl)."
"Lacaille JC, Mueller AL, Kunkel DD, Schwartzkroin PA.",Local circuit interactions between oriens/alveus interneurons and CA1 pyramidal cells in hippocampal slices: electrophysiology and morphology.,Journal of Neuroscience,1987,3612227,4055,fAHP,05,Lacaille-Schwartzkroin-1987-1979-JNeurosci-Tab1-Cell4055-fAHP.jpeg,,20100,ephys_table,405505222720100,
"Lacaille JC, Mueller AL, Kunkel DD, Schwartzkroin PA.",Local circuit interactions between oriens/alveus interneurons and CA1 pyramidal cells in hippocampal slices: electrophysiology and morphology.,Journal of Neuroscience,1987,3612227,4055,Rin,02,Lacaille-Schwartzkroin-1987-1979-JNeurosci-Tab1-Cell4055-Rin.jpeg,,20100,ephys_table,405502222720100,
"Lacaille JC, Mueller AL, Kunkel DD, Schwartzkroin PA.",Local circuit interactions between oriens/alveus interneurons and CA1 pyramidal cells in hippocampal slices: electrophysiology and morphology.,Journal of Neuroscience,1987,3612227,4055,tau,03,Lacaille-Schwartzkroin-1987-1979-JNeurosci-Tab1-Cell4055-tau.jpeg,,20100,ephys_table,405503222720100,
"Lacaille JC, Mueller AL, Kunkel DD, Schwartzkroin PA.",Local circuit interactions between oriens/alveus interneurons and CA1 pyramidal cells in hippocampal slices: electrophysiology and morphology.,Journal of Neuroscience,1987,3612227,4055,Vrest,01,Lacaille-Schwartzkroin-1987-1979-JNeurosci-Tab1-Cell4055-Vrest.jpeg,,20100,ephys_table,405501222720100,"In the Hippocampome, the resting membrane potential (Vrest) is defined relative to zero."
"Tricoire L, Pelkey KA, Erkkila BE, Jeffries BW, Yuan X, McBain CJ.",A blueprint for the spatiotemporal origins of mouse hippocampal interneuron diversity.,Journal of Neuroscience,2011,21795545,4061,sAHP,09,Tricoire-McBain-2011-10948-JNeurosci-Fig7I-Cell4061-sAHP.jpeg,,10709,ephys_figure,406109554510709,
"Tricoire L, Pelkey KA, Erkkila BE, Jeffries BW, Yuan X, McBain CJ.",A blueprint for the spatiotemporal origins of mouse hippocampal interneuron diversity.,Journal of Neuroscience,2011,21795545,4061,sAHP,09,Tricoire-McBain-2011-10948-JNeurosci-Fig8D-Cell4061-sAHP.jpeg,,10804,ephys_figure,406109554510804,
"Tricoire L, Pelkey KA, Erkkila BE, Jeffries BW, Yuan X, McBain CJ.",A blueprint for the spatiotemporal origins of mouse hippocampal interneuron diversity.,Journal of Neuroscience,2011,21795545,4061,maxFR,08,Tricoire-McBain-2011-10948-JNeurosci-Fig8D-Cell4061-maxFR.jpeg,,10804,ephys_figure,406108554510804,
"Tricoire L, Pelkey KA, Erkkila BE, Jeffries BW, Yuan X, McBain CJ.",A blueprint for the spatiotemporal origins of mouse hippocampal interneuron diversity.,Journal of Neuroscience,2011,21795545,4061,APampl,06,Tricoire-McBain-2011-10948-JNeurosci-Tab3-Cell4061-APampl.jpeg,,20300,ephys_table,406106554520300,"In the Hippocampome, the action potential amplitude (APampl) is defined as the peak voltage relative to the firing threshold potential (Vthresh).
"
"Tricoire L, Pelkey KA, Erkkila BE, Jeffries BW, Yuan X, McBain CJ.",A blueprint for the spatiotemporal origins of mouse hippocampal interneuron diversity.,Journal of Neuroscience,2011,21795545,4061,APwidth,07,Tricoire-McBain-2011-10948-JNeurosci-Tab3-Cell4061-APwidth.jpeg,,20300,ephys_table,406107554520300,"In the Hippocampome, the action potential width (APwidth) is determined at the half of the action potential amplitude (1/2 APampl)."
"Tricoire L, Pelkey KA, Erkkila BE, Jeffries BW, Yuan X, McBain CJ.",A blueprint for the spatiotemporal origins of mouse hippocampal interneuron diversity.,Journal of Neuroscience,2011,21795545,4061,fAHP,05,Tricoire-McBain-2011-10948-JNeurosci-Tab3-Cell4061-fAHP.jpeg,,20300,ephys_table,406105554520300,
"Tricoire L, Pelkey KA, Erkkila BE, Jeffries BW, Yuan X, McBain CJ.",A blueprint for the spatiotemporal origins of mouse hippocampal interneuron diversity.,Journal of Neuroscience,2011,21795545,4061,Rin,02,Tricoire-McBain-2011-10948-JNeurosci-Tab3-Cell4061-Rin.jpeg,,20300,ephys_table,406102554520300,
"Tricoire L, Pelkey KA, Erkkila BE, Jeffries BW, Yuan X, McBain CJ.",A blueprint for the spatiotemporal origins of mouse hippocampal interneuron diversity.,Journal of Neuroscience,2011,21795545,4061,sag,10,Tricoire-McBain-2011-10948-JNeurosci-Tab3-Cell4061-sag.jpeg,,20300,ephys_table,406110554520300,"In the Hippocampome, the sag ratio (sag) is defined as the ratio of the steady-state voltage (Vss) at the end of the hyperpolarizing current injection to the maximum voltage transients (Vmin).
"
"Tricoire L, Pelkey KA, Erkkila BE, Jeffries BW, Yuan X, McBain CJ.",A blueprint for the spatiotemporal origins of mouse hippocampal interneuron diversity.,Journal of Neuroscience,2011,21795545,4061,tau,03,Tricoire-McBain-2011-10948-JNeurosci-Tab3-Cell4061-tau.jpeg,,20300,ephys_table,406103554520300,
"Tricoire L, Pelkey KA, Erkkila BE, Jeffries BW, Yuan X, McBain CJ.",A blueprint for the spatiotemporal origins of mouse hippocampal interneuron diversity.,Journal of Neuroscience,2011,21795545,4061,Vrest,01,Tricoire-McBain-2011-10948-JNeurosci-Tab3-Cell4061-Vrest.jpeg,,20300,ephys_table,406101554520300,"In the Hippocampome, the resting membrane potential (Vrest) is defined relative to zero."
"Tricoire L, Pelkey KA, Erkkila BE, Jeffries BW, Yuan X, McBain CJ.",A blueprint for the spatiotemporal origins of mouse hippocampal interneuron diversity.,Journal of Neuroscience,2011,21795545,4061,Vthresh,04,Tricoire-McBain-2011-10948-JNeurosci-Tab3-Cell4061-Vthresh.jpeg,,20300,ephys_table,406104554520300,"In the Hippocampome, the firing threshold potential (Vthresh) is defined as a potential relative to the resting membrane potential (Vrest)."
"Oliva AA Jr, Jiang M, Lam T, Smith KL, Swann JW.",Novel hippocampal interneuronal subtypes identified using transgenic mice that express green fluorescent protein in GABAergic interneurons.,Journal of Neuroscience,2000,10777798,4066,APampl,06,Oliva-Swann-2000-3354-JNeurosci-Fig7b-Cell4066-APampl-b_bot_mid.jpeg,b_bot_mid,10702,ephys_figure,406606779810702,"In the Hippocampome, the action potential amplitude (APampl) is defined as the peak voltage relative to the firing threshold potential (Vthresh).
"
"Oliva AA Jr, Jiang M, Lam T, Smith KL, Swann JW.",Novel hippocampal interneuronal subtypes identified using transgenic mice that express green fluorescent protein in GABAergic interneurons.,Journal of Neuroscience,2000,10777798,4066,fAHP,05,Oliva-Swann-2000-3354-JNeurosci-Fig7b-Cell4066-fAHP-b_bot_mid.jpeg,b_bot_mid,10702,ephys_figure,406605779810702,
"Oliva AA Jr, Jiang M, Lam T, Smith KL, Swann JW.",Novel hippocampal interneuronal subtypes identified using transgenic mice that express green fluorescent protein in GABAergic interneurons.,Journal of Neuroscience,2000,10777798,4066,Rin,02,Oliva-Swann-2000-3354-JNeurosci-Fig7b-Cell4066-Rin-bc.jpeg,bc,10702,ephys_figure,406602779810702,
"Oliva AA Jr, Jiang M, Lam T, Smith KL, Swann JW.",Novel hippocampal interneuronal subtypes identified using transgenic mice that express green fluorescent protein in GABAergic interneurons.,Journal of Neuroscience,2000,10777798,4066,sAHP,09,Oliva-Swann-2000-3354-JNeurosci-Fig7b-Cell4066-sAHP-b_top.jpeg,b_top,10702,ephys_figure,406609779810702,
"Oliva AA Jr, Jiang M, Lam T, Smith KL, Swann JW.",Novel hippocampal interneuronal subtypes identified using transgenic mice that express green fluorescent protein in GABAergic interneurons.,Journal of Neuroscience,2000,10777798,4066,Vrest,01,Oliva-Swann-2000-3354-JNeurosci-Fig7b-Cell4066-Vrest-bc.jpeg,bc,10702,ephys_figure,406601779810702,"In the Hippocampome, the resting membrane potential (Vrest) is defined relative to zero."
"Oliva AA Jr, Jiang M, Lam T, Smith KL, Swann JW.",Novel hippocampal interneuronal subtypes identified using transgenic mice that express green fluorescent protein in GABAergic interneurons.,Journal of Neuroscience,2000,10777798,4066,Vthresh,04,Oliva-Swann-2000-3354-JNeurosci-Fig7b-Cell4066-Vthresh-b_bot_mid.jpeg,b_bot_mid,10702,ephys_figure,406604779810702,"In the Hippocampome, the firing threshold potential (Vthresh) is defined as a potential relative to the resting membrane potential (Vrest)."
"Oliva AA Jr, Jiang M, Lam T, Smith KL, Swann JW.",Novel hippocampal interneuronal subtypes identified using transgenic mice that express green fluorescent protein in GABAergic interneurons.,Journal of Neuroscience,2000,10777798,4066,sag,10,Oliva-Swann-2000-3354-JNeurosci-Fig7c-Cell4066-sag.jpeg,,10703,ephys_figure,406610779810703,"In the Hippocampome, the sag ratio (sag) is defined as the ratio of the steady-state voltage (Vss) at the end of the hyperpolarizing current injection to the maximum voltage transients (Vmin).
"
"Oliva AA Jr, Jiang M, Lam T, Smith KL, Swann JW.",Novel hippocampal interneuronal subtypes identified using transgenic mice that express green fluorescent protein in GABAergic interneurons.,Journal of Neuroscience,2000,10777798,4066,tau,03,Oliva-Swann-2000-3354-JNeurosci-Fig7c-Cell4066-tau.jpeg,,10703,ephys_figure,406603779810703,
"Martina M, Vida I, Jonas P.",Distal initiation and active propagation of action potentials in interneuron dendrites.,Science,2000,10634782,4069,APampl,06,Martina-Jonas-2000-295-Science-Fig3A-Cell4069-APampl-top_mid.jpeg,top_mid,10301,ephys_figure,406906478210301,"In the Hippocampome, the action potential amplitude (APampl) is defined as the peak voltage relative to the firing threshold potential (Vthresh).
"
"Martina M, Vida I, Jonas P.",Distal initiation and active propagation of action potentials in interneuron dendrites.,Science,2000,10634782,4069,APwidth,07,Martina-Jonas-2000-295-Science-Fig3A-Cell4069-APwidth-bot_right.jpeg,bot_right,10301,ephys_figure,406907478210301,"In the Hippocampome, the action potential width (APwidth) is determined at the half of the action potential amplitude (1/2 APampl)."
"Martina M, Vida I, Jonas P.",Distal initiation and active propagation of action potentials in interneuron dendrites.,Science,2000,10634782,4069,fAHP,05,Martina-Jonas-2000-295-Science-Fig3A-Cell4069-fAHP-top_mid.jpeg,top_mid,10301,ephys_figure,406905478210301,
"Martina M, Vida I, Jonas P.",Distal initiation and active propagation of action potentials in interneuron dendrites.,Science,2000,10634782,4069,Vthresh,04,Martina-Jonas-2000-295-Science-Fig3A-Cell4069-Vthresh-top_mid.jpeg,top_mid,10301,ephys_figure,406904478210301,"In the Hippocampome, the firing threshold potential (Vthresh) is defined as a potential relative to the resting membrane potential (Vrest)."
"Sik A, Penttonen M, Ylinen A, Buzsáki G",Hippocampal CA1 interneurons: an in vivo intracellular labeling study,Journal of Neuroscience,1995,7472426,4069,Vthresh,04,Sik-Buzsaki-1995-6651-JNeurosci-Fig5C-Cell4069-Vthresh.jpeg,,10503,ephys_figure,406904242610503,"In the Hippocampome, the firing threshold potential (Vthresh) is defined as a potential relative to the resting membrane potential (Vrest)."
"Sik A, Penttonen M, Ylinen A, Buzsáki G",Hippocampal CA1 interneurons: an in vivo intracellular labeling study,Journal of Neuroscience,1995,7472426,4069,fAHP,05,Sik-Buzsaki-1995-6651-JNeurosci-Fig5C-Cell4069-fAHP.jpeg,,10503,ephys_figure,406905242610503,
"Sik A, Penttonen M, Ylinen A, Buzsáki G",Hippocampal CA1 interneurons: an in vivo intracellular labeling study,Journal of Neuroscience,1995,7472426,4069,APampl,06,Sik-Buzsaki-1995-6651-JNeurosci-Fig5C-Cell4069-APampl.jpeg,,10503,ephys_figure,406906242610503,"In the Hippocampome, the action potential amplitude (APampl) is defined as the peak voltage relative to the firing threshold potential (Vthresh).
"
