ReferenceID,CellID,CellType,Material Used,Location in reference,Interpretation,Authors,Title,Journal/Book,Year,PMID/ISBN,pmid_isbn_page,Area,Soma_state,Soma,Species,Strain,Type,Gender,Age,Slice,Recording,Labeled,Markers,Input,Output,Sections
800154,2023,,"""Figure5. Behavior of dendritic inhibitory interneurons during carbachol-induced network oscillations. Camera lucida reconstructions of an OLM cell (A), a radiatum cell (B), and an RLM cell (C) are shown. ... B, The dendritic tree, as well as the axon cloud of the radiatum cell, were located in the stratum radiatum.""","p9132, Fig5B",,"Hajos N, Palhalmi J, Mann EO, Nemeth B, Paulsen O, Freund TF",Spike timing of distinct types of GABAergic interneuron during hippocampal gamma oscillations in vitro,J Neurosci,2004,15483131,0,CA3,Erased,SO,Rat,Wistar,Wildtype,Male,14-20 PD,Horizontal,Wholle Cell,Biocytin0.5%,,,,
800156,2023,,"""Figure 7. Representative MGE-derived hippocampal interneurons. A�K, Neurolucida reconstructions of GFP   interneurons recorded in slices from P15�P30 Nkx2-1Cre:RCE pups (dendrites and soma in black; axon in red). Scale bar: 100 [micro]m. The dashed lines indicate the approximate boundaries of s.o., s.p., s.r., and s.l.m.""","p10959, Fig7J",,"Tricoire L, Pelkey KA, Erkkila BE, Jeffries BW, Yuan X, McBain CJ",A blueprint for the spatiotemporal origins of mouse hippocampal interneuron diversity,J Neurosci,2011,21795545,0,CA3,Erased,SR,Mouse,NKx2-1Cre:RCE,,,15-30 PD,Transverse,Whole Cell,Biocytin 2mg/ml,"NPY, nNOS, GAD67/65",,,
800158,2008,,"""Figure5. Behavior of dendritic inhibitory interneurons during carbachol-induced network oscillations. Camera lucida reconstructions of an OLM cell (A), a radiatum cell (B), and an RLM cell (C) are shown. ... C, The RLM cell with the majority of dendrites in the stratum radiatum exclusively projected to the stratum lacunosum-moleculare.""","p9132, Fig5C",,"Hajos N, Palhalmi J, Mann EO, Nemeth B, Paulsen O, Freund TF",Spike timing of distinct types of GABAergic interneuron during hippocampal gamma oscillations in vitro,J Neurosci,2004,15483131,0,CA3,Erased,SO,Rat,Wistar,Wildtype,Male,14-20 PD,Horizontal,Whole Cell,Biocytin0.5%,,,,
800160,2022,,"""Figure2. Firing properties of anatomically identified neurons in CA3 during SWRs. A, Camera lucida reconstructions of intracellularly labeled neurons from each group are presented (dendrites, black; axon, red). Scale bars,100 [micro]m.""","p11681, Fig2A",,"Hajos N, Karlocai MR, Nemeth B, Ulbert I, Monyer H, Szabo G, Erdelyi F, Freund TF, Gulyas AI",Input-output features of anatomically identified CA3 neurons during hippocampal sharp wave/ripple oscillation in vitro,Journal of Neuroscience,2013,23843535,0,CA3,Erased,SP,Mouse,"CD1/PV+, CB1/GAD65 (GFP)",Trasngenic,,17-29 PD,Horizontal,Whole Cell,Biocytin 3-5mg/ml,,,,
800162,2020,,"""Figure 2. Morphological characterization of O-LM and trilaminar interneurones in stratum oriens Reconstructions of representative biocytin-�lled O-LM (A) and three trilaminar (B-D) cells. The soma and dendrites are drawn in red, whereas the axons are in black. The horizontal dendritic branches from both interneurone types are restricted to the stratum oriens. ... Axon collaterals of the trilaminar cell in B extend horizontally (_1.3 mm) throughout the CA1 area of the hippocampus, whereas a _1.5 mm long axonal branch of another trilaminar cell in D traverses the entire extent of the CA1 are a and reaches the subiculum. Note the axon initial segment (arrow) in the trilaminar interneurone (D, inset). Hippocampal layers are depicted schematically. CA3, CA3 area; CA1, CA1 area; Sub, subiculum; str. or., stratum oriens; str. pyr., stratum pyramidale; str. rad., stratum radiatum; str. l.-m., stratum lacunosum-moleculare.""","p133, Fig2B",,"Gloveli T, Dugladze T, Saha S, Monyer H, Heinemann U, Traub RD, Whittington MA, Buhl EH ",Differential  involvement of oriens/pyramidale interneurones in hippocampal network oscillations in vitro.,Journal of Physiology,2005,15486016,0,CA3,Erased,SO,Mouse,C57BL/6,Wildtype,Male,18-25 PD,Horizontal,Whole cell,Biocytin 0.5%,,,,
800164,2020,,"""Figure 2. Morphological characterization of O-LM and trilaminar interneurones in stratum oriens Reconstructions of representative biocytin-�lled O-LM (A) and three trilaminar (B-D) cells. The soma and dendrites are drawn in red, whereas the axons are in black. The horizontal dendritic branches from both interneurone types are restricted to the stratum oriens. ... Axon collaterals of the trilaminar cell in B extend horizontally (_1.3 mm) throughout the CA1 area of the hippocampus, whereas a _1.5 mm long axonal branch of another trilaminar cell in D traverses the entire extent of the CA1 are a and reaches the subiculum. Note the axon initial segment (arrow) in the trilaminar interneurone (D, inset). Hippocampal layers are depicted schematically. CA3, CA3 area; CA1, CA1 area; Sub, subiculum; str. or., stratum oriens; str. pyr., stratum pyramidale; str. rad., stratum radiatum; str. l.-m., stratum lacunosum-moleculare.""","p133, Fig2D",,"Gloveli T, Dugladze T, Saha S, Monyer H, Heinemann U, Traub RD, Whittington MA, Buhl EH ",Differential  involvement of oriens/pyramidale interneurones in hippocampal network oscillations in vitro.,Journal of Physiology,2005,15486016,0,CA3,Erased,SO,Mouse,C57BL/6,Wildtype,Male,18-25 PD,Horizontal,Whole cell,Biocytin 0.5%,,,,
800166,6094,,"""FIGURE 2. Morphology and physiology of LEC LI principal neurons. (A) Neurolucida drawings of a representative horizontal (P29; left) and multipolar LI principal neuron (P22; right). Horizontal lines indicate borders between layers of LEC. Dendrites are represented in black and axons in red. Scale bar: 200 [micro]m.""","p1261, Fig2A_2",,"Canto CB, Witter MP",Cellular properties of principal neurons in the rat entorhinal cortex. I. The lateral entorhinal cortex,Hippocampus,2011,22162008,0, EC,Erased,LI,Rats,SD,Wiltype,,14-32 PD,Horizontal/Semicoronal,Whole Cell,Biocytin 5mg/ml,,,,120 Thickness
800168,6094,,"""FIGURE 7. Morphology and physiology of LEC LII principal neurons. (A) From left to right, Neurolucida drawings of two typical pyramidal (P22 and P20), one typical oblique pyramidal (P18), two fan (P25 and P22), and one typical multiform LII principal neuron (P16). Horizontal lines indicate borders between layers of LEC. Dendrites are represented in black and axons in red. Scale bar: 200 [micro]m.""","p1266, Fig7A_2",,"Canto CB, Witter MP",Cellular properties of principal neurons in the rat entorhinal cortex. I. The lateral entorhinal cortex,Hippocampus,2011,22162008,0, EC,Erased,LI,Rats,SD,Wiltype,,14-32 PD,Horizontal/Semicoronal,Whole Cell,Biocytin 5mg/ml,,,,120 Thickness
800170,6005,,"""FIGURE 2. Morphology and physiology of LEC LI principal neurons. (A) Neurolucida drawings of a representative horizontal (P29; left) and multipolar LI principal neuron (P22; right). Horizontal lines indicate borders between layers of LEC. Dendrites are represented in black and axons in red. Scale bar: 200 [micro]m.""","p1261, Fig2A_1",,"Canto CB, Witter MP",Cellular properties of principal neurons in the rat entorhinal cortex. I. The lateral entorhinal cortex,Hippocampus,2011,22162008,0, EC,Erased,LI,Rats,SD,Wiltype,,14-32 PD,Horizontal/Semicoronal,Whole Cell,Biocytin 5mg/ml,,,,120 Thickness
800172,6005,,"""FIGURE 7. Morphology and physiology of LEC LII principal neurons. (A) From left to right, Neurolucida drawings of two typical pyramidal (P22 and P20), one typical oblique pyramidal (P18), two fan (P25 and P22), and one typical multiform LII principal neuron (P16). Horizontal lines indicate borders between layers of LEC. Dendrites are represented in black and axons in red. Scale bar: 200 [micro]m.""","p1266, Fig7A_5",,"Canto CB, Witter MP",Cellular properties of principal neurons in the rat entorhinal cortex. I. The lateral entorhinal cortex,Hippocampus,2011,22162008,0, EC,Erased,LI,Rats,SD,Wiltype,,14-32 PD,Horizontal/Semicoronal,Whole Cell,Biocytin 5mg/ml,,,,120 Thickness
800174,6008,,"""FIGURE 7. Morphology and physiology of LEC LII principal neurons. (A) From left to right, Neurolucida drawings of two typical pyramidal (P22 and P20), one typical oblique pyramidal (P18), two fan (P25 and P22), and one typical multiform LII principal neuron (P16). Horizontal lines indicate borders between layers of LEC. Dendrites are represented in black and axons in red. Scale bar: 200 [micro]m.""","p1266, Fig7A_6",,"Canto CB, Witter MP",Cellular properties of principal neurons in the rat entorhinal cortex. I. The lateral entorhinal cortex,Hippocampus,2011,22162008,0, EC,Erased,LI,Rats,SD,Wiltype,,14-32 PD,Horizontal/Semicoronal,Whole Cell,Biocytin 5mg/ml,,,,120 Thickness
800176,6019,,"""FIGURE 7. Morphology and physiology of MEC LII principal neurons. A: From left to right, Neurolucida drawings of a representative SC (P24), pyramidal neuron (P16), oblique pyramidal neuron (P18), between pyramidal and SC (P28), and a between oblique pyramidal and SC LII neuron (P24). Horizontal lines indicate borders between layers of MEC. Dendrites are drawn black and axons red. Scale bars: 200 [micro]m.""","p1286, Fig7A_5",,"Canto CB, Witter MP",Cellular properties of principal neurons in the rat entorhinal cortex. II. The medial entorhinal cortex,Hippocampus,2011,22161956,0, EC,Present,LII,Rats,SD,Wiltype,,14-32 PD,Horizontal/Semicoronal,Whole Cell,Biocytin 5mg/ml,,,,120 Thickness
800178,6003,,"""FIGURE 7. Morphology and physiology of MEC LII principal neurons. A: From left to right, Neurolucida drawings of a representative SC (P24), pyramidal neuron (P16), oblique pyramidal neuron (P18), between pyramidal and SC (P28), and a between oblique pyramidal and SC LII neuron (P24). Horizontal lines indicate borders between layers of MEC. Dendrites are drawn black and axons red. Scale bars: 200 [micro]m.""","p1286, Fig7A_1",,"Canto CB, Witter MP",Cellular properties of principal neurons in the rat entorhinal cortex. II. The medial entorhinal cortex,Hippocampus,2011,22161956,0, EC,Present,LII,Rats,SD,Wiltype,,14-32 PD,Horizontal/Semicoronal,Whole Cell,Biocytin 5mg/ml,,,,120 Thickness
800180,6082,,"""FIGURE 8. Morphology and physiology of LEC LIII principal neurons. (A) From left to right, Neurolucida drawings of one simple pyramidal neuron (P22), two typical complex pyramidal neurons (P20 and P18) and two multipolar LIII principal neurons (P15 and P14). Horizontal lines indicate borders between layers of LEC. Dendrites are represented in black and axons in red. Scale bar: 200 [micro]m.""","p1268, Fig8A_3",,"Canto CB, Witter MP",Cellular properties of principal neurons in the rat entorhinal cortex. I. The lateral entorhinal cortex,Hippocampus,2011,22162008,0, EC,Erased,LI,Rats,SD,Wiltype,,14-32 PD,Horizontal/Semicoronal,Whole Cell,Biocytin 5mg/ml,,,,120 Thickness
800182,6082,,"""FIGURE 7. Morphology and physiology of MEC LII principal neurons. A: From left to right, Neurolucida drawings of a representative SC (P24), pyramidal neuron (P16), oblique pyramidal neuron (P18), between pyramidal and SC (P28), and a between oblique pyramidal and SC LII neuron (P24). Horizontal lines indicate borders between layers of MEC. Dendrites are drawn black and axons red. Scale bars: 200 [micro]m.""","p1286, Fig7A_3",,"Canto CB, Witter MP",Cellular properties of principal neurons in the rat entorhinal cortex. II. The medial entorhinal cortex,Hippocampus,2011,22161956,0, EC,Present,LII,Rats,SD,Wiltype,,14-32 PD,Horizontal/Semicoronal,Whole Cell,Biocytin 5mg/ml,,,,120 Thickness
800184,6025,,"""FIGURE 8. Morphology and physiology of LEC LIII principal neurons. (A) From left to right, Neurolucida drawings of one simple pyramidal neuron (P22), two typical complex pyramidal neurons (P20 and P18) and two multipolar LIII principal neurons (P15 and P14). Horizontal lines indicate borders between layers of LEC. Dendrites are represented in black and axons in red. Scale bar: 200 [micro]m.""","p1268, Fig8A_4",,"Canto CB, Witter MP",Cellular properties of principal neurons in the rat entorhinal cortex. I. The lateral entorhinal cortex,Hippocampus,2011,22162008,0, EC,Erased,LI,Rats,SD,Wiltype,,14-32 PD,Horizontal/Semicoronal,Whole Cell,Biocytin 5mg/ml,,,,120 Thickness
800186,6025,,"""FIGURE 8. Morphology and physiology of LEC LIII principal neurons. (A) From left to right, Neurolucida drawings of one simple pyramidal neuron (P22), two typical complex pyramidal neurons (P20 and P18) and two multipolar LIII principal neurons (P15 and P14). Horizontal lines indicate borders between layers of LEC. Dendrites are represented in black and axons in red. Scale bar: 200 [micro]m.""","p1268, Fig8A_5",,"Canto CB, Witter MP",Cellular properties of principal neurons in the rat entorhinal cortex. I. The lateral entorhinal cortex,Hippocampus,2011,22162008,0, EC,Erased,LI,Rats,SD,Wiltype,,14-32 PD,Horizontal/Semicoronal,Whole Cell,Biocytin 5mg/ml,,,,120 Thickness
800188,6017,,"""FIGURE 9. Morphology and physiology of MEC LIII principal neurons. A: From left to right, Neurolucida drawings of a representative small spiny pyramidal neuron (P28) <% 6017 %>, a complex pyramidal neuron (P30), a multipolar neuron (P28), a SC (P16), and a bipolar complex pyramidal neuron with one prominent horizontal dendrite (P14). Horizontal lines indicate borders between layers of MEC. Dendrites are represented in black and axons in red. Scale bars: 200 [micro]m.""","p1289, Fig 9A_1",,"Canto CB, Witter MP",Cellular properties of principal neurons in the rat entorhinal cortex. II. The medial entorhinal cortex,Hippocampus,2011,22161956,0, EC,Present,LII,Rats,SD,Wiltype,,14-32 PD,Horizontal/Semicoronal,Whole Cell,Biocytin 5mg/ml,,,,120 Thickness
800190,6017,,"""Fig. 12. Layer III pyramidal cell with axonal collaterals that descend to layer V. A,B: Photomicrograph and computer-aided reconstruction of a layer III pyramidal cell. The axon is shown in red. Note the axonal collaterals that branch at the level of layer III and that some ascend towards layer II, while others descend reaching layer V.""","p137, Fig12B",,"Tahvildari B, Alonso A",Morphological and electrophysiological properties of lateral entorhinal cortex layers II and III principal neurons,The Journal of Comparative Neurology,2005,16127693,0, EC,Erased,LIII,Rats,Long-Evans,Wiltype,,14-32 PD,Semicoronal,Intracellular,Biocytin 2%,,,,120-240 form slice surface
800192,6007,,"""FIGURE 8. Morphology and physiology of LEC LIII principal neurons. (A) From left to right, Neurolucida drawings of one simple pyramidal neuron (P22), two typical complex pyramidal neurons (P20 and P18) and two multipolar LIII principal neurons (P15 and P14). Horizontal lines indicate borders between layers of LEC. Dendrites are represented in black and axons in red. Scale bar: 200 [micro]m.""","p1268, Fig8A_2",,"Canto CB, Witter MP",Cellular properties of principal neurons in the rat entorhinal cortex. I. The lateral entorhinal cortex,Hippocampus,2011,22162008,0, EC,Erased,LI,Rats,SD,Wiltype,,14-32 PD,Horizontal/Semicoronal,Whole Cell,Biocytin 5mg/ml,,,,120 Thickness
800194,6006,,"""FIGURE 9. Morphology and physiology of MEC LIII principal neurons. A: From left to right, Neurolucida drawings of a representative small spiny pyramidal neuron (P28) <% 6017 %>, a complex pyramidal neuron (P30), a multipolar neuron (P28), a SC (P16), and a bipolar complex pyramidal neuron with one prominent horizontal dendrite (P14). Horizontal lines indicate borders between layers of MEC. Dendrites are represented in black and axons in red. Scale bars: 200 [micro]m.""","p1289, Fig 9A_2",,"Canto CB, Witter MP",Cellular properties of principal neurons in the rat entorhinal cortex. II. The medial entorhinal cortex,Hippocampus,2011,22161956,0, EC,Present,LII,Rats,SD,Wiltype,,14-32 PD,Horizontal/Semicoronal,Whole Cell,Biocytin 5mg/ml,,,,120 Thickness
800196,6024,,"""FIGURE 9. Morphology and physiology of MEC LIII principal neurons. A: From left to right, Neurolucida drawings of a representative small spiny pyramidal neuron (P28) <% 6017 %>, a complex pyramidal neuron (P30), a multipolar neuron (P28), a SC (P16), and a bipolar complex pyramidal neuron with one prominent horizontal dendrite (P14). Horizontal lines indicate borders between layers of MEC. Dendrites are represented in black and axons in red. Scale bars: 200 [micro]m.""","p1289, Fig 9A_5",,"Canto CB, Witter MP",Cellular properties of principal neurons in the rat entorhinal cortex. II. The medial entorhinal cortex,Hippocampus,2011,22161956,0, EC,Present,LII,Rats,SD,Wiltype,,14-32 PD,Horizontal/Semicoronal,Whole Cell,Biocytin 5mg/ml,,,,120 Thickness
800198,6092,,"""FIGURE 8. Morphology and physiology of LEC LIII principal neurons. (A) From left to right, Neurolucida drawings of one simple pyramidal neuron (P22), two typical complex pyramidal neurons (P20 and P18) and two multipolar LIII principal neurons (P15 and P14). Horizontal lines indicate borders between layers of LEC. Dendrites are represented in black and axons in red. Scale bar: 200 [micro]m.""","p1268, Fig8A_1",,"Canto CB, Witter MP",Cellular properties of principal neurons in the rat entorhinal cortex. I. The lateral entorhinal cortex,Hippocampus,2011,22162008,0, EC,Erased,LI,Rats,SD,Wiltype,,14-32 PD,Horizontal/Semicoronal,Whole Cell,Biocytin 5mg/ml,,,,120 Thickness
800200,6018,,"""FIGURE 9. Morphology and physiology of MEC LIII principal neurons. A: From left to right, Neurolucida drawings of a representative small spiny pyramidal neuron (P28) <% 6017 %>, a complex pyramidal neuron (P30), a multipolar neuron (P28), a SC (P16), and a bipolar complex pyramidal neuron with one prominent horizontal dendrite (P14). Horizontal lines indicate borders between layers of MEC. Dendrites are represented in black and axons in red. Scale bars: 200 [micro]m.""","p1289, Fig 9A_4",,"Canto CB, Witter MP",Cellular properties of principal neurons in the rat entorhinal cortex. II. The medial entorhinal cortex,Hippocampus,2011,22161956,0, EC,Present,LII,Rats,SD,Wiltype,,14-32 PD,Horizontal/Semicoronal,Whole Cell,Biocytin 5mg/ml,,,,120 Thickness
800202,6095,,"""FIGURE 9. Morphology and physiology of LEC LV principal neurons. (A) From left to right, Neurolucida drawings of one typical pyramidal neuron located in super�cial LV (P25), one in deep LV (P17), one bipolar pyramidal neuron with one prominent horizon- tal basal dendrite (P19), and two tilted pyramidal-multipolar LV principal neurons (P19 and P18). Horizontal lines indicate borders between layers of LEC. Dendrites are represented in black and axons in red. Scale bar: 200 [micro]m.""","p1269, Fig9A_1",,"Canto CB, Witter MP",Cellular properties of principal neurons in the rat entorhinal cortex. I. The lateral entorhinal cortex,Hippocampus,2011,22162008,0, EC,Erased,LI,Rats,SD,Wiltype,,14-32 PD,Horizontal/Semicoronal,Whole Cell,Biocytin 5mg/ml,,,,120 Thickness
800204,6095,,"""FIGURE 9. Morphology and physiology of LEC LV principal neurons. (A) From left to right, Neurolucida drawings of one typical pyramidal neuron located in super�cial LV (P25), one in deep LV (P17), one bipolar pyramidal neuron with one prominent horizon- tal basal dendrite (P19), and two tilted pyramidal-multipolar LV principal neurons (P19 and P18). Horizontal lines indicate borders between layers of LEC. Dendrites are represented in black and axons in red. Scale bar: 200 [micro]m.""","p1269, Fig9A_3",,"Canto CB, Witter MP",Cellular properties of principal neurons in the rat entorhinal cortex. I. The lateral entorhinal cortex,Hippocampus,2011,22162008,0, EC,Erased,LI,Rats,SD,Wiltype,,14-32 PD,Horizontal/Semicoronal,Whole Cell,Biocytin 5mg/ml,,,,120 Thickness
800206,6085,,"""FIGURE 10. Morphology and physiology of MEC LV principal neurons. A: From left to right, Neurolucida drawings of two super�cial pyramidal neurons with or without a prominent horizontal basal dendritic tree (P22), a pyramidal neuron located in deep LV (P22), a bipolar pyramidal neuron with one prominent apical and one prominent basal dendrite (P18), and two multipolar LV principal neurons (P19). Horizontal lines indicate borders between layers of MEC. Dendrites are represented in black and axons in red. Scale bars: 200 [micro]m.""","p1291, Fig10A_1",,"Canto CB, Witter MP",Cellular properties of principal neurons in the rat entorhinal cortex. II. The medial entorhinal cortex,Hippocampus,2011,22161956,0, EC,Present,LII,Rats,SD,Wiltype,,14-32 PD,Horizontal/Semicoronal,Whole Cell,Biocytin 5mg/ml,,,,120 Thickness
800208,6086,,"""FIGURE 9. Morphology and physiology of LEC LV principal neurons. (A) From left to right, Neurolucida drawings of one typical pyramidal neuron located in super�cial LV (P25), one in deep LV (P17), one bipolar pyramidal neuron with one prominent horizon- tal basal dendrite (P19), and two tilted pyramidal-multipolar LV principal neurons (P19 and P18). Horizontal lines indicate borders between layers of LEC. Dendrites are represented in black and axons in red. Scale bar: 200 [micro]m.""","p1269, Fig9A_5",,"Canto CB, Witter MP",Cellular properties of principal neurons in the rat entorhinal cortex. I. The lateral entorhinal cortex,Hippocampus,2011,22162008,0, EC,Erased,LI,Rats,SD,Wiltype,,14-32 PD,Horizontal/Semicoronal,Whole Cell,Biocytin 5mg/ml,,,,120 Thickness
800210,6086,,"""FIGURE 10. Morphology and physiology of LEC LVI principal neurons. (A) Neurolucida drawings of two multipolar to tilted pyramidal neurons (P24 and P22). Horizontal lines indicate borders between layers of LEC. Dendrites are represented in black and axons in red. Scale bar: 200 [micro]m.""","p1270, Fig10A_1",,"Canto CB, Witter MP",Cellular properties of principal neurons in the rat entorhinal cortex. I. The lateral entorhinal cortex,Hippocampus,2011,22162008,0, EC,Erased,LI,Rats,SD,Wiltype,,14-32 PD,Horizontal/Semicoronal,Whole Cell,Biocytin 5mg/ml,,,,120 Thickness
800212,6033,,"""FIGURE 10. Morphology and physiology of MEC LV principal neurons. A: From left to right, Neurolucida drawings of two super�cial pyramidal neurons with or without a prominent horizontal basal dendritic tree (P22), a pyramidal neuron located in deep LV (P22), a bipolar pyramidal neuron with one prominent apical and one prominent basal dendrite (P18), and two multipolar LV principal neurons (P19). Horizontal lines indicate borders between layers of MEC. Dendrites are represented in black and axons in red. Scale bars: 200 [micro]m.""","p1291, Fig10A_5",,"Canto CB, Witter MP",Cellular properties of principal neurons in the rat entorhinal cortex. II. The medial entorhinal cortex,Hippocampus,2011,22161956,0, EC,Present,LII,Rats,SD,Wiltype,,14-32 PD,Horizontal/Semicoronal,Whole Cell,Biocytin 5mg/ml,,,,120 Thickness
800214,6033,,"""FIGURE 10. Morphology and physiology of MEC LV principal neurons. A: From left to right, Neurolucida drawings of two super�cial pyramidal neurons with or without a prominent horizontal basal dendritic tree (P22), a pyramidal neuron located in deep LV (P22), a bipolar pyramidal neuron with one prominent apical and one prominent basal dendrite (P18), and two multipolar LV principal neurons (P19). Horizontal lines indicate borders between layers of MEC. Dendrites are represented in black and axons in red. Scale bars: 200 [micro]m.""","p1291, Fig10A_6",,"Canto CB, Witter MP",Cellular properties of principal neurons in the rat entorhinal cortex. II. The medial entorhinal cortex,Hippocampus,2011,22161956,0, EC,Present,LII,Rats,SD,Wiltype,,14-32 PD,Horizontal/Semicoronal,Whole Cell,Biocytin 5mg/ml,,,,120 Thickness
800216,6021,,"""Fig. 1. Morphological subtypes of entorhinal cortex layer V cells. A-C: Computer-aided reconstruction of a pyramidal, horizontal, and polymorphic cell, respectively. Dashed lines represent the borders of the indicated layers. Scale bar = 200 [micro]m.""","p460, Fig1A",,"Hamam BN, Kennedy TE, Alonso A, Amaral DG",Morphological and electrophysiological characteristics of layer V neurons of the rat medial entorhinal cortex.,J Comp Neurol,2000,10713573,0, EC,Present,LV,Rats,Long Evans,Wiltype,Male,150-300g,Horizontal/Semicoronal,Intracellular,Biocytin 1%,,,,
800218,6002,,"""FIGURE 10. Morphology and physiology of MEC LV principal neurons. A: From left to right, Neurolucida drawings of two super�cial pyramidal neurons with or without a prominent horizontal basal dendritic tree (P22), a pyramidal neuron located in deep LV (P22), a bipolar pyramidal neuron with one prominent apical and one prominent basal dendrite (P18), and two multipolar LV principal neurons (P19). Horizontal lines indicate borders between layers of MEC. Dendrites are represented in black and axons in red. Scale bars: 200 [micro]m.""","p1291, Fig10A_4",,"Canto CB, Witter MP",Cellular properties of principal neurons in the rat entorhinal cortex. II. The medial entorhinal cortex,Hippocampus,2011,22161956,0, EC,Present,LII,Rats,SD,Wiltype,,14-32 PD,Horizontal/Semicoronal,Whole Cell,Biocytin 5mg/ml,,,,120 Thickness
800220,6023,,"""FIGURE 10. Morphology and physiology of MEC LV principal neurons. A: From left to right, Neurolucida drawings of two super�cial pyramidal neurons with or without a prominent horizontal basal dendritic tree (P22), a pyramidal neuron located in deep LV (P22), a bipolar pyramidal neuron with one prominent apical and one prominent basal dendrite (P18), and two multipolar LV principal neurons (P19). Horizontal lines indicate borders between layers of MEC. Dendrites are represented in black and axons in red. Scale bars: 200 [micro]m.""","p1291, Fig10A_2",,"Canto CB, Witter MP",Cellular properties of principal neurons in the rat entorhinal cortex. II. The medial entorhinal cortex,Hippocampus,2011,22161956,0, EC,Present,LII,Rats,SD,Wiltype,,14-32 PD,Horizontal/Semicoronal,Whole Cell,Biocytin 5mg/ml,,,,120 Thickness
800222,6052,,"""FIGURE 11. Morphology and physiology of MEC LVI principal neurons. A: From left to right, Neurolucida drawings of a horizontal pyramidal neuron (P23), a tilted pyramidal neuron (P15), and a multipolar LVI principal neuron (P17). Lines indicate borders between layers of the MEC. Dendrites are represented in black and axons in red. Scale bars: 200 [micro]m.""","p1293, Fig11A_1",,"Canto CB, Witter MP",Cellular properties of principal neurons in the rat entorhinal cortex. II. The medial entorhinal cortex,Hippocampus,2011,22161956,0, EC,Present,LII,Rats,SD,Wiltype,,14-32 PD,Horizontal/Semicoronal,Whole Cell,Biocytin 5mg/ml,,,,120 Thickness
800224,6078,,"""FIGURE 10. Morphology and physiology of LEC LVI principal neurons. (A) Neurolucida drawings of two multipolar to tilted pyramidal neurons (P24 and P22). Horizontal lines indicate borders between layers of LEC. Dendrites are represented in black and axons in red. Scale bar: 200 [micro]m.""","p1270, Fig10A_2",,"Canto CB, Witter MP",Cellular properties of principal neurons in the rat entorhinal cortex. I. The lateral entorhinal cortex,Hippocampus,2011,22162008,0, EC,Erased,LI,Rats,SD,Wiltype,,14-32 PD,Horizontal/Semicoronal,Whole Cell,Biocytin 5mg/ml,,,,120 Thickness
800226,6048,,"""Fig. 2. Distribution of examples of Golgi-impregnated chandelier cells and axonal complexes in the entorhinal cortex. A: Low-power camera lucida drawing showing the location and distribution of several chandelier cells and axonal complexes (1-6) in the medial (mea) and lateral (lea) entorhinal area. The specific terminal portions are represented schematically. Cell 1 <% 6048 %> is shown at higher magnification in D, cell 3 in B, cell 4 in Figure 3D, axonal complex 5 in Figure 3A, and cell 6 in Figure 3C.""","p155, Fig2A_1",,"Soriano E,  Frotscher M","GABAergic innervation  of  thc  rat  fas- 
cia dentata: A novel type of inrerneuron  in the granule cell layer with 
extensive axonal arhorization in the molecular layer.",J  Comp Neurol,1993,8376624,0, EC,Erased,LII,Rats,SD,Wiltype,,11-12 Weeks,Transverse,,,,,,
800228,6096,,"""Fig. 2. Anatomical and electrophysiological characterization of basket and goblet interneurons in super�cial mEC. (A) Neurolucida reconstruction of a basket interneuron showing predominant dendritic (black) and axonal (red) arborisation in LII. ... Scale bar for reconstructions, 100 [micro]m.""","p18574, Fig2A",,"Middleton�S,�Jalics�J,�Kispersky T,�Lebeau FE,�Roopun AK,�Kopell NJ,�Whittington MA,�Cunningham MO",NMDA receptor-dependent switching between different gamma rhythm-generating microcircuits in entorhinal cortex,Proceedins of the National Academy of Sciences of the United States of America,2008,18997013,0, EC,Erased,LII,Rats,Wistar,Wiltype,,Adult,Transverse,Intracellular,,,,,
800230,6040,,"""Fig. 2. Anatomical and electrophysiological characterization of basket and goblet interneurons in super�cial mEC. ... (B) Neurolucida reconstruction of a goblet interneuron showing dendritic and axonal arborisation in LII/III. ... Scale bar for reconstructions, 100 [micro]m.""","p18574, Fig2B",,"Middleton�S,�Jalics�J,�Kispersky T,�Lebeau FE,�Roopun AK,�Kopell NJ,�Whittington MA,�Cunningham MO",NMDA receptor-dependent switching between different gamma rhythm-generating microcircuits in entorhinal cortex,Proceedins of the National Academy of Sciences of the United States of America,2008,18997013,0, EC,Erased,LII,Rats,Wistar,Wiltype,,Adult,Transverse,Intracellular,,,,,
