"RefID","source_ID","source_class","target_ID","target_class","Quote","Location","Author","Title","Journal","Year","PMID/ISBN","pmid_isbn_page","UID","Unknown","Figure","HcoRefID"
3100315,1035,NULL,1000,NULL,"Basket cell {DG DG (i)2232 (00S0) Basket} dendrites located in the hilus [of the dentate gyrus] were contacted by numerous terminals with characteristics of mossy fibres derived from granule cells. Some of these terminals were identified positively in preparations that also contained impregnated granule cells. The axons of basket cells formed exclusively symmetric synapses. The most common postsynaptic structures to these terminals were the somata and dendrites of granule cells. Dendritic spines were rarely contacted by basket cell axons while the axon hillocks and initial segments of granule cells were never contacted.","p577",NULL,NULL,NULL,NULL,6619905,0,"DG BC?GC",NULL,NULL,1005049
3100316,1035,NULL,1000,NULL,"The most common postsynaptic structures are the somata (Fig. 21) and dendrites (Figs. 22-24) of granule cells [in the dentate gyrus]. Dendritic spines from these cells are contacted rarely by basket cell {DG DG (i)2232 (00S0) Basket} axons. More than one gold-labelled axon terminal from a single basket cell may form synapses with an individual cell soma.","p590",NULL,NULL,NULL,NULL,6619905,0,"DG BC?GC",NULL,NULL,1005051
3100317,1035,NULL,1000,NULL,"Gold-labelled basket cell {DG DG (i)2232 (00S0) Basket} terminals synapse with the proximal dendrites of granule cells [in the dentate gyrus] both close to the soma (Fig. 22) and as far away as 50 [micro]m into the molecular layer. These axodendritic synapses may occur in the granule cell layer as well. When terminals of basket cells are apposed to granule cell dendritic spines, the terminal either synapses with the spine or ensheaths the spine and synapses with the dendritic shaft (Figs. 23, 24). Basket terminals were never found contacting the axon initial segments of granule cells even though numerous terminals that form symmetric synapses are present at this location.","p594",NULL,NULL,NULL,NULL,6619905,0,"DG BC?GC",NULL,NULL,1005053
3100318,1000,NULL,1035,NULL,"Basket cell {DG DG (i)2232 (00S0) Basket} dendrites located in the hilus [of the dentate gyrus] were contacted by numerous terminals with characteristics of mossy fibres derived from granule cells. Some of these terminals were identified positively in preparations that also contained impregnated granule cells. The axons of basket cells formed exclusively symmetric synapses. The most common postsynaptic structures to these terminals were the somata and dendrites of granule cells. Dendritic spines were rarely contacted by basket cell axons while the axon hillocks and initial segments of granule cells were never contacted.","p577",NULL,NULL,NULL,NULL,6619905,0,"DG Granule?DG Basket (-)2232",NULL,NULL,2000091
3100319,4035,NULL,4000,NULL,"The [CA1] trilaminar cell {CA1 CA1 Trilaminar} is considered to be a new cell type not only because of its distinct innervation of the somata, basal, and proximal apical dendrites of pyramidal cells, but because its physiological features and dendritic arbor were characteristically different from other types.","p6661",NULL,NULL,NULL,NULL,7472426,0,"CA1 Trilam 0113p?CA1 Pyr",NULL,NULL,1007134
3100320,2028,NULL,2000,NULL,"Two axo-axonic cells {CA3 CA3 (i)22232 (000S0) Axo-Axonic} in the CA3 area (AA[axo-axonic]2, AA3), reconstructed from four sections (80 [micro]m thick each). (A) The multipolar cell body of AA2 was located in stratum pyramidale. The dendrites ran in all directions in a horizontally elongated field, primarily in stratum oriens. Two primary dendrites penetrating stratum lucidum were cut. The axon arbor of the cell occupied the lower half of stratum pyramidale and the adjacent part of stratum oriens of the CA3a and b areas. (J3) The cell body of AA3 was located in stratum lucidum next to stratum pyramidale. The dendrites ran horizontally turning towards strata oriens and radiatum. The axon arbor was rather large, spread from CA3a to CA3c. and was slightly more superficially located than the arbor of AA2 but sparsely spread into stratum oriens. In CA3c the axon cloud became rather loose, similarly to the pyramidal cells. Here the characteristic rows of boutons are discernible. The inset on the left (on this and the subsequent figures) shows axons from a single 80 [micro]m thick section to illustrate the relative laminar position and bouton density. s.l., stratum lucidum; s.P., stratum pyramidale. Scale: 100 [micro]m","Fig. 2",NULL,NULL,NULL,NULL,8124523,0,"CA3 AA?CA3 Pyr",NULL,NULL,1006022
3100321,2028,NULL,2000,NULL,"The soma of the cell was located in stratum pyramidale [of CA3]. Two main dendrites of the cell, running towards stratum lucidum, were cut when preparing slices, thus only dendrites descending towards stratum oriens were reconstructed. These dendrites had a horizontal spread of 450 [micro]m and reached the alveus. The main axon branches of the cell ran in stratum oriens and ascended towards stratum pyramidale, giving rise to a dense terminal arbor of 800 [micro]m diameter. The terminal axon branches formed large boutons which occupied the lower half of the stratum pyramidale and the upper fourth of stratum oriens.","p1733",NULL,NULL,NULL,NULL,8124523,0,"CA3 AA?CA3 Pyr",NULL,NULL,1006024
3100322,2028,NULL,2000,NULL,"The cell body [of a CA3 axo-axonic cell {CA3 CA3 (i)22232 (000S0) Axo-Axonic} was located on the border of strata lucidum and pyramidale. The dendrites were radially oriented and projected into stratum oriens and stratum radiatum. The axonal arborization of this cell had the largest diameter (1700 [micro]m) among the non-pyramidal cells described in this study. In the CA3a and b regions the axon terminal cloud occupied stratum pyramidale and the adjacent stratum oriens. The axonal arbor spread into CA3c as well, where it became less dense, arborizing in the vicinity of loosely packed pyramidal cell bodies in stratum pyramidale.","p1733",NULL,NULL,NULL,NULL,8124523,0,"CA3 AA?CA3 Pyr",NULL,NULL,1006026
3100323,2028,NULL,2004,NULL,"The cell body [of a CA3 axo-axonic cell {CA3 CA3 (i)22232 (000S0) Axo-Axonic} was located on the border of strata lucidum and pyramidale. The dendrites were radially oriented and projected into stratum oriens and stratum radiatum. The axonal arborization of this cell had the largest diameter (1700 [micro]m) among the non-pyramidal cells described in this study. In the CA3a and b regions the axon terminal cloud occupied stratum pyramidale and the adjacent stratum oriens. The axonal arbor spread into CA3c as well, where it became less dense, arborizing in the vicinity of loosely packed pyramidal cell bodies in stratum pyramidale.","p1733",NULL,NULL,NULL,NULL,8124523,0,"CA3 AA?CA3c Pyr",NULL,NULL,1006028
3100324,4080,NULL,4000,NULL,"In contrast, a cell that we term the bistratified cell {CA1 CA1 Bistratified} (n = 11, CA1) had relatively few terminals in the pyramidal cell layer of the hippocampus and extensively ramified in stratum radiatum and oriens (Fig. 25), some axonal arbors covering the whole depth of stratum oriens and radiatum. Electron microscopic analysis of the efferent connections showed that of those synapses established on pyramidal cells, only 2% were on the soma and 98% on their dendrites (Table 1)","p824",NULL,NULL,NULL,NULL,8159242,0,"CA1 Bistratified?CA1 Pyr",NULL,NULL,1007007
3100325,4078,NULL,4000,NULL,"Postsynaptic effect of basket cells {CA1 CA1 Basket} and location of synaptic release sites on a pyramidal cell in the CA1 area. In Figs 1-3, the soma, dendrites and intracellularly recorded membrane potential of presynaptic inhibitory cells is shown in red, their axon in yellow, and the synaptically coupled postsynaptic principal cell and its membrane potential in blue.","Fig. 1",NULL,NULL,NULL,NULL,8159242,0,"CA1 BC?CA1 Pyr",NULL,NULL,1007008
3100326,4080,NULL,4999,NULL,"Postsynaptic effect of a bistratified cell {CA1 CA1 Bistratified} and location of contact sites on a pyramidal cell in the CA1 area. ... B, Same bistratified/pyramidal pair as in A; note the relatively sparse inhibitory axon (yellow) in stratum pyramidale (Str. pyr.) and its increased density in the adjacent strata radiatum (Str. rad.) and oriens (Str. or.), where Schaffer collateral afferents from the CA3 area terminate. Dendrites of this cell type do not significantly enter into the stratum lacunosum moleculare (Str. lac. mol.) where the perforant path terminates.","Fig. 2",NULL,NULL,NULL,NULL,8159242,0,"CA1 Bistratified?CA1 Pyr",NULL,NULL,1007009
3100327,4078,NULL,4000,NULL,"Basket cells {CA1 CA1 Basket} (n = 31 CA1; n = 3 CA3; n = 5 dentate gyrus (DG)) had most of their axon terminals in the cellular layers (Fig. 1C). Electron microscopic analysis of a random sample of synapses (n = 156) showed that they make synaptic contacts predominantly on somata (50.6%) and proximal dendrites (46.8%) of pyramidal cells (Table 1).","p823",NULL,NULL,NULL,NULL,8159242,0,"CA1 BC?CA1 Pyr",NULL,NULL,1007144
3100328,4078,NULL,4000,NULL,"Location of synaptic release sites made by inhibitory cells {CA1 CA1 Basket} on simultaneously recorded postsynaptic principal cells","Table 1",NULL,NULL,NULL,NULL,8159242,0,"CA1 BC?CA1 Pyr",NULL,NULL,1007146
3100329,1010,NULL,1000,NULL,"Location of synaptic release sites made by inhibitory cells {CA1 CA1 Basket} on simultaneously recorded postsynaptic principal cells","Table 1",NULL,NULL,NULL,NULL,8159242,0,"DG AA?GC",NULL,NULL,1007146
3100330,4080,NULL,4000,NULL,"Location of synaptic release sites made by inhibitory cells {CA1 CA1 Basket} on simultaneously recorded postsynaptic principal cells","Table 1",NULL,NULL,NULL,NULL,8159242,0,"CA1 Bistratified?CA1 Pyr",NULL,NULL,1007146
3100331,1035,NULL,1000,NULL,"The axon projected to granule cells at the same septo-temporal level where the main axon trunk originated. Characteristically, most terminal branches criss-crossed throughout the entire extent of the granule cell layer without any particular orientation preference (Figs 7 and 9A, B). Although many fibres appeared to be apposed to adjoining cell bodies, they did not form distinct pericellular baskets. The resulting intricate network of thin, varicose fibres was far too dense to be represented in a composite drawing of the entire 400 �m thick slice (Fig. 7). Only a small number of collaterals left the cell body layer and ramified in the innermost part of the molecular layer or the subjacent polymorphic layer (Fig. 7). The longitudinal extent of the axon was estimated to be 0.9 mm.","p399",NULL,NULL,NULL,NULL,8261117,0,"DG BC?GC",NULL,NULL,1005047
3100332,1002,NULL,1010,NULL,"During the postfilling incubation period [in the dentate gyrus] almost all of the biocytin had been lost from the soma and dendrites. However, several labelled {DG Axo-axonic} dendrites were recovered in the molecular layer of the dentate gyrus (Fig. 10C), which could be followed through the granule cell layer, pointing towards the recording site in the hilus (Fig. 10B; asterisk). The axon was extensively filled, covering in the horizontal plane a distance of 1.1 mm, which is approximately half of the longitudinal extent of the entire granule cell layer (Fig. 10C). The axon projected to granule cells at the same septo-temporal level where the cell body was located. In addition, all of the subjacent superficial and deeper parts of the hilar region were filled with a dense meshwork of fibres (Fig. 10B). One end of the rows of varicosities forming terminal segments could be traced to large hilar cells thought to be mossy cells. Surprisingly, even the cell body layer of area CA3c was invaded by a few scattered collaterals. All the axon could be reconstructed and traced back to the main axon originating from the recording site in the hilus.","p399",NULL,NULL,NULL,NULL,8261117,0,"DG Mossy?DG Axo-axonic",NULL,NULL,2000084
3100333,2004,NULL,1000,NULL,"All CA3c neurons in this study sent axon collaterals into the hilus proper (zone 4). In addition, the present report provides direct evidence for the existence of a feedback projection of CA3c neurons to granule cells. Although this projection in the dorsal hippocampus may not be very powerful, in the ventral hippocampus it must play a significant role in the physiological processing of incoming information. In the dorsal hippocampus only one out of seven CA3c/zone 3 cells had axons that penetrated through the granule cell layer and terminated in the inner third of the molecular layer. The neuron (R82) was located at the proximal end of the CA3c pyramidal layer and all other labeled neurons were distal to it. In the ventral hippocampus, 3 out of 3 CA3 pyramidal cells {CA3c CA3c (e)03223p (000S0) Pyramidal} had extensive projections to the inner molecular layer. One of them (R60) was near the border of CA3c/Ca3b and had a moderate amount of axon collaterals in the suprapyramidal molecular layer. The other two neurons (R32 pair) were located close to the proximal end of CA3c. These cells projected to both the suprapyramidal and infrapyramidal parts of the molecular layer. The density of axons in the inner molecular layer was very high and in fact denser than the axon collaterals of intracellularly labeled mossy cells in vivo (Soltesz and Deschenes, '92).","p204",NULL,NULL,NULL,NULL,8300905,0,"CA3c Pyr?GC",NULL,NULL,1006020
3100334,2045,NULL,2000,NULL,"Morphological Substrate of Dendritic Inhibition (B) Morphology showed that the inhibitory cell axon established contacts exclusively with distal dendrites of the pyramidal cell. The pyramidal cell is drawn in red and the inhibitory cell in black.","Fig. 2",NULL,NULL,NULL,NULL,8607999,0,"CA3 Bistratified?CA3 Pyr",NULL,NULL,1006014
3100335,2042,NULL,1002,NULL,"The major finding of the present study is that a specialized VIP[vasoactive intestinal polypeptide]-containing interneuron population {CA3 CA3 (i)03333p (0SSSS) Interneuron Specific Quad} innervates the [dentate gyrus] hilar region, where it forms synapses predominantly with non-principal cells visualized by SPR[substance P receptor]-immunostaining (Fig. 11). In a recent study SPR was found to be present in all PV[parvalbumin]- and CCK[cholecystokinin]-positive cells of the strata granulosum and moleculare, and in a large number of GABA[gamma aminobutyric acid]-ergic neurons of the hilus (in the somatostatin-, CR[calretinin]- and CCK- containing subpopulations), while mossy cells were not labelled by SPR (Acsady et al., 1995b). The dendrites of spiny SPR-positive cells, and some aspiny neurons as well, give rise to a profuse dendritic arbour in the hilus (Nakaya et al., 1994; Acsady et al.,1995b) which perfectly overlaps with the VIP-positive hilar axonal plexus. VIP-SPR double-immunostaining showed that the main targets of hilar VIP-positive boutons are indeed the SPR-positive spiny and aspiny cells. VIP-immunoreactive cells frequently form multiple contacts on cell bodies and dendrites of these neurons.","p1429",NULL,NULL,NULL,NULL,8758949,0,"CA3 IS-Quad D?!!! NO !!! Mossy",NULL,NULL,1006030
3100336,4021,NULL,4091,NULL,"Camera ludica drawings of VIP[vasoactive intestinal polypeptide]-positive interneurons [cell 1,7: {CA1 CA1 Interneuron Specific O-Targeting QuadD}] [cell 2,4: {CA1 CA1 Interneuron Specific LMO-O}] [cell 3: {CA1 CA1 Interneuron Specific RO-O}] [cell 5: {CA1 CA1 Interneuron Specific LM-R}] [cell 6: {CA1 CA1 Interneuron Specific R-O}] projecting to the O/A [stratum oriens and alveus] border in the CA1 region. The reconstructions were made by a drawing tube from two to seven, 60-[micro]m-thick, serial sections. Axon initial segments are labelled by arrowheads. The dendrites are radially oriented, and rarely branch before reaching stratum lacunosum-moleculare. The main axons run directly towards the alvear border, where they emit horizontal collaterals. The latter are difficult to follow as the join the profuse meshwork of VIP-positive boutons in this sublayer. Cells 3,4, and 6 are shown to receive multiple contacts from other VIP-positive cells (arrows). In case of neuron 6 the cell (5) that gave rise to the innervation was also found and drawn. This cell pair can also be seen on Fig. 5. All neurons of this type (and of this figure) contain calretinin.","Fig. 2",NULL,NULL,NULL,NULL,8783251,0,"CA1 IS LM-R (-)2100?CA1 Interneuron Specific R-O (-)0221",NULL,NULL,1007172
3100337,4021,NULL,4091,NULL,"A montage of high power light micrographs (A) and a drawing (B) of connections between two different [CA1] VIP[vasoactive intestinal polypeptide]-containing interneuron types {CA1 CA1 Interneuron Specific R-O}. A calretinin-negative, VIP-positive cell projecting to stratum radiatum (1) establishes multiple contacts (arrows) on another VIP-positive cell (2), which sends its axon to the O/A [oriens/alveus] border. The same cells can be seen on Fig. 2 (cells 5-6). Arrowheads label axon initial segments. Scale bar: A, 20 microm","Fig. 5A-B",NULL,NULL,NULL,NULL,8783251,0,"CA1 IS LM-R (-)2100?CA1 Interneuron Specific R-O (-)0221",NULL,NULL,1007174
3100338,4021,NULL,4020,NULL,"Drawings of VIP[vasoactive intestinal polypeptide]-immunoreactive interneurons projecting to stratum radiatum in the CA1 region. In case of cells 2, 3 {CA1 CA1 Interneuron Specific LM-R}, and 6 {CA1 CA1 Interneuron Specific LM-R} the entire dendritic arbour is confined to stratum lacunosum-moleculare, whereas that of cells 1, 5, and 7 {CA1 CA1 Interneuron Specific LMR-R} span layers. The axons arborize mainly in stratum radiatum, but occasional branches cross stratum pyramidale and oriens (cells 2 and 6). Note that boutons are irregularly spaced along the axons, and they are grouped mostly along vertical segments. Cell 3 is shown to innervate another VIP-positive interneuron (cell No. 4 {CA1 CA1 Interneuron Specific O-Targeting QuadD}, arrows), which projects to the O/A [stratum oriens and alveus] border. Axon initial segments are labelled with arrowheads. Cells 2, 3, 6, and 7 proved to be negative, while cells 4 and 5 were positive for the calcium binding protein, calretinin.","Fig. 3",NULL,NULL,NULL,NULL,8783251,0,"CA1 IS LM-R (-)2100?CA1 IS O-Target QuadD (-)2223",NULL,NULL,1007176
3100339,4021,NULL,4000,NULL,"Vasoactive intestinal polypeptide-immunoreactive interneurons selectively innervate GABA[gamma aminobutyric acid]ergic cells in stratum radiatum [of the CA1]. One subpopulation of VIP[vasoactive intestinal polypeptide]-containing interneurons {CA1 CA1 Interneuron Specific LM-R} with stratum radiatum projections has a characteristic dendritic arbor restricted entirely to stratum lacunosum-moleculare. Three neurons of this type with profuse axon arbors were selected for correlated light and electron microscopy (two of them are shown in Fig. 2). The characteristics of these neurons were identical to those described in the accompanying paper, 2 [Acsady, 1996] their axons consisted of mainly radially oriented rows of boutons linked with long non-varicose segments (Figs 2, 3). The postsynaptic targets were established for 36 boutons of three identified VIP cells using correlated electron microscopy of serial sections, which were immunoreacted for GABA as well. Nearly all of these (35 out of 36) established symmetrical synapses with GABA-immunoreactive dendrites (Figs 3, 4), identified as such on the basis of consistent accumulation of colloidal gold particles over the positive profiles in several serial sections (see Experimental Procedures).","p321",NULL,NULL,NULL,NULL,8783252,0,"CA1 IS LM-R (-)2100?CA1 Pyr",NULL,NULL,1007178
3100340,1036,NULL,1000,NULL,"Tables 2-4 provide a list of morphological, neurochemical, and physiological features of identified intemeurons. Those types at the bottom of the tables, indicated in boldface type, are known only from immunocytochemical studies; therefore, physiological and detailed anatomical data are not available for these types. AHP, spike afterhyperpolarization; AP, action potential; C/A, commissural-associational path; dd, distal dendrites; ec, entorhinal cortex; Ga1, GABA�A receptor alpha 1 subunit; g.is, granule cell axon initial segment; h., hilus; IH, hyperpolarization-activated current; i.dd, interneuron distal dendrite; i.pd, interneuron proximal dendrite; is, interneuron soma; IS-1, type l interneuron-selective cells (CR); IS-2, type 2 interneuron-selective cells (VIP); IS-3, type 3 interneuron-selective cells (VIP); lc, local collaterals of pyramidal cells; mr, median raphe; ms, medial septum; pd, proximal dendrite; pis, pyramidal cell axon initial segment; r., random (i,e., contacts both granule cells and interneurons in proportion of their occurrence); s., soma; s.g., stratum granulosum; s.m. (i), inner stratum moleculare; s.m. (o), outer stratum moleculare; s.l., stratum lucidum; s.l-m., stratum lacunosum-moleculare; s.o., stratum oriens; s.p., stratum pyramidale; s.r., stratum radiatum; VVA, Vicia villosa agglutinin. 2-Only in the dentate gyrus. 3-Only on axon terminals.","Table 2",NULL,NULL,NULL,NULL,8915675,0,"DG BC-CCK?GC",NULL,NULL,1005055
3100341,2000,NULL,2043,NULL,"A: Camera lucida reconstruction of the axonal trees of two presynaptic [CA3] pyramidal cells {CA3 CA3 (e)23223p (000S0) Pyramidal} (black and blue) and a postsynaptic [CA3] basket cell {CA3 CA3 (i)22232 (000S0) Basket} (red) simultaneously recorded and filled with biocytin in the CA3 region of the hippocampus. The axon of both pyramidal cells established a single contact on a mid-distal dendrite of the basket cell in stratum radiatum (arrows). ... Data from Gulyas et al. (1993b).","Fig. 6",NULL,NULL,NULL,NULL,8915675,0,"CA3 Pyr?CA3 Basket",NULL,NULL,1006000
3100342,4028,NULL,4000,NULL,"The reconstruction and electron microscopic analysis of the postsynaptic targets demonstrated that CB-IR [calbindin-immunoreactive] axons {CA3 CA3 Radiatum} {CA1 CA1 Radiatum} in the CA1 and CA3 areas arise from type I CB-IR cells and innervate distal, and to a smaller extent proximal, apical dendrites of pyramidal cells in stratum radiatum and only occasionally terminate on other GABA-IR [gamma aminobutyric acid-immunoreactive] cells.","p531",NULL,NULL,NULL,NULL,8953305,0,"CA1 Radiatum?CA1 Pyr",NULL,NULL,1007130
3100343,2023,NULL,2000,NULL,"The reconstruction and electron microscopic analysis of the postsynaptic targets demonstrated that CB-IR [calbindin-immunoreactive] axons {CA3 CA3 Radiatum} {CA1 CA1 Radiatum} in the CA1 and CA3 areas arise from type I CB-IR cells and innervate distal, and to a smaller extent proximal, apical dendrites of pyramidal cells in stratum radiatum and only occasionally terminate on other GABA-IR [gamma aminobutyric acid-immunoreactive] cells.","p531",NULL,NULL,NULL,NULL,8953305,0,"CA3 Radiatum?CA3 Pyr",NULL,NULL,1007130
3100344,4028,NULL,4000,NULL,"Type I cells {CA3 CA3 Radiatum} {CA1 CA1 Radiatum} were found primarily in stratum radiatum of the CA3 and CA1 areas, and their axon collaterals-arborising in the apical dendritic region of pyramidal cells-were GABA [gamma aminobutyric acid] immunoreactive and innervated distal and proximal dendrites of pyramidal cells via symmetrical synapses.","p531",NULL,NULL,NULL,NULL,8953305,0,"CA1 Radiatum?CA1 Pyr",NULL,NULL,1007132
3100345,2023,NULL,2000,NULL,"Type I cells {CA3 CA3 Radiatum} {CA1 CA1 Radiatum} were found primarily in stratum radiatum of the CA3 and CA1 areas, and their axon collaterals-arborising in the apical dendritic region of pyramidal cells-were GABA [gamma aminobutyric acid] immunoreactive and innervated distal and proximal dendrites of pyramidal cells via symmetrical synapses.","p531",NULL,NULL,NULL,NULL,8953305,0,"CA3 Radiatum?CA3 Pyr",NULL,NULL,1007132
3100346,1035,NULL,1000,NULL,"Targets of the HICAP [hilar commissural-associational pathway-associated]-like interneurons {DG DG (i)2232 (00S0) Basket} (UR.58). (A) Photomicrograph of the apical and basal dendrites (arrows) and axon collaterals in the inner molecular layer (arrowheads). (B) Spiny basal dendritic branch. Arrows indicate spines on the dendrite. The apical dendrites were spine-free. (C) A labelled bouton forms a putative contact on the soma of an interneuron (mow). (D) Correlated electron microscopy verified a symmetrical contact on the cell body (boxed area). In the inset, the bouton shown in C is synapsing on the soma (arrow). Other collaterals terminate on a dendrite of an unidentified neuron in the inner molecular layer (E), granule cell soma (F) and on a dendrite of an unidentified neuron in the hilus (G). b, bouton; d, dendrite; g, granule cell layer; gs, granule cell soma; h, hilus; is, interneuron soma; m, molecular layer; s, soma of interneuron.","Fig. 5",NULL,NULL,NULL,NULL,9104599,0,"DG BC?GC",NULL,NULL,1005041
3100347,1035,NULL,1000,NULL,"Electron microscopic examination of boutons (n = 14) revealed that axon collaterals [of basket cells {DG DG (i)2232 (00S0) Basket}] terminated on dendritic shafts of the inner molecular layer (Fig. 5E) and on the somata of granule cells (Fig. 5F), forming symmetrical synapses. Electron microscopy also revealed that the boutons of axon collaterals in the hilus also corresponded to synapses (four of five boutons examined).","p580",NULL,NULL,NULL,NULL,9104599,0,"DG BC?GC",NULL,NULL,1005043
3100348,1013,NULL,1000,NULL,"Interneurons in the dentate area were characterized physiologically and filled with biocytin in urethane-anaesthetized rats. On the basis of axonal targets the following groups could be distinguished. (i) Large multipolar interneurons with spiny dendrites in the deep hilar region densely innervated the outer molecular layer and contacted both granule cells and parvalbumin-positive neurons (hilar interneuron with perforant pathway-associated axon terminals; HIPP cells). (ii) A pyramidal-shaped neuron with a cell body located in the subgranular layer innervated mostly the inner molecular layer and the granule cell layer (hilar interneuron with commissural-associational pathway-associated axon terminals; HICAP cell). It contacted both granule cells and interneurons. Axon collaterals of HIPP and HICAP neurons covered virtually the entire septo-temporal extent of the dorsal dentate gyrus. (iii) Calbindin-immunoreactive neurons with horizontal dendrites in stratum oriens of the CA3c region gave rise to a rich axon arbor in strata oriens, pyramidale and radiatum and innervated almost the entire extent of the dorsal hippocampus, with some collaterals entering the subicular area (putative trilaminar cell). (iv) Hilar basket cells innervated mostly the granule cell layer and to some extent the inner molecular layer and the CA3c pyramidal layer. HIPP and trilaminar interneurons could be antidromically activated by stimulation of the fimbria. Only the HICAP cells could be monosynaptically discharged by the perforant path input. All interneurons examined showed phase-locked activity to the extracellularly recorded theta/gamma oscillations or to irregular dentate electroencephalogram spikes. These observations indicate that the interconnected interneuronal system plays a critical role in coordinating population of the dentate gyrus and Ammon's hom.","Abstract",NULL,NULL,NULL,NULL,9104599,0,"DG HIPP?DG GC",NULL,NULL,2000064
3100349,NULL,NULL,1000,NULL,"Targets of the HICAP-like interneurons (UR.58). (A) Photomicrograph of the apical and basal dendrites (arrows) and axon collaterals in the inner molecular layer (arrowheads). (B) Spiny basal dendritic branch. Arrows indicate spines on the dendrite. The apical dendrites were spine-free. (C) A labelled bouton forms a putative contact on the soma of an interneuron (mow). (D) Correlated electron microscopy verified a symmetrical contact on the cell body (boxed area). In the inset, the bouton shown in C is synapsing on the soma (arrow). Other collaterals terminate on a dendritic of an unidentified neuron in the inner molecular layer (E), granule cell soma (F) and on a dendrite of an unidentified neuron in the hilus (G). b, bouton; d, dendrite; g, granule cell layer; gs, granule cell soma; h, hilus; is, interneuron soma; m, molecular layer; s, soma of interneuron.�","Fig. 5",NULL,NULL,NULL,NULL,9104599,0,"DG:2332?DG Granule",NULL,NULL,2000089
3100350,1035,NULL,1009,NULL,"Hilar interneuron {DG Basket} innervating the inner-molecular layer (HICAP [hilar commissural-associational pathway-associated] cell) The pyramidal-shaped cell body was located in the subgranular zone of the hilus (Fig. 4; cell UR58). The smooth apical dendrite crossed the granule cell layer and bifurcated in the inner molecular layer. Most of the dendritic branches were in the outer third of the molecular layer. The basal dendritic branches remained in the hilus and were covered sparsely with spines (Fig. 5). The principal axon originated from the soma, which gave off several main collaterals that penetrated the granule cell layer. Most axon collaterals coursed in the inner third of the molecular layer (75.5%). However, a significant portion of the axon collaterals (22.6%) remained in the granule cell layer (Fig. 4). Finally, a very small proportion of the collaterals contacted neurons in the hilus proper (Figs 4 and 5C, D). The axon arbor covered the whole extent of the dorsal blade of the fascia dentata in the mediolateral (subiculo-fimbrial) direction (&gt; 1.5 mm). In the septo-temporal axis, the axon collaterals spanned most of the dorsal dentate gyms (2.58 mm), although the density of collaterals decreased both septally and temporally from the cell body (Fig. 4). The total two-dimensional axon length was 90 850 �m. On the basis of bouton density, measured in random samples at different distances from the soma (29 +/- 4/100 [micro]m, n = 50), the estimated number of boutons was 26 300.","p579",NULL,NULL,NULL,NULL,9104599,0,"DG Basket (-)2232?DG HICAP",NULL,NULL,2000090
3100351,1013,NULL,1035,NULL,"The sections were double-stained for parvalbumin, and the chandelier/basket cell innervation pattern of the filled neuron was examined in eight selected sections at various distances from the soma. The contacts formed by the biocytin-filled cell on parvalbumin-positive dendritic targets were investigated using a 100X oil-immersion objective. The number of putative contacts was multiplied by the ratio of the total axon length and the axon length in the selected sections to estimate the total number of synaptic contacts on parvalbumin-immunoreactive dendrites (n = 1355 contacts). Electron microscopy of five putative contacts revealed symmetrical synapses between biocytin-filled presynaptic terminals and parvalbumin-immunoreactive postsynaptic dendrites (Fig. 2E, F). Since the axon collaterals were expected to contact several dendrites of the same cell, the dendritic arbors of several parvalbumin-immunoreactive neurons (n = 10) were reconstructed from neighboring sections. These reconstructions indicated that the biocytin-filled interneuron formed from one to seven putative contacts (median, 3) on the dendrites of a single parvalbumin-immunoreactive neuron (Fig. 2D). Typically, these contacts were on different dendrites, but two neighboring boutons in contact with the same dendrite were also seen occasionally. On the basis of the median number of contacts per neuron and the total number of putative contacts on parvalbumin-immunoreactive dendrites, the filled neuron was estimated to innervate 400-450 parvalbumin cells. Similar estimates were not available for granule cells. However, since there were 6000-10000 boutons in an 80 �m section (Fig. 1B), which contains 8000 granule cells (Seress and Pokorny, 1981; Amaral et al., 1990), it is likely that granule cells are innervated by multiple release sites. Assuming five contacts per granule cell, a single HIPP neuron may innervate -20% of the possible targets at the level of the cell body.","p579",NULL,NULL,NULL,NULL,9104599,0,"DG HIPP?DG Basket (-)2232",NULL,NULL,2000096
