Hippocampome Type,Unique ID,Supertype ID,Hippocampome Supertype,Cell Counts,Theta Phase,Theta Error,Theta Error Type,Theta N,MVL,MVL Error,MVL Error Type,MVL N,MVL category,Peak correction,LFP site,Shift to CA1:SP,Phase-CA1 (peak 0 deg),Phase-CA1 category,Gamma Phase,Gamma Error,Gamma Error Type,Gamma N,Gamma Peak,Epsilon Phase,Epsilon Error,Epsilon Error Type,Epsilon N,Epsilon Peak,Ripple Phase,Ripple Error,Ripple Error Type,Ripple N,Ripple Peak,SWR Ratio,SWR Ratio Error,SWR Ratio Error Type,SWR Ratio N,SWR Ratio category,Run/Stop Ratio,DS Ratio,DS Ratio Error,DS Ratio Error Type,DS Ratio N,Firing Rate,Firing Rate Error,Firing Rate Error Type,Firing Rate N,Firing Rate Rank,Firing Rate (non-baseline),Firing Rate Error (non-baseline),Firing Rate Error Type (non-baseline),Firing Rate N (non-baseline),Firing Rate Rank (non-baseline),Vrest (mV),Vrest Error (mV),Vrest Error Type,Vrest N,Tau (ms),Tau Error (ms),Tau Error Type,Tau N,APthresh (mV),APthresh Error (mV),APthresh Error Type,APthresh N,fAHP (mV),fAHP Error (mV),fAHP Error Type,fAHP N,APpeak-trough (ms),APpeak-trough Error (ms),APpeak-trough Error Type,APpeak-trough N,Authors,Title,Journal/Book,Year,PMID_or_ISBN,pmid_isbn_page,Figure/Table,Recording assignments,Recording_method,Species,Strain,Gender,Age,Age_type,Behavioral status,Data Mining Method,Comments,Metadata code,Metadata rank,Reference ID,
CA1 (i)2232 Basket,4078,S110704,Perisomatic-targeting:Basket:CA1,,,,,,,,,,,,CA1:SP,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,"Klausberger T, Magill PJ, Márton LF, Roberts JD, Cobden PM, Buzsáki G, Somogyi P",Brain-state- and cell-type-specific firing of hippocampal interneurons in vivo,Nature,2003,12594513,0,Tab S1 (T80b FR non-theta/non-sharp-wave)@,5 juxtacellularly recorded cells assigned to 1 Hippocampome type,juxtacellular,rats,Sprague-Dawley,unknown sex,250-350 g,adult,urethane plus supplemental doses of ketamine and xylazine,PlotDigitizer,"no figure, interpretation is solely author-based",rJAU3,27,"""4078111451320114""",4078111451320114
CA1 (i)2232 Basket,4078,S110704,Perisomatic-targeting:Basket:CA1,,,,,,,,,,,,CA1:SP,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14.7,,,1,3,,,,,,,,,,,,,,,,,,,,,"Klausberger T, Magill PJ, Márton LF, Roberts JD, Cobden PM, Buzsáki G, Somogyi P",Brain-state- and cell-type-specific firing of hippocampal interneurons in vivo,Nature,2003,12594513,0,Tab S1 T44b (FR SWR@),5 juxtacellularly recorded cells assigned to 1 Hippocampome type,juxtacellular,rats,Sprague-Dawley,unknown sex,250-350 g,adult,urethane plus supplemental doses of ketamine and xylazine,PlotDigitizer,Identified from Fig 1b,rJAU3,27,"""4078116451320115""",4078116451320115
CA1 (i)2232 Basket,4078,S110704,Perisomatic-targeting:Basket:CA1,,,,,,,,,,,,CA1:SP,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,25.6,,,1,3,,,,,,,,,,,,,,,,,,,,,"Klausberger T, Magill PJ, Márton LF, Roberts JD, Cobden PM, Buzsáki G, Somogyi P",Brain-state- and cell-type-specific firing of hippocampal interneurons in vivo,Nature,2003,12594513,0,Tab S1 T68a (FR SWR@),5 juxtacellularly recorded cells assigned to 1 Hippocampome type,juxtacellular,rats,Sprague-Dawley,unknown sex,250-350 g,adult,urethane plus supplemental doses of ketamine and xylazine,PlotDigitizer,"no figure, interpretation is solely author-based",rJAU3,27,"""4078116451320116""",4078116451320116
CA1 (i)2232 Basket,4078,S110704,Perisomatic-targeting:Basket:CA1,,,,,,,,,,,,CA1:SP,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,64.9,,,1,3,,,,,,,,,,,,,,,,,,,,,"Klausberger T, Magill PJ, Márton LF, Roberts JD, Cobden PM, Buzsáki G, Somogyi P",Brain-state- and cell-type-specific firing of hippocampal interneurons in vivo,Nature,2003,12594513,0,Tab S1 T75aa (FR SWR@),5 juxtacellularly recorded cells assigned to 1 Hippocampome type,juxtacellular,rats,Sprague-Dawley,unknown sex,250-350 g,adult,urethane plus supplemental doses of ketamine and xylazine,PlotDigitizer,"no figure, interpretation is solely author-based",rJAU3,27,"""4078116451320117""",4078116451320117
CA1 (i)2232 Basket,4078,S110704,Perisomatic-targeting:Basket:CA1,,,,,,,,,,,,CA1:SP,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20.6,,,1,3,,,,,,,,,,,,,,,,,,,,,"Klausberger T, Magill PJ, Márton LF, Roberts JD, Cobden PM, Buzsáki G, Somogyi P",Brain-state- and cell-type-specific firing of hippocampal interneurons in vivo,Nature,2003,12594513,0,Tab S1 T75ab (FR SWR@),5 juxtacellularly recorded cells assigned to 1 Hippocampome type,juxtacellular,rats,Sprague-Dawley,unknown sex,250-350 g,adult,urethane plus supplemental doses of ketamine and xylazine,PlotDigitizer,"no figure, interpretation is solely author-based",rJAU3,27,"""4078116451320118""",4078116451320118
CA1 (i)2232 Basket,4078,S110704,Perisomatic-targeting:Basket:CA1,,,,,,,,,,,,CA1:SP,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,37.6,,,1,3,,,,,,,,,,,,,,,,,,,,,"Klausberger T, Magill PJ, Márton LF, Roberts JD, Cobden PM, Buzsáki G, Somogyi P",Brain-state- and cell-type-specific firing of hippocampal interneurons in vivo,Nature,2003,12594513,0,Tab S1 T80b (FR SWR@),5 juxtacellularly recorded cells assigned to 1 Hippocampome type,juxtacellular,rats,Sprague-Dawley,unknown sex,250-350 g,adult,urethane plus supplemental doses of ketamine and xylazine,PlotDigitizer,"no figure, interpretation is solely author-based",rJAU3,27,"""4078116451320119""",4078116451320119
CA1 (i)2232 Basket,4078,S110704,Perisomatic-targeting:Basket:CA1,,267,,,1,,,,,,180,CA1:SP,0,87,peak,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Varga C, Oijala M, Lish J, Szabo GG, Bezaire M, Marchionni I, Golshani P, Soltesz I",Functional fission of parvalbumin interneuron classes during fast network events,eLife,2014,25375253,0,Fig 1C (theta)@,1 juxtacellularly recorded cell assigned to 1 Hippocampome type,juxtacellular,mice,C57BL/6,unknown sex,3-12 m old,adult,head-fixed awake,PlotDigitizer,"no figure, interpretation is solely author-based",mJAU2,11,"""4078101525310103""",4078101525310103
CA1 (i)2232 Basket,4078,S110704,Perisomatic-targeting:Basket:CA1,,269,,,1,,,,,,180,CA1:SP,0,89,peak,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Varga C, Oijala M, Lish J, Szabo GG, Bezaire M, Marchionni I, Golshani P, Soltesz I",Functional fission of parvalbumin interneuron classes during fast network events,eLife,2014,25375253,0,Fig 1C (theta)@,1 juxtacellularly recorded cell assigned to 1 Hippocampome type,juxtacellular,mice,C57BL/6,unknown sex,3-12 m old,adult,head-fixed awake,PlotDigitizer,"no figure, interpretation is solely author-based",mJAU2,11,"""4078101525310107""",4078101525310107
CA1 (i)2232 Basket,4078,S110704,Perisomatic-targeting:Basket:CA1,,282,,,1,,,,,,180,CA1:SP,0,102,trough,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Varga C, Oijala M, Lish J, Szabo GG, Bezaire M, Marchionni I, Golshani P, Soltesz I",Functional fission of parvalbumin interneuron classes during fast network events,eLife,2014,25375253,0,Fig 1C (theta)@,1 juxtacellularly recorded cell assigned to 1 Hippocampome type,juxtacellular,mice,C57BL/6,unknown sex,3-12 m old,adult,head-fixed awake,PlotDigitizer,"no figure, interpretation is solely author-based",mJAU2,11,"""4078101525310108""",4078101525310108
CA1 (i)2232 Basket,4078,S110704,Perisomatic-targeting:Basket:CA1,,303,,,1,,,,,,180,CA1:SP,0,123,trough,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Varga C, Oijala M, Lish J, Szabo GG, Bezaire M, Marchionni I, Golshani P, Soltesz I",Functional fission of parvalbumin interneuron classes during fast network events,eLife,2014,25375253,0,Fig 1C (theta)@,1 juxtacellularly recorded cell assigned to 1 Hippocampome type,juxtacellular,mice,C57BL/6,unknown sex,3-12 m old,adult,head-fixed awake,PlotDigitizer,"no figure, interpretation is solely author-based",mJAU2,11,"""4078101525310109""",4078101525310109
CA1 (i)2232 Basket,4078,S110704,Perisomatic-targeting:Basket:CA1,,308,,,1,,,,,,180,CA1:SP,0,128,trough,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Varga C, Oijala M, Lish J, Szabo GG, Bezaire M, Marchionni I, Golshani P, Soltesz I",Functional fission of parvalbumin interneuron classes during fast network events,eLife,2014,25375253,0,Fig 1C (theta)@,1 juxtacellularly recorded cell assigned to 1 Hippocampome type,juxtacellular,mice,C57BL/6,unknown sex,3-12 m old,adult,head-fixed awake,PlotDigitizer,"no figure, interpretation is solely author-based",mJAU2,11,"""4078101525310110""",4078101525310110
CA1 (i)2232 Basket,4078,S110704,Perisomatic-targeting:Basket:CA1,,314,,,1,,,,,,180,CA1:SP,0,134,trough,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Varga C, Oijala M, Lish J, Szabo GG, Bezaire M, Marchionni I, Golshani P, Soltesz I",Functional fission of parvalbumin interneuron classes during fast network events,eLife,2014,25375253,0,Fig 1C (theta)@,1 juxtacellularly recorded cell assigned to 1 Hippocampome type,juxtacellular,mice,C57BL/6,unknown sex,3-12 m old,adult,head-fixed awake,PlotDigitizer,"no figure, interpretation is solely author-based",mJAU2,11,"""4078101525310111""",4078101525310111
CA1 (i)2232 Basket,4078,S110704,Perisomatic-targeting:Basket:CA1,,317,,,1,,,,,,180,CA1:SP,0,137,trough,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Varga C, Oijala M, Lish J, Szabo GG, Bezaire M, Marchionni I, Golshani P, Soltesz I",Functional fission of parvalbumin interneuron classes during fast network events,eLife,2014,25375253,0,Fig 1C (theta)@,1 juxtacellularly recorded cell assigned to 1 Hippocampome type,juxtacellular,mice,C57BL/6,unknown sex,3-12 m old,adult,head-fixed awake,PlotDigitizer,"no figure, interpretation is solely author-based",mJAU2,11,"""4078101525310112""",4078101525310112
CA1 (i)2232 Basket,4078,S110704,Perisomatic-targeting:Basket:CA1,,317,,,1,,,,,,180,CA1:SP,0,137,trough,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Varga C, Oijala M, Lish J, Szabo GG, Bezaire M, Marchionni I, Golshani P, Soltesz I",Functional fission of parvalbumin interneuron classes during fast network events,eLife,2014,25375253,0,Fig 1C (theta)@,1 juxtacellularly recorded cell assigned to 1 Hippocampome type,juxtacellular,mice,C57BL/6,unknown sex,3-12 m old,adult,head-fixed awake,PlotDigitizer,"no figure, interpretation is solely author-based",mJAU2,11,"""4078101525310113""",4078101525310113
CA1 (i)2232 Basket,4078,S110704,Perisomatic-targeting:Basket:CA1,,328,,,1,,,,,,180,CA1:SP,0,148,trough,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Varga C, Oijala M, Lish J, Szabo GG, Bezaire M, Marchionni I, Golshani P, Soltesz I",Functional fission of parvalbumin interneuron classes during fast network events,eLife,2014,25375253,0,Fig 1C (theta)@,1 juxtacellularly recorded cell assigned to 1 Hippocampome type,juxtacellular,mice,C57BL/6,unknown sex,3-12 m old,adult,head-fixed awake,PlotDigitizer,"no figure, interpretation is solely author-based",mJAU2,11,"""4078101525310114""",4078101525310114
CA1 (i)2232 Basket,4078,S110704,Perisomatic-targeting:Basket:CA1,,329,,,1,,,,,,180,CA1:SP,0,149,trough,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Varga C, Oijala M, Lish J, Szabo GG, Bezaire M, Marchionni I, Golshani P, Soltesz I",Functional fission of parvalbumin interneuron classes during fast network events,eLife,2014,25375253,0,Fig 1C (theta)@,1 juxtacellularly recorded cell assigned to 1 Hippocampome type,juxtacellular,mice,C57BL/6,unknown sex,3-12 m old,adult,head-fixed awake,PlotDigitizer,"no figure, interpretation is solely author-based",mJAU2,11,"""4078101525310115""",4078101525310115
CA1 (i)2232 Basket,4078,S110704,Perisomatic-targeting:Basket:CA1,,330,,,1,,,,,,180,CA1:SP,0,150,trough,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Varga C, Oijala M, Lish J, Szabo GG, Bezaire M, Marchionni I, Golshani P, Soltesz I",Functional fission of parvalbumin interneuron classes during fast network events,eLife,2014,25375253,0,Fig 1C (theta)@,1 juxtacellularly recorded cell assigned to 1 Hippocampome type,juxtacellular,mice,C57BL/6,unknown sex,3-12 m old,adult,head-fixed awake,PlotDigitizer,"no figure, interpretation is solely author-based",mJAU2,11,"""4078101525310116""",4078101525310116
CA1 (i)2232 Basket,4078,S110704,Perisomatic-targeting:Basket:CA1,,340,,,1,,,,,,180,CA1:SP,0,160,trough,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Varga C, Oijala M, Lish J, Szabo GG, Bezaire M, Marchionni I, Golshani P, Soltesz I",Functional fission of parvalbumin interneuron classes during fast network events,eLife,2014,25375253,0,Fig 1C (theta)@,1 juxtacellularly recorded cell assigned to 1 Hippocampome type,juxtacellular,mice,C57BL/6,unknown sex,3-12 m old,adult,head-fixed awake,PlotDigitizer,"no figure, interpretation is solely author-based",mJAU2,11,"""4078101525310117""",4078101525310117
CA1 (i)2232 Basket,4078,S110704,Perisomatic-targeting:Basket:CA1,,,,,,,,,,,,CA1:SP,0,,,110,18,SD,NA,180,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Varga C, Oijala M, Lish J, Szabo GG, Bezaire M, Marchionni I, Golshani P, Soltesz I",Functional fission of parvalbumin interneuron classes during fast network events,eLife,2014,25375253,0,text quote (gamma)@,mean of 12 juxtacellularly recorded cells assigned to 2 Hippocampome types,juxtacellular,mice,C57BL/6,unknown sex,3-12 m old,adult,head-fixed awake,read from text,value applied across two different cell types,mJAU2,11,"""4078105525330000""",4078105525330000
CA1 (i)2232 Basket,4078,S110704,Perisomatic-targeting:Basket:CA1,,,,,,,,,,,,CA1:SP,0,,,,,,,,41,,,1,180,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Varga C, Oijala M, Lish J, Szabo GG, Bezaire M, Marchionni I, Golshani P, Soltesz I",Functional fission of parvalbumin interneuron classes during fast network events,eLife,2014,25375253,0,Fig 2C (epsilon)@,1 juxtacellularly recorded cell assigned to 1 Hippocampome type,juxtacellular,mice,C57BL/6,unknown sex,3-12 m old,adult,head-fixed awake,PlotDigitizer,"no figure, interpretation is solely author-based",mJAU2,11,"""4078106525310203""",4078106525310203
CA1 (i)2232 Basket,4078,S110704,Perisomatic-targeting:Basket:CA1,,,,,,,,,,,,CA1:SP,0,,,,,,,,54,,,1,180,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Varga C, Oijala M, Lish J, Szabo GG, Bezaire M, Marchionni I, Golshani P, Soltesz I",Functional fission of parvalbumin interneuron classes during fast network events,eLife,2014,25375253,0,Fig 2C (epsilon)@,1 juxtacellularly recorded cell assigned to 1 Hippocampome type,juxtacellular,mice,C57BL/6,unknown sex,3-12 m old,adult,head-fixed awake,PlotDigitizer,"no figure, interpretation is solely author-based",mJAU2,11,"""4078106525310207""",4078106525310207
CA1 (i)2232 Basket,4078,S110704,Perisomatic-targeting:Basket:CA1,,,,,,,,,,,,CA1:SP,0,,,,,,,,56,,,1,180,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Varga C, Oijala M, Lish J, Szabo GG, Bezaire M, Marchionni I, Golshani P, Soltesz I",Functional fission of parvalbumin interneuron classes during fast network events,eLife,2014,25375253,0,Fig 2C (epsilon)@,1 juxtacellularly recorded cell assigned to 1 Hippocampome type,juxtacellular,mice,C57BL/6,unknown sex,3-12 m old,adult,head-fixed awake,PlotDigitizer,"no figure, interpretation is solely author-based",mJAU2,11,"""4078106525310208""",4078106525310208
CA1 (i)2232 Basket,4078,S110704,Perisomatic-targeting:Basket:CA1,,,,,,,,,,,,CA1:SP,0,,,,,,,,57,,,1,180,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Varga C, Oijala M, Lish J, Szabo GG, Bezaire M, Marchionni I, Golshani P, Soltesz I",Functional fission of parvalbumin interneuron classes during fast network events,eLife,2014,25375253,0,Fig 2C (epsilon)@,1 juxtacellularly recorded cell assigned to 1 Hippocampome type,juxtacellular,mice,C57BL/6,unknown sex,3-12 m old,adult,head-fixed awake,PlotDigitizer,"no figure, interpretation is solely author-based",mJAU2,11,"""4078106525310209""",4078106525310209
CA1 (i)2232 Basket,4078,S110704,Perisomatic-targeting:Basket:CA1,,,,,,,,,,,,CA1:SP,0,,,,,,,,60,,,1,180,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Varga C, Oijala M, Lish J, Szabo GG, Bezaire M, Marchionni I, Golshani P, Soltesz I",Functional fission of parvalbumin interneuron classes during fast network events,eLife,2014,25375253,0,Fig 2C (epsilon)@,1 juxtacellularly recorded cell assigned to 1 Hippocampome type,juxtacellular,mice,C57BL/6,unknown sex,3-12 m old,adult,head-fixed awake,PlotDigitizer,"no figure, interpretation is solely author-based",mJAU2,11,"""4078106525310210""",4078106525310210
CA1 (i)2232 Basket,4078,S110704,Perisomatic-targeting:Basket:CA1,,,,,,,,,,,,CA1:SP,0,,,,,,,,63,,,1,180,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Varga C, Oijala M, Lish J, Szabo GG, Bezaire M, Marchionni I, Golshani P, Soltesz I",Functional fission of parvalbumin interneuron classes during fast network events,eLife,2014,25375253,0,Fig 2C (epsilon)@,1 juxtacellularly recorded cell assigned to 1 Hippocampome type,juxtacellular,mice,C57BL/6,unknown sex,3-12 m old,adult,head-fixed awake,PlotDigitizer,"no figure, interpretation is solely author-based",mJAU2,11,"""4078106525310211""",4078106525310211
CA1 (i)2232 Basket,4078,S110704,Perisomatic-targeting:Basket:CA1,,,,,,,,,,,,CA1:SP,0,,,,,,,,65,,,1,180,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Varga C, Oijala M, Lish J, Szabo GG, Bezaire M, Marchionni I, Golshani P, Soltesz I",Functional fission of parvalbumin interneuron classes during fast network events,eLife,2014,25375253,0,Fig 2C (epsilon)@,1 juxtacellularly recorded cell assigned to 1 Hippocampome type,juxtacellular,mice,C57BL/6,unknown sex,3-12 m old,adult,head-fixed awake,PlotDigitizer,"no figure, interpretation is solely author-based",mJAU2,11,"""4078106525310212""",4078106525310212
CA1 (i)2232 Basket,4078,S110704,Perisomatic-targeting:Basket:CA1,,,,,,,,,,,,CA1:SP,0,,,,,,,,71,,,1,180,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Varga C, Oijala M, Lish J, Szabo GG, Bezaire M, Marchionni I, Golshani P, Soltesz I",Functional fission of parvalbumin interneuron classes during fast network events,eLife,2014,25375253,0,Fig 2C (epsilon)@,1 juxtacellularly recorded cell assigned to 1 Hippocampome type,juxtacellular,mice,C57BL/6,unknown sex,3-12 m old,adult,head-fixed awake,PlotDigitizer,"no figure, interpretation is solely author-based",mJAU2,11,"""4078106525310213""",4078106525310213
CA1 (i)2232 Basket,4078,S110704,Perisomatic-targeting:Basket:CA1,,,,,,,,,,,,CA1:SP,0,,,,,,,,73,,,1,180,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Varga C, Oijala M, Lish J, Szabo GG, Bezaire M, Marchionni I, Golshani P, Soltesz I",Functional fission of parvalbumin interneuron classes during fast network events,eLife,2014,25375253,0,Fig 2C (epsilon)@,1 juxtacellularly recorded cell assigned to 1 Hippocampome type,juxtacellular,mice,C57BL/6,unknown sex,3-12 m old,adult,head-fixed awake,PlotDigitizer,"no figure, interpretation is solely author-based",mJAU2,11,"""4078106525310214""",4078106525310214
CA1 (i)2232 Basket,4078,S110704,Perisomatic-targeting:Basket:CA1,,,,,,,,,,,,CA1:SP,0,,,,,,,,81,,,1,180,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Varga C, Oijala M, Lish J, Szabo GG, Bezaire M, Marchionni I, Golshani P, Soltesz I",Functional fission of parvalbumin interneuron classes during fast network events,eLife,2014,25375253,0,Fig 2C (epsilon)@,1 juxtacellularly recorded cell assigned to 1 Hippocampome type,juxtacellular,mice,C57BL/6,unknown sex,3-12 m old,adult,head-fixed awake,PlotDigitizer,"no figure, interpretation is solely author-based",mJAU2,11,"""4078106525310215""",4078106525310215
CA1 (i)2232 Basket,4078,S110704,Perisomatic-targeting:Basket:CA1,,,,,,,,,,,,CA1:SP,0,,,,,,,,87,,,1,180,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Varga C, Oijala M, Lish J, Szabo GG, Bezaire M, Marchionni I, Golshani P, Soltesz I",Functional fission of parvalbumin interneuron classes during fast network events,eLife,2014,25375253,0,Fig 2C (epsilon)@,1 juxtacellularly recorded cell assigned to 1 Hippocampome type,juxtacellular,mice,C57BL/6,unknown sex,3-12 m old,adult,head-fixed awake,PlotDigitizer,"no figure, interpretation is solely author-based",mJAU2,11,"""4078106525310216""",4078106525310216
CA1 (i)2232 Basket,4078,S110704,Perisomatic-targeting:Basket:CA1,,,,,,,,,,,,CA1:SP,0,,,,,,,,159,,,1,180,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Varga C, Oijala M, Lish J, Szabo GG, Bezaire M, Marchionni I, Golshani P, Soltesz I",Functional fission of parvalbumin interneuron classes during fast network events,eLife,2014,25375253,0,Fig 2C (epsilon)@,1 juxtacellularly recorded cell assigned to 1 Hippocampome type,juxtacellular,mice,C57BL/6,unknown sex,3-12 m old,adult,head-fixed awake,PlotDigitizer,"no figure, interpretation is solely author-based",mJAU2,11,"""4078106525310217""",4078106525310217
CA1 (i)2232 Basket,4078,S110704,Perisomatic-targeting:Basket:CA1,,,,,,,,,,,,CA1:SP,0,,,,,,,,,,,,,36,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Varga C, Oijala M, Lish J, Szabo GG, Bezaire M, Marchionni I, Golshani P, Soltesz I",Functional fission of parvalbumin interneuron classes during fast network events,eLife,2014,25375253,0,Fig 2C (ripple)@,1 juxtacellularly recorded cell assigned to 1 Hippocampome type,juxtacellular,mice,C57BL/6,unknown sex,3-12 m old,adult,head-fixed awake,PlotDigitizer,"no figure, interpretation is solely author-based",mJAU2,11,"""4078107525310206""",4078107525310206
CA1 (i)2232 Basket,4078,S110704,Perisomatic-targeting:Basket:CA1,,,,,,,,,,,,CA1:SP,0,,,,,,,,,,,,,38,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Varga C, Oijala M, Lish J, Szabo GG, Bezaire M, Marchionni I, Golshani P, Soltesz I",Functional fission of parvalbumin interneuron classes during fast network events,eLife,2014,25375253,0,Fig 2C (ripple)@,1 juxtacellularly recorded cell assigned to 1 Hippocampome type,juxtacellular,mice,C57BL/6,unknown sex,3-12 m old,adult,head-fixed awake,PlotDigitizer,"no figure, interpretation is solely author-based",mJAU2,11,"""4078107525310207""",4078107525310207
CA1 (i)2232 Basket,4078,S110704,Perisomatic-targeting:Basket:CA1,,,,,,,,,,,,CA1:SP,0,,,,,,,,,,,,,39,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Varga C, Oijala M, Lish J, Szabo GG, Bezaire M, Marchionni I, Golshani P, Soltesz I",Functional fission of parvalbumin interneuron classes during fast network events,eLife,2014,25375253,0,Fig 2C (ripple)@,1 juxtacellularly recorded cell assigned to 1 Hippocampome type,juxtacellular,mice,C57BL/6,unknown sex,3-12 m old,adult,head-fixed awake,PlotDigitizer,"no figure, interpretation is solely author-based",mJAU2,11,"""4078107525310208""",4078107525310208
CA1 (i)2232 Basket,4078,S110704,Perisomatic-targeting:Basket:CA1,,,,,,,,,,,,CA1:SP,0,,,,,,,,,,,,,45,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Varga C, Oijala M, Lish J, Szabo GG, Bezaire M, Marchionni I, Golshani P, Soltesz I",Functional fission of parvalbumin interneuron classes during fast network events,eLife,2014,25375253,0,Fig 2C (ripple)@,1 juxtacellularly recorded cell assigned to 1 Hippocampome type,juxtacellular,mice,C57BL/6,unknown sex,3-12 m old,adult,head-fixed awake,PlotDigitizer,"no figure, interpretation is solely author-based",mJAU2,11,"""4078107525310209""",4078107525310209
CA1 (i)2232 Basket,4078,S110704,Perisomatic-targeting:Basket:CA1,,,,,,,,,,,,CA1:SP,0,,,,,,,,,,,,,47,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Varga C, Oijala M, Lish J, Szabo GG, Bezaire M, Marchionni I, Golshani P, Soltesz I",Functional fission of parvalbumin interneuron classes during fast network events,eLife,2014,25375253,0,Fig 2C (ripple)@,1 juxtacellularly recorded cell assigned to 1 Hippocampome type,juxtacellular,mice,C57BL/6,unknown sex,3-12 m old,adult,head-fixed awake,PlotDigitizer,"no figure, interpretation is solely author-based",mJAU2,11,"""4078107525310210""",4078107525310210
CA1 (i)2232 Basket,4078,S110704,Perisomatic-targeting:Basket:CA1,,,,,,,,,,,,CA1:SP,0,,,,,,,,,,,,,49,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Varga C, Oijala M, Lish J, Szabo GG, Bezaire M, Marchionni I, Golshani P, Soltesz I",Functional fission of parvalbumin interneuron classes during fast network events,eLife,2014,25375253,0,Fig 2C (ripple)@,1 juxtacellularly recorded cell assigned to 1 Hippocampome type,juxtacellular,mice,C57BL/6,unknown sex,3-12 m old,adult,head-fixed awake,PlotDigitizer,"no figure, interpretation is solely author-based",mJAU2,11,"""4078107525310211""",4078107525310211
CA1 (i)2232 Basket,4078,S110704,Perisomatic-targeting:Basket:CA1,,,,,,,,,,,,CA1:SP,0,,,,,,,,,,,,,52,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Varga C, Oijala M, Lish J, Szabo GG, Bezaire M, Marchionni I, Golshani P, Soltesz I",Functional fission of parvalbumin interneuron classes during fast network events,eLife,2014,25375253,0,Fig 2C (ripple)@,1 juxtacellularly recorded cell assigned to 1 Hippocampome type,juxtacellular,mice,C57BL/6,unknown sex,3-12 m old,adult,head-fixed awake,PlotDigitizer,"no figure, interpretation is solely author-based",mJAU2,11,"""4078107525310212""",4078107525310212
