Area,Cell type,Uniq ID,PMID/ISBN/DOI,Figure number,ReferenceID,Istim (pA),Tstim (ms),Reference ID,Transient 1,Transient 2,Transient 3,Transient 4,Steady State,Steady State,Notes,OVERALL FIRING PATTERN (old classification),Alternative classification,Delay (ms),PFS(ms),SWA (mV),,NISI, ISIAV (ms),SD (ms),Max ISI (ms),Min ISI (ms),1st ISI (ms),ISIAV1-2  (ms),ISIAV1-3 (ms),ISIAV1-4 (ms),Last ISI (ms),ISIAVn-n-1 (ms),ISIAVn-n-2 (ms),ISIAVn-n-3 (ms),MaxISI/MinISI,MaxISIn /ISIn-1,MaxISIn /ISIn+1,AI = (ISIAVn-n-2 - ISIAV1-3)/ ISIAVn-n-2,RDmax    (RDi=|ISIi-ISIAV|/ISIAV ),DF=(Delay-2 ISIAV1-2)/Delay,SF=(PSF-2 ISIAVn-n-1)/PSF,Tmax(scaled),ISImax(scaled),ISIav (scaled),SD(scaled),Slope,Intercept,Slope1,Intercept1,Css (Yc1),Xc1,Slope2,Intercept2,Slope3,Intercept3,Xc2,Yc2,F1-2,F1-2crit,F2-3,F2-3crit,F3-4,F3-4crit,P1-2,P2-3,P3-4,P1-2uv,P2-3uv,P3-4uv,,ISIi/ISIi-1,i,"ISIav(i,n)/ISI1,i-1",MaxISIj /ISIj-1,MaxISIj /ISIj+1,NISI_c, ISIAV (ms)_c,Max ISI (ms)_c,Min ISI (ms)_c,1st ISI (ms)_c,Tmax(scaled) _c,ISImax(scaled)_c,ISIav (scaled) _c,SD(scaled) _c,Slope_c,Intercept_c,no value_c,Intercept1_c,Css (Yc1) _c,Xc1_c,Slope2_c,Intercept2_c,Slope3_c,Intercept3_c,Xc2_c,Yc2_c,F1-2_c,F1-2crit_c,F2-3_c,F2-3crit_c,F3-4_c,F3-4crit_c,P1-2_c,P2-3_c,P3-4_c,P1-2uv_c,P2-3uv_c,P3-4uv_c, trace #,,,,,,,,Subtypes,,Original  FP names ,,OVERALL FIRING PATTERN,M_2p,C_2p,M_3p,C1_3p,C2_3p,M1_4p,C1_4p,M2_4p,C2_4p,N_ISI_cut_3p,N_ISI_cut_4p,F_12,F_crit_12,F_23,F_crit_23,F_34,F_crit_34,P_12,P_12_UV,P_23,P_23_UV,P_34,P_34_UV,M_FASP,C_FASP,N_ISI_cut_FASP,,,,ISI1,ISI2,ISI3,ISI4,ISI5,ISI6,ISI7,ISI8,ISI9,ISI10,ISI11,ISI12,ISI13,ISI14,ISI15,ISI16,ISI17,ISI18,ISI19,ISI20,ISI21,ISI22,ISI23,ISI24,ISI25,ISI26,ISI27,ISI28,ISI29,ISI30,ISI31,ISI32,ISI33,ISI34,ISI35,ISI36,ISI37,ISI38,ISI39,ISI40,ISI41,ISI42,ISI43,ISI44,ISI45,ISI46,ISI47,ISI48,ISI49,ISI50,ISI51,ISI52,ISI53,ISI54,ISI55,ISI56,ISI57,ISI58,ISI59,ISI60,ISI61,ISI62,ISI63,ISI64,ISI65,ISI66,ISI67,ISI68,ISI69,ISI70,ISI71,ISI72,ISI73,ISI74,ISI75,ISI76,ISI77,ISI78,ISI79,ISI80,ISI81,ISI82,ISI83,ISI84,ISI85,ISI86,ISI87,ISI88,ISI89,ISI90,ISI91,ISI92,ISI93,ISI94,ISI95,ISI96,ISI97,ISI98,ISI99,ISI100,ISI101,ISI102,ISI103,ISI104,ISI105,ISI106,ISI107,ISI108,ISI109
EC,Medial LIII Complex Pyramidal (e)313300,6006,22161956, Fig.9C2,600656195610903,200,975.189,,,,,,,,,*No_data,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,200,,,,,,,,6-006-1,,,,NASP,0.006026541,1.139431676,0.102982242,0.963475113,1.229171688,0.102982242,0.963475113,6.39E-04,1.221087509,3,3,1.517682624,2.217197134,no value,no value,no value,no value,0.449922215,no value,no value,no value,no value,no value,no value,no value,no value,,,,37.345,37.344,45.643,49.793,43.568,45.643,45.643,43.569,47.718,45.643,45.648,41.49,45.64,49.79,43.57,51.87,41.49,43.57,49.79,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EC,Medial LIII Complex Pyramidal (e)313300,6006,22161956, Fig 9C4,600658195610904,no value,971.847,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ASP.NASP,0.126698029,1.039986029,0.171853255,1.000239906,1.513918181,0.172414849,1,0.036729124,1.36036964,3,2,10.33036692,9.276628153,23183.7093,9.276628153,Infinity,9.276628153,no value,0.020977125,no value,0.020040791,no value,0.046299771,no value,no value,no value,,,,162.162,195.946,236.483,245.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EC,Medial LIII Complex Pyramidal (e)313300,6006,22161956, Fig 9C5,600680195610905,200,949.117,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,RASP.ASP.,0.019089833,1.039362806,0.04733186,0.999948288,1.156794019,0.04733186,1.056877607,0.019089833,1.039362806,3,0,1.203302743,3.438101233,1.337350491,3.438101233,no value,no value,0.013697833,no value,0.195406118,no value,no value,no value,0.377657235,1,2,,,,50.94,81.852,77.447,84.064,95.145,79.698,88.511,88.45,95.16,92.93,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EC,LEC LIII Complex Pyramidal (e)233310,6007,22162008,Fog.8C1,600756200810803,no value,952.5,,,,,,NASP,,,NASP,,185,145,0,,3,205.8333333,18.42778699,220,185,185,202.5,205.8333333,no value,212.5,216.25,205.8333333,no value,1.189189189,1.189189189,1.035294118,0,0.101214575,-1.189189189,-1.982758621,2.337837838,1.189189189,1.112612613,0.099609659,0.064145396,1.037198431,no value,no value,1.037198431,no value,no value,no value,0.064145396,1.037198431,no value,no value,1.18776312,161.4476388,no value,no value,no value,no value,0.217652482,no value,no value,0.489666553,no value,no value,,no value,no value,no value,no value,no value,no value,no value,no value,no value,no value,no value,no value,no value,no value,no value,no value,no value,no value,no value,no value,no value,no value,no value,no value,no value,no value,no value,no value,no value,no value,no value,no value,no value,no value,no value,no value,no value,no value,201,,,,,,,,6-007-1,Subtypes OR multi-behavior,,,NASP,0.064145396,1.037198431,0.120113133,1.017148191,1.15997543,0.159090909,1,-0.035294118,1.231160572,1,2,3.069860014,19,no value,no value,no value,no value,0.217652482,no value,no value,no value,no value,no value,no value,no value,no value,,,,185,220,212.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EC,LEC LIII Complex Pyramidal (e)233310,6007,22162008,Fig.8C2,600765200810804,200,959.39094,,,,ASP.,,,,,ASP.,,27.9188,17.7665,0,,15,60.5753,12.42903978,76.1422,27.91876,27.91876,38.07106,42.30117667,44.416235,76.1422,72.3351,71.066,72.33505,2.727277286,1.153847494,1.11111403,0.404762099,0.539106534,-1.727270513,-7.14286438,31.54548196,2.727277286,2.169698798,0.445185953,0.037697492,1.614745579,0.102765255,1.297827443,2.434345299,11.05935907,0.140925551,1.216174493,0.022352766,1.953061079,6.21463506,2.091975361,3.443879518,2.576927084,0.62879241,0.388059098,2.381525662,2.576927084,0.004792895,0.382450618,0.232933279,0.006461778,0.434315074,0.321369689,,no value,no value,no value,no value,no value,no value,no value,no value,no value,no value,no value,no value,no value,no value,no value,no value,no value,no value,no value,no value,no value,no value,no value,no value,no value,no value,no value,no value,no value,no value,no value,no value,no value,no value,no value,no value,no value,no value,202,,,,,,,,6-007-1,Subtypes OR multi-behavior,,,ASP.,0.037697492,1.614745579,0.077630907,1.377248529,2.480521546,0.140924942,1.2161775,0.022352285,1.953072195,8,4,3.413577975,2.483725741,2.17919377,2.483725741,no value,no value,no value,0.027279901,0.371606567,no value,no value,no value,no value,no value,no value,,,,27.91876,48.22336,50.76141,50.76141,58.37566,60.9137,58.3756,68.528,65.9898,63.45177,65.98983,76.1422,68.5278,68.528,76.1422,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EC,LEC LIII Complex Pyramidal (e)233310,6007,22162008,Fig.8C5,600765200810805,200,980.59222,,,,ASP.,,,,AI<0.28; MaxISI/MinISI<2.5,NASP,ASP.-auto ,57.63162,2.1301,0,,9,101.4276778,15.43250682,123.0737,71.84554,71.84554,84.6263,88.045,89.754375,117.9588,120.51625,117.9544,112.1831125,1.713031874,1.09078203,1.04336175,0.25356748,0.291657449,-1.936801013,-112.1554857,11.70571701,1.713031874,1.411746335,0.214801181,0.047579153,1.145355755,0.120436252,1.063601351,1.504881387,3.664013359,0.204731581,0.999998697,0.037563527,1.226610729,1.355594128,1.277531625,3.20721379,3.78704354,0.625543843,0.264058226,1.502644382,3.78704354,0.037982018,0.914799261,0.000691563,0.063503948,0.042881542,0.021254002,,no value,no value,no value,no value,no value,no value,no value,no value,no value,no value,no value,no value,no value,no value,no value,no value,no value,no value,no value,no value,no value,no value,no value,no value,no value,no value,no value,no value,no value,no value,no value,no value,no value,no value,no value,no value,no value,no value,203,,,,,,,,6-007-1,Subtypes OR multi-behavior,,,ASP.,0.047579153,1.145355755,0.051632265,1.132196481,1.651807309,0.047377355,1.144517589,0.03856362,1.233207944,7,7,5.655497352,3.438101233,1.378638169,3.438101233,no value,no value,no value,0.047228803,0.081508897,no value,no value,no value,no value,no value,no value,,,,71.84554,97.40706,94.8824,94.8825,105.09915,94.86925,112.8307,123.0737,117.9588,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EC,MEC LII PC-Multiform (e)-233111,6008,22162008,Fig. 7 C1,600856200810703,200,1000.81,,,,,,NASP,,,NASP,,272.525,129.07,0,,4,148.05825,10.57232344,158,135.856,155.709,149.1885,144.7443333,148.05825,158,146.928,145.508,148.05825,1.162996114,1.162996114,no value,0.00524828,0.082415198,-0.094861022,-1.27671806,3.21313744,1.162996114,1.089817527,0.07782007,0.00164662,1.087218577,0,30.16026723,1.089817527,no value,0,30.16026723,0.001646957,1.087216663,17652.5863,30.16026723,0.956837338,0.052631579,1.045109715,19,0.956813055,0.052631579,0.484909015,0.515090985,0.484909019,0.483498424,0.483498424,0.483486976,,no value,no value,no value,no value,no value,no value,no value,no value,no value,no value,no value,no value,no value,no value,no value,no value,0,6.852953586,5.197791842,no value,0,5.887856093,0.109308726,4.041321227,16.89284036,5.887856093,no value,no value,no value,no value,no value,no value,no value,no value,no value,no value,no value,no value,204,,,,,,,,6-008-1,Subtypes OR multi-behavior,,,NASP,0.00164662,1.087218577,0.00164662,1.14613267,1.089817527,0.00164662,1.14613267,0.00164662,1.087218577,0,0,1.006213531,9.276628153,no value,no value,no value,no value,0.484909015,no value,no value,no value,no value,no value,no value,no value,no value,,,,155.709,142.668,135.856,158,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EC,MEC LII PC-Multiform (e)-233111,6008,22162008,Fig. 7C2,600865200810704,200,998.959,,,,ASP.,,,,,ASP.,,53.857,25.94,0,,17,53.88064706,8.827602371,64.18,30.854,30.854,35.3565,39.076,41.479,61.96,63.055,63.43,62.495,2.080119271,1.07522198,1.000467654,0.383950812,0.427363967,-0.312976957,-3.861603701,28.68726907,2.080119271,1.746309946,0.286108847,0.027407665,1.376149651,0.070803622,1.18298746,1.914550651,10.33228492,0.180261509,1.02064495,0.018468617,1.551644417,3.281970315,1.612257871,3.741207949,2.403447071,0.899618258,0.416069075,4.866437001,2.403447071,0.003350884,0.59609121,0.005810911,0.003859654,0.205972339,0.0205495,,no value,no value,no value,no value,no value,no value,no value,no value,no value,no value,no value,no value,no value,no value,no value,no value,no value,no value,no value,no value,no value,no value,no value,no value,no value,no value,no value,no value,no value,no value,no value,no value,no value,no value,no value,no value,no value,no value,205,,,,,,,,6-008-1,Subtypes OR multi-behavior,,,ASP.,0.027407665,1.376149651,0.043732156,1.27390414,1.977474558,0.180260755,1.020647178,0.018468288,1.551651239,10,3,3.693576872,2.333483628,1.740179277,2.333483628,no value,no value,no value,0.013419727,0.42090291,no value,no value,no value,no value,no value,no value,,,,30.854,39.859,46.515,48.688,55.325,48.728,55.286,53.132,52.995,57.498,59.831,59.75,57.53,59.69,64.18,64.15,61.96,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EC,MEC LII PC-Multiform (e)-233111,6008,22162008,Fig. 7 C4,600879200810705,200,1000.192,see beloW,,,,,NASP,,,NASP,,68.919,230.08,0,,3,233.9696667,40.4765714,269.368,189.84,189.84,229.604,233.9696667,no value,242.701,256.0345,233.9696667,no value,1.418921197,1.418921197,1.109875938,0,0.188612769,-5.6630102,-1.22561283,2.697371471,1.418921197,1.232457157,0.213214135,0.10673372,1.08600808,0,30.16026723,1.232457157,no value,0,30.16026723,0.106737632,1.086002625,272.3900096,30.16026723,2.667438196,161.4476388,0.374891535,0.006193959,2.667760277,161.4476388,0.309647546,0.690352454,0.309655066,0.406242819,0.406242819,0.406231156,,no value,no value,no value,no value,no value,no value,no value,no value,no value,no value,no value,no value,no value,no value,no value,no value,0,6.852953586,5.197791842,no value,0,5.887856093,0.109308726,4.041321227,16.89284036,5.887856093,no value,no value,no value,no value,no value,no value,no value,no value,no value,no value,no value,no value,206,,,,,,,,6-008-1,Subtypes OR multi-behavior,,,RASP.,0.10673372,1.08600808,0.203762066,1.041125334,1.330237648,0.295239227,1,-0.109875938,1.574826494,1,2,3.410828511,19,no value,no value,no value,no value,0.309647546,no value,no value,no value,no value,no value,0.295239227,1,2,,,,189.84,269.368,242.701,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EC,MEC LII PC-Multiform (e)-233111,6008,22162008,Fig. 7 C5,600865200810706,200,959.797,,,,ASP.,,,,,ASP.,,15.024,61.07,0,,17,51.90823529,13.70224726,78.36,20.608,20.608,28.757,32.227,33.96225,78.36,70.275,68.34666667,66.24525,3.802406832,1.260009648,no value,0.52847737,0.602991705,-2.82814164,-1.301457344,41.82026398,3.802406832,2.518839057,0.664899421,0.046572498,1.647598644,0,30.16026723,2.518839057,no value,0,30.16026723,0.046572497,1.647596801,612.2212041,30.16026723,7.833788836,2.403447071,0.127652152,0.416069075,7.833785868,2.403447071,0.000598592,0.999401408,0.000598601,0.001002677,0.001002677,0.00100269,,no value,no value,no value,no value,no value,no value,no value,no value,no value,no value,no value,no value,no value,no value,no value,no value,0,6.852953586,5.197791842,no value,0,5.887856093,0.109308726,4.041321227,16.89284036,5.887856093,no value,no value,no value,no value,no value,no value,no value,no value,no value,no value,no value,no value,207,,,,,,,,6-008-1,Subtypes OR multi-behavior,,,ASP.,0.046572498,1.647598644,0.051492341,1.600593728,3.316511387,0.149084342,1.235260234,0.037969314,1.890277971,14,4,6.123888327,2.333483628,1.042408693,2.333483628,no value,no value,no value,0.002255089,0.299522764,no value,no value,no value,no value,no value,no value,,,,20.608,36.906,39.167,39.168,46.079,50.665,43.775,48.383,53.076,55.337,59.84,57.577,66.878,59.941,64.49,62.19,78.36,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EC,LIII Pyramidal (e)223111p,6017,22161956, Fig.9C2,,200,975.189,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NASP,0.006026541,1.139431676,0.102982242,0.963475113,1.229171688,0.102982242,0.963475113,6.39E-04,1.221087509,3,3,1.517682624,2.217197134,no value,no value,no value,no value,0.449922215,no value,no value,no value,no value,no value,no value,no value,no value,,,,37.345,37.344,45.643,49.793,43.568,45.643,45.643,43.569,47.718,45.643,45.648,41.49,45.64,49.79,43.57,51.87,41.49,43.57,49.79,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EC,LIII Pyramidal (e)223111p,6017,22161956, Fig 9C4,601758195610703,no value,971.847,,,,ASP.,,,,,ASP.,,4.61899,36.8307,0,,21,44.02338095,11.35856947,61.7173,22.73108,23.22568,22.97838,23.55224667,25.157235,52.9738,51.16825,53.51823333,53.3658,2.715106365,1.295591187,1.166491207,0.559921074,0.483658922,-8.949525762,-1.778565164,39.64903207,2.715106365,1.936704325,0.499693348,0.033013924,1.352533931,0.080250606,1.028373337,2.299782278,15.84298253,0.080250806,1.028372682,0.006165089,2.12706578,14.83002586,2.218494212,1.421251546,2.333483627,1.73551572,2.333483627,0.996529137,0.428543825,0.00321603,0.00952592,0.55366168,0.153498964,0.409275341,0.490088988,,no value,no value,no value,no value,no value,no value,no value,no value,no value,no value,no value,no value,no value,no value,no value,no value,no value,no value,no value,no value,no value,no value,no value,no value,no value,no value,no value,no value,no value,no value,no value,no value,no value,no value,no value,no value,no value,no value,208,,,,,,,,6-017-1,Subtypes,,,ASP.NASP,0.126698029,1.039986029,0.171853255,1.000239906,1.513918181,0.172414849,1,0.036729124,1.36036964,3,2,10.33036692,9.276628153,23183.7093,9.276628153,Infinity,9.276628153,no value,0.020977125,no value,0.020040791,no value,0.046299771,no value,no value,no value,,,,162.162,195.946,236.483,245.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EC,LIII Pyramidal (e)223111p,6017,22161956, Fig 9C5,601775195610704,200,949.117,,,TSTUT.,,,NASP,,,TSTUT.NASP,,29.85636,58.6564,0,,13,69.43867308,15.52338767,79.2834,20.42752,20.42752,45.38304,53.26438333,55.6139625,78.0144,78.6489,76.30286667,76.72421,3.881205354,1.107143057,1.016266228,0.301934702,0.705819263,-2.04009196,-1.681681794,43.19052092,3.881205354,3.39927084,0.759925222,0.033663774,2.690142166,0.709583169,0.999998487,3.613378029,3.682978483,0.723233433,0.999996673,0.013289282,3.295939481,3.233976652,3.338916708,0.815814934,0.35487036,1.73400344,2.81793047,1.776823122,2.81793047,0.363408508,0.079066874,0.103808917,0.398413538,0.099661824,0.176266132,,3.443323517,1,3.599210077,1.107143057,1.016266228,12,73.52293583,79.2834,62.6627,70.33856,12.95725639,1.265240725,1.173312606,0.081860284,0.013288834,1.089369902,0.0234015,1.060697786,1.221607561,6.876045303,0.022000161,1.063706571,0.002554975,1.197412549,6.876045173,1.214980674,0.024522391,0.35487036,1.059305938,2.81793047,0.990496401,0.35487036,0.761691033,0.404459227,0.203128231,0.222548952,0.487284449,0.497215745,209,,,,,,,,6-017-2,Subtypes,,,RASP.ASP.,0.019089833,1.039362806,0.04733186,0.999948288,1.156794019,0.04733186,1.056877607,0.019089833,1.039362806,3,0,1.203302743,3.438101233,1.337350491,3.438101233,no value,no value,0.013697833,no value,0.195406118,no value,no value,no value,0.377657235,1,2,,,,50.94,81.852,77.447,84.064,95.145,79.698,88.511,88.45,95.16,92.93,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EC,LIII Stellate (e)223000,6018,22161956, Fig.9C2,601856195610902,200,975.189,,,,,,NASP,,,NASP,,62.241,0.09,0,,19,44.98773684,3.915550633,51.87,37.344,37.345,37.3445,40.11066667,42.53125,49.79,46.68,44.95,46.68,1.388978149,1.190498049,1.250180766,0.107660363,0.169907121,-0.199996787,-1036.333333,21.88897815,1.388978149,1.20468447,0.104850863,0.006026541,1.139431676,0.10298311,0.963472231,1.229171273,2.580025427,0.102986102,0.963471744,0.000639014,1.221083068,2.517036184,1.222691488,1.299661733,2.271892889,1.294233541,2.271892889,0.981094761,0.440161596,0.449922215,0.059684669,0.31060097,0.451406741,0.259558979,0.489678553,,no value,no value,no value,no value,no value,no value,no value,no value,no value,no value,no value,no value,no value,no value,no value,no value,no value,no value,no value,no value,no value,no value,no value,no value,no value,no value,no value,no value,no value,no value,no value,no value,no value,no value,no value,no value,no value,no value,210,,,,,,,,6-018-1,Subtypes OR multi-behavior,,,NASP,0.006026541,1.139431676,0.102982242,0.963475113,1.229171688,0.102982242,0.963475113,6.39E-04,1.221087509,3,3,1.517682624,2.217197134,no value,no value,no value,no value,0.449922215,no value,no value,no value,no value,no value,no value,no value,no value,,,,37.345,37.344,45.643,49.793,43.568,45.643,45.643,43.569,47.718,45.643,45.648,41.49,45.64,49.79,43.57,51.87,41.49,43.57,49.79,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EC,LIII Stellate (e)223000,6018,22161956, Fig 9C4,601858195610903,no value,971.847,,,,ASP.,,,,AI<0.28; MaxISI/MinISI<2.5,NASP,ASP.-auto ,103.604,5.63,0,,4,210.02275,38.50362052,245.5,162.162,162.162,179.054,198.197,210.02275,245.5,240.9915,225.9763333,210.02275,1.513918181,1.038129591,no value,0.122930277,0.227883646,-2.456507471,-84.60976909,4.180566347,1.513918181,1.295141587,0.237439231,0.126698029,1.039986029,no value,no value,1.039986029,no value,no value,no value,0.126698029,1.039986029,no value,no value,4.050275113,19,no value,no value,no value,no value,0.021805391,no value,no value,0.044791772,no value,no value,,no value,no value,no value,no value,no value,no value,no value,no value,no value,no value,no value,no value,no value,no value,no value,no value,no value,no value,no value,no value,no value,no value,no value,no value,no value,no value,no value,no value,no value,no value,no value,no value,no value,no value,no value,no value,no value,no value,211,,,,,,,,6-018-1,Subtypes OR multi-behavior,,,ASP.NASP,0.126698029,1.039986029,0.171853255,1.000239906,1.513918181,0.172414849,1,0.036729124,1.36036964,3,2,10.33036692,9.276628153,23183.7093,9.276628153,Infinity,9.276628153,no value,0.020977125,no value,0.020040791,no value,0.046299771,no value,no value,no value,,,,162.162,195.946,236.483,245.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EC,LIII Stellate (e)223000,6018,22161956, Fig 9C5,601880195610904,200,949.117,,,,,,NASP,,,NASP,,53.974,49.16,0,,10,83.4197,13.01416441,95.16,50.94,50.94,66.396,70.07966667,73.57575,92.93,94.045,92.18,91.26275,1.868080094,1.075862069,1.023996557,0.239751935,0.389352875,-1.460295698,-2.826078112,15.37606989,1.868080094,1.637606989,0.255480259,0.036181688,1.366514517,0.117946283,1.163899379,1.766435961,5.108567765,0.375614065,0.999999958,0.019090407,1.549523575,1.541338437,1.578948353,0.948361452,0.290858219,1.008069416,3.438101233,1.581965802,3.438101233,0.137703333,0.26670599,0.085722218,0.273122186,0.496866055,0.185329004,,no value,no value,no value,no value,no value,no value,no value,no value,no value,no value,no value,no value,no value,no value,no value,no value,no value,no value,no value,no value,no value,no value,no value,no value,no value,no value,no value,no value,no value,no value,no value,no value,no value,no value,no value,no value,no value,no value,212,,,,,,,,6-018-1,Subtypes OR multi-behavior,,,RASP.ASP.,0.019089833,1.039362806,0.04733186,0.999948288,1.156794019,0.04733186,1.056877607,0.019089833,1.039362806,3,0,1.203302743,3.438101233,1.337350491,3.438101233,no value,no value,0.013697833,no value,0.195406118,no value,no value,no value,0.377657235,1,2,,,,50.94,81.852,77.447,84.064,95.145,79.698,88.511,88.45,95.16,92.93,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EC,MEC LII Oblique Pyramidal (e)221100,6019,22161956,Fig. 7C2 ,601958195610703,200,957.05726,,,,ASP.,,,,,ASP.,,4.61899,36.8307,0,,21,44.02338095,11.35856947,61.7173,22.73108,23.22568,22.97838,23.55224667,25.157235,52.9738,51.16825,53.51823333,53.3658,2.715106365,1.295591187,1.166491207,0.559921074,0.483658922,-8.949525762,-1.778565164,39.64903207,2.715106365,1.936704325,0.499693348,0.033013924,1.352533931,0.080250606,1.028373337,2.299782278,15.84298253,0.080250806,1.028372682,0.006165089,2.12706578,14.83002586,2.218494212,1.421251546,2.333483627,1.73551572,2.333483627,0.996529137,0.428543825,0.00321603,0.00952592,0.55366168,0.153498964,0.409275341,0.490088988,,no value,no value,no value,no value,no value,no value,no value,no value,no value,no value,no value,no value,no value,no value,no value,no value,no value,no value,no value,no value,no value,no value,no value,no value,no value,no value,no value,no value,no value,no value,no value,no value,no value,no value,no value,no value,no value,no value,213,,,,,,,,6-019-1,Subtypes,,,ASP.NASP,0.033013924,1.352533931,0.08025061,1.028373559,2.29978454,0.108423458,0.935938146,0.01270023,1.920432632,10,7,4.044290771,2.124155213,1.956718053,2.124155213,1.046756918,2.124155213,no value,0.006816743,0.009525985,no value,0.178774142,no value,no value,no value,no value,,,,23.22568,22.73108,24.69998,29.9722,33.56473,37.04533,42.41084,47.6084,42.32686,45.86345,52.92725,52.8992,49.39065,49.40005,47.6084,47.6364,61.7173,52.9085,58.2182,49.3627,52.9738,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
