Authors,Title,Journal/Book,Year,PMID/ISBN,Cell Identifier,Name of file containing figure,Figure/Table,Quote reference id,Representative?,Interpretation notes figures,New?,Notes,copied to portal folder
"Lacaille J-C, Schwartzkroin PA","Stratum Lacunosum-Moleculare Interneurons of Hippocampal CA1 Region. Intracellular Response Characteristics, Synaptic Responses, and Morphology",Journal of Neuroscience,1988,3357023,4005,Lacaille-Schwartzkroin-1988-1411-JNeurosci-Fig3.jpeg,figure,612389,,,,,
Lacaille JC and Williams S,Membrane properties of interneurons in stratum oreins-alveus of the CA1 region of rat hippocampus in vitro.,Neuroscience,1990,2215928,4055,Lacaille-Williams-1990-349-Neurosci-Fig1B.jpeg,figure,611279,,,,,
"LasztÃÂczi B,ÃÂTukker JJ,ÃÂSomogyi P,ÃÂKlausberger T",Terminal field and firing selectivity of cholecystokinin-expressing interneurons in the hippocampal CA3 area,Journal of Neuroscience,2011,22159120,2049,Lasztoczi-Klausberger-2012-18073-JNeurosci-PMID22159120-Fig3A.p.jpeg,figure,612713,,,1,,
"LasztÃÂczi B,ÃÂTukker JJ,ÃÂSomogyi P,ÃÂKlausberger T",Terminal field and firing selectivity of cholecystokinin-expressing interneurons in the hippocampal CA3 area,Journal of Neuroscience,2011,22159120,2049,Lasztoczi-Klausberger-2012-18073-JNeurosci-PMID22159120-Tab1.pd.jpeg,table,612714,,,1,,
"LeÃÂo RN,ÃÂMikulovic S,ÃÂLeÃÂo KE,ÃÂMunguba H,ÃÂGezelius H,ÃÂEnjin A,ÃÂPatra K,ÃÂEriksson A,ÃÂLoew LM,ÃÂTort AB,ÃÂKullanderÃÂK",OLM interneurons differentially modulate CA3 and entorhinal inputs to hippocampal CA1 neurons,Nature Neuroscience,2012,23042082,4087,Leao-Kullander-2012-1524-NatNeurosci-Fig1B.jpeg,figure,612722,,,1,,
"LeÃÂo RN,ÃÂMikulovic S,ÃÂLeÃÂo KE,ÃÂMunguba H,ÃÂGezelius H,ÃÂEnjin A,ÃÂPatra K,ÃÂEriksson A,ÃÂLoew LM,ÃÂTort AB,ÃÂKullanderÃÂK",OLM interneurons differentially modulate CA3 and entorhinal inputs to hippocampal CA1 neurons,Nature Neuroscience,2012,23042082,4084,Leao-Kullander-2012-1524-NatNeurosci-Fig2D.jpeg,figure,612675,,,1,,
"Lee SH, F_ldy C, Soltesz I",Distinct endocannabinoid control of GABA release at perisomatic and dendritic synapses in the hippocampus,J Neurosci,2010,20534847,4015,Lee-Soltesz-2010-7993-JNeurosci-Fig1B.jpeg,figure,611644,1,,,,
"Lee SH, F_ldy C, Soltesz I",Distinct endocannabinoid control of GABA release at perisomatic and dendritic synapses in the hippocampus,J Neurosci,2010,20534847,4015,Lee-Soltesz-2010-7993-JNeurosci-Fig1C-CA1_(-)2311_SCA-ADI.jpeg,figure,630002,,,,,
"Li XG, Somogyi P, Tepper JM, Buzsaiki G.", Axonal and dendritic arborization of an intracellularly labeled chandelier cell in the CA1 region of rat hippocampus, Exp Brain Res ,1992,1385200,4036,Li-Buzsaki-1992-519-ExpBrainRes-Fig1.jpeg,figure,611303,,,,,
"Li XG, Somogyi P, Ylinen A, Buzsaki G  ",The hippocampal CA3 network: an in vivo intracellular labeling study,  J Comp Neurol,1994,8300905,2004,Li-Buzsaki-1994-181-JCompNeurol-Fig13.jpeg,figure,510120,,,,,
"Li XG, Somogyi P, Ylinen A, Buzsaki G  ",The hippocampal CA3 network: an in vivo intracellular labeling study,  J Comp Neurol,1994,8300905,2004,Li-Buzsaki-1994-181-JCompNeurol-Fig14.jpeg,figure,510122,1,,,,
"Li XG, Somogyi P, Ylinen A, Buzsaki G  ",The hippocampal CA3 network: an in vivo intracellular labeling study,  J Comp Neurol,1994,8300905,2004,Li-Buzsaki-1994-181-JCompNeurol-Fig15.jpeg,figure,510124,,,,,
"Li XG, Somogyi P, Ylinen A, Buzsaki G  ",The hippocampal CA3 network: an in vivo intracellular labeling study,  J Comp Neurol,1994,8300905,2004,Li-Buzsaki-1994-181-JCompNeurol-Fig2.jpeg,figure,510114,,,,,
"Li XG, Somogyi P, Ylinen A, Buzsaki G  ",The hippocampal CA3 network: an in vivo intracellular labeling study,  J Comp Neurol,1994,8300905,2004,Li-Buzsaki-1994-181-JCompNeurol-Fig7.jpeg,figure,510110,,,,,
"Lingenh_hl K, Finch DM",Morphological characterization of rat entorhinal neurons in vivo: soma-dendritic structure and axonal domains,Experimental Brain Research,1991,1713171,6082,Lingenhohl-Finch-1991-57-ExpBrainRes-Fig11-12.jpeg,figure,612250,1,,,,
"Lingenh_hl K, Finch DM",Morphological characterization of rat entorhinal neurons in vivo: soma-dendritic structure and axonal domains,Experimental Brain Research,1991,1713171,6082,Lingenhohl-Finch-1991-57-ExpBrainRes-Fig11-12.jpeg,figure,612254,,,,,
"Lingenh_hl K, Finch DM",Morphological characterization of rat entorhinal neurons in vivo: soma-dendritic structure and axonal domains,Experimental Brain Research,1991,1713171,6095,Lingenhohl-Finch-1991-57-ExpBrainRes-Fig13.jpeg,figure,612256,1,,,,
"Lingenh_hl K, Finch DM",Morphological characterization of rat entorhinal neurons in vivo: soma-dendritic structure and axonal domains,Experimental Brain Research,1991,1713171,6095,Lingenhohl-Finch-1991-57-ExpBrainRes-Fig14.jpeg,figure,630244,,,,,
"Lingenh_hl K, Finch DM",Morphological characterization of rat entorhinal neurons in vivo: soma-dendritic structure and axonal domains,Experimental Brain Research,1991,1713171,6005,Lingenhohl-Finch-1991-57-ExpBrainRes-Fig2-EC_(+)331000p_DG_1000_SUB_101_excitatory.jpeg,figure,612237,,,,,
"Lingenh_hl K, Finch DM",Morphological characterization of rat entorhinal neurons in vivo: soma-dendritic structure and axonal domains,Experimental Brain Research,1991,1713171,6082,Lingenhohl-Finch-1991-57-ExpBrainRes-Fig2-EC_333000p_PC_II.jpeg,figure,612237,,,,,
"Lingenh_hl K, Finch DM",Morphological characterization of rat entorhinal neurons in vivo: soma-dendritic structure and axonal domains,Experimental Brain Research,1991,1713171,6095,Lingenhohl-Finch-1991-57-ExpBrainRes-Fig5_No7.jpeg,figure,612238,,,,,
"Lingenh_hl K, Finch DM",Morphological characterization of rat entorhinal neurons in vivo: soma-dendritic structure and axonal domains,Experimental Brain Research,1991,1713171,6085,Lingenhohl-Finch-1991-57-ExpBrainRes-Fig6D.jpeg,figure,612241,,,,,
"Lingenh_hl K, Finch DM",Morphological characterization of rat entorhinal neurons in vivo: soma-dendritic structure and axonal domains,Experimental Brain Research,1991,1713171,6085,Lingenhohl-Finch-1991-57-ExpBrainRes-Fig7-EC_(+)220233p_DG_1000_PC_V_DG.jpeg,figure,612243,,,,,
"Lingenh_hl K, Finch DM",Morphological characterization of rat entorhinal neurons in vivo: soma-dendritic structure and axonal domains,Experimental Brain Research,1991,1713171,6095,Lingenhohl-Finch-1991-57-ExpBrainRes-Fig7-EC_(+)223331_HOBIPPY.jpeg,figure,612243,,,,,
"Lingenh_hl K, Finch DM",Morphological characterization of rat entorhinal neurons in vivo: soma-dendritic structure and axonal domains,Experimental Brain Research,1991,1713171,6085,Lingenhohl-Finch-1991-57-ExpBrainRes-Fig8-EC_(+)220233p_DG_1000_PC_V_DG.jpeg,figure,612246,,,,,
"Lingenh_hl K, Finch DM",Morphological characterization of rat entorhinal neurons in vivo: soma-dendritic structure and axonal domains,Experimental Brain Research,1991,1713171,6095,Lingenhohl-Finch-1991-57-ExpBrainRes-Fig8-EC_(+)223331_HOBIPPY.jpeg,figure,612246,,,,,
"Lingenh_hl K, Finch DM",Morphological characterization of rat entorhinal neurons in vivo: soma-dendritic structure and axonal domains,Experimental Brain Research,1991,1713171,6005,Lingenhohl-Finch-1991-57-ExpBrainRes-Fig8-EC_(+)331000p_DG_1000_SUB_101_excitatory.jpeg,figure,612246,,,,,
"Lingenh_hl K, Finch DM",Morphological characterization of rat entorhinal neurons in vivo: soma-dendritic structure and axonal domains,Experimental Brain Research,1991,1713171,6005,Lingenhohl-Finch-1991-57-ExpBrainRes-Fig9.jpeg,figure,612249,1,,,,
"Lingenh_hl K, Finch DM",Morphological characterization of rat entorhinal neurons in vivo: soma-dendritic structure and axonal domains,Experimental Brain Research,1991,1713171,6005,Lingenhohl-Finch-1991-57-ExpBrainRes-Tab1-EC_331000p_fan_II.jpeg,table,612236,,,,,
"Lingenh_hl K, Finch DM",Morphological characterization of rat entorhinal neurons in vivo: soma-dendritic structure and axonal domains,Experimental Brain Research,1991,1713171,6082,Lingenhohl-Finch-1991-57-ExpBrainRes-Tab1-EC_333000p_PC_II.jpeg,table,612236,,,,,
"Losonczy A, Zhang L, Shigemoto R, Somogyi P, Nusser Z",Cell type dependence and variability in the short-term plasticity of EPSCs in identified mouse hippocampal interneurones,Journal of Physiology,2002,12096061,4069,Losonczy-Nusser-2002-193-JPhsyiol-Fig1Aa.jpeg,figure,611313,1,,1,,
"Losonczy A, Zhang L, Shigemoto R, Somogyi P, Nusser Z",Cell type dependence and variability in the short-term plasticity of EPSCs in identified mouse hippocampal interneurones,Journal of Physiology,2002,12096061,4089,Losonczy-Nusser-2002-193-JPhsyiol-Fig1Ca.jpeg,figure,612741,,,1,,
"Losonczy A, Zhang L, Shigemoto R, Somogyi P, Nusser Z",Cell type dependence and variability in the short-term plasticity of EPSCs in identified mouse hippocampal interneurones,Journal of Physiology,2002,12096061,4035,Losonczy-Nusser-2002-193-JPhsyiol-Fig5-CA1_0113p_TriC.jpeg,figure,611315,,,,,
"Losonczy A, Zhang L, Shigemoto R, Somogyi P, Nusser Z",Cell type dependence and variability in the short-term plasticity of EPSCs in identified mouse hippocampal interneurones,Journal of Physiology,2002,12096061,4068,Losonczy-Nusser-2002-193-JPhsyiol-Fig5-CA1_1113p_O-BiC_proj.jpeg,figure,611315,,,,,
"Losonczy A, BirÃÂ AA, Nusser Z",Persistently active cannabinoid receptors mute a subpopulation of hippocampal interneurons,Proceedings of the National Academy of Sciences USA,2004,14734812,2036,Losonczy-Nusser-2004-1362-PNAS-Fig3.jpeg,figure,612441,,,,,
"LÃÂ»bke J, Frotscher M, Spruslon N ",Specialized electrophysiological  properties of anatomically  identified  neurons  in  the  hilar  region  of  the  rat  fascia  dentata.,J  Neurophysiol  ,1998,9497429,1000,Lubke-Spruston-1998-1518-JNeurophys-Fig1A.jpeg,figure,612475,1,,,,
"LÃÂ»bke J, Frotscher M, Spruslon N ",Specialized electrophysiological  properties of anatomically  identified  neurons  in  the  hilar  region  of  the  rat  fascia  dentata.,J  Neurophysiol  ,1998,9497429,1002,Lubke-Spruston-1998-1518-JNeurophys-Fig4.jpeg,figure,612479,,,,,
"LÃÂ»bke J, Frotscher M, Spruslon N ",Specialized electrophysiological  properties of anatomically  identified  neurons  in  the  hilar  region  of  the  rat  fascia  dentata.,J  Neurophysiol  ,1998,9497429,1002,Lubke-Spruston-1998-1518-JNeurophys-Fig5A.jpeg,figure,612488,,,,,
"LÃÂ»bke J, Frotscher M, Spruslon N ",Specialized electrophysiological  properties of anatomically  identified  neurons  in  the  hilar  region  of  the  rat  fascia  dentata.,J  Neurophysiol  ,1998,9497429,1026,Lubke-Spruston-1998-1518-JNeurophys-Fig6A.jpeg,figure,612484,1,,,,
"LÃÂ»bke J, Frotscher M, Spruslon N ",Specialized electrophysiological  properties of anatomically  identified  neurons  in  the  hilar  region  of  the  rat  fascia  dentata.,J  Neurophysiol  ,1998,9497429,1027,Lubke-Spruston-1998-1518-JNeurophys-Fig7.jpeg,figure,612485,,,,,
"LÃÂ»bke J, Frotscher M, Spruslon N ",Specialized electrophysiological  properties of anatomically  identified  neurons  in  the  hilar  region  of  the  rat  fascia  dentata.,J  Neurophysiol  ,1998,9497429,1027,Lubke-Spruston-1998-1518-JNeurophys-Fig8A.jpeg,figure,630020,1,,,,
"LÃÂ»bke J, Frotscher M, Spruslon N ",Specialized electrophysiological  properties of anatomically  identified  neurons  in  the  hilar  region  of  the  rat  fascia  dentata.,J  Neurophysiol  ,1998,9497429,1026,Lubke-Spruston-1998-1518-JNeurophys-Fig8B.jpeg,figure,612486,,,,,
"LÃÂ»bke J, Frotscher M, Spruslon N ",Specialized electrophysiological  properties of anatomically  identified  neurons  in  the  hilar  region  of  the  rat  fascia  dentata.,J  Neurophysiol  ,1998,9497429,1027,Lubke-Spruston-1998-1518-JNeurophys-Fig9A.jpeg,figure,612487,,,,,
"Maccaferri,  G.  &  McBain,  C.J.",Long-term potentiation in distinct subtypes of hippocampal nonpyramidal neurons. ,Journal of Neuroscience,1996,8757246,4054,Maccaferri-McBain-1996-5334-JNeurosci-Fig5.jpeg,figure,612438,,,,,
"Maccaferri G, Roberts JD, Szucs P, Cottingham CA, Somogyi P",Cell surface domain specific postsynaptic currents evoked by identified GABAergic neurones in rat hippocampus in vitro,Journal of Physiology,2000,10747186,4069,Maccaferri-Somogyi-2000-91-JPhysiol-Fig2A-CA1_1002_O-LM.jpeg,figure,611316,,,,,
"Maccaferri G, Roberts JD, Szucs P, Cottingham CA, Somogyi P",Cell surface domain specific postsynaptic currents evoked by identified GABAergic neurones in rat hippocampus in vitro,Journal of Physiology,2000,10747186,4035,Maccaferri-Somogyi-2000-91-JPhysiol-Fig4A-CA1_(-)0113p-SUB_111_TH-ORP_DP_OR.jpeg,figure,612265,,,,,
"Maccaferri G, Roberts JD, Szucs P, Cottingham CA, Somogyi P",Cell surface domain specific postsynaptic currents evoked by identified GABAergic neurones in rat hippocampus in vitro,Journal of Physiology,2000,10747186,4039,Maccaferri-Somogyi-2000-91-JPhysiol-Fig9C.jpeg,figure,611318,,,,,
"Markwardt SJ,ÃÂDieni CV,ÃÂWadiche JI,ÃÂOverstreet-Wadiche L",Ivy/neurogliaform interneurons coordinate activity in the neurogenic niche,Nature Neuroscience,2011,21983681,1040,Markwardt-OverstreetWadiche-2011-1407-Suppl-Fig3a.jpeg,figure,612645,1,,1,,
"MartÃÂ-Subirana A, Soriano E, GarcÃÂa-Verdugo JM",Morphological aspects of the ectopic granule-like cellular populations in the albino rat hippocampal formation: a Golgi study,Journal of Anatomy,1986,2447048,1041,MartiSubirana-GarciaVerdugo-1986-31-JAnat-PMID2447048-Fig8BCD.jpeg,figure,612650,,,1,,
"McBain CJ, DiChiara TJ, Kauer JA",Activation of metabotropic glutamate receptors differentially affects two classes of hippocampal interneurons and potentiates excitatory synaptic transmission,The Journal of Neuroscience,1994,7517996,4087,McBain-Kauer-1994-4433-JNeurosci-Fig4A-CA1_1102_SR_O-LM.jpeg,figure,612726,,,,,
"McCloskey DP, Hintz TM, Pierce JP, Scharfman HE",Stereological methods reveal the robust size and stability of ectopic hilar granule cells after pilocarpine-induced status epilepticus in the adult rat,European Journal of Neuroscience,2006,17042797,1041,McCloskey-Scharfman-2006-2203-EurJNeurosci-PMID17042797-Fig2.pd.jpeg,figure,612662,,,1,,
"McQuistonÃÂAR,ÃÂMadisonÃÂDV",Muscarinic receptor activity induces an afterdepolarization in a subpopulation of hippocampal CA1 interneurons,Journal of Neuroscience,1999,10407011,4083,McQuiston-Madison-1999-5693-JNeurosci-Fig8CD.jpeg,figure,612754,,,1,,
"Mercer A, Trigg HL, Thomson AM",Characterization of Neurons in the CA2 Subfield of the Adult Rat Hippocampus,The Journal of Neuroscience,2007,17611285,3000,Mercer-Thomson-2007-7329-JNeurosc-Fig2AB.jpeg,figure,80305,1,,,,
"Mercer A, Trigg HL, Thomson AM",Characterization of Neurons in the CA2 Subfield of the Adult Rat Hippocampus,The Journal of Neuroscience,2007,17611285,3006,Mercer-Thomson-2007-7329-JNeurosc-Fig3Ba.jpeg,figure,80310,1,,,,
"Mercer A, Trigg HL, Thomson AM",Characterization of Neurons in the CA2 Subfield of the Adult Rat Hippocampus,The Journal of Neuroscience,2007,17611285,3007,Mercer-Thomson-2007-7329-JNeurosc-Fig3Ca.jpeg,figure,630006,,,,,
"Mercer A, Trigg HL, Thomson AM",Characterization of Neurons in the CA2 Subfield of the Adult Rat Hippocampus,The Journal of Neuroscience,2007,17611285,3003,Mercer-Thomson-2007-7329-JNeurosc-Fig4BC.jpeg,figure,80315,1,,,,
"Mercer A,ÃÂBotcher NA,ÃÂEastlake K,ÃÂThomsonÃÂAM",SP-SR interneurones: a novel class of neurones of the CA2 region of the hippocampus,Hippocampus,2012,22431345,3008,Mercer-Thomson-2012-1758-Hippocampus-Fig1A.jpeg,figure,612637,,,1,,
"Mercer A,ÃÂBotcher NA,ÃÂEastlake K,ÃÂThomsonÃÂAM",SP-SR interneurones: a novel class of neurones of the CA2 region of the hippocampus,Hippocampus,2012,22431345,3008,Mercer-Thomson-2012-1758-Hippocampus-Fig5A1.jpeg,figure,612638,,,1,,
"Mercer A, Eastlake K, Trigg HL, Thomson AM",Local circuitry involving parvalbumin-positive basket cells in the CA2 region of the hippocampus,Hippocampus._,2012,20882544,3006,Mercer-Thomson-2012-43-Hippocampus-Fig1A1.jpeg,figure,612558,,,,,
"Mercer A, Eastlake K, Trigg HL, Thomson AM",Local circuitry involving parvalbumin-positive basket cells in the CA2 region of the hippocampus,Hippocampus._,2012,20882544,3007,Mercer-Thomson-2012-43-Hippocampus-Fig1B1.jpeg,figure,630249,,,,,
"Mercer A, Eastlake K, Trigg HL, Thomson AM",Local circuitry involving parvalbumin-positive basket cells in the CA2 region of the hippocampus,Hippocampus._,2012,20882544,3006,Mercer-Thomson-2012-43-Hippocampus-Fig4A1.jpeg,figure,612559,,,,,
"Mercer A, Eastlake K, Trigg HL, Thomson AM",Local circuitry involving parvalbumin-positive basket cells in the CA2 region of the hippocampus,Hippocampus._,2012,20882544,3007,Mercer-Thomson-2012-43-Hippocampus-Fig5A1.jpeg,figure,612560,1,,,,
"MiddletonÃÂS,ÃÂJalicsÃÂJ,ÃÂKispersky T,ÃÂLebeau FE,ÃÂRoopun AK,ÃÂKopell NJ,ÃÂWhittington MA,ÃÂCunningham MO",NMDA receptor-dependent switching between different gamma rhythm-generating microcircuits in entorhinal cortex,Proceedins of the National Academy of Sciences of the United States of America,2008,18997013,6096,Middleton-Cunningham-2008-18572-PNAS-PMID18997013-Fig2A.jpeg,figure,612646,,,1,,
"Miles R, TÃÂth K, Guly_s AI, H_jos N, Freund TF",Differences between somatic and dendritic inhibition in the hippocampus Neuron ,Neuron,1996,8607999,2045,Miles-Freund-1996-815-Neuron-Fig2B-CA3-03333-Bistratified.jpeg,figure,612325,,,,,
"Mott DD, Turner DA, Okazaki MM, Lewis DV",Interneurons of  the dentate-hilus border of the rat dentate gyrus: Morphological and electrophysiological heterogeneity.,Journal of Neuroscience,1997,9151716,1009,Mott-Lewis-1997-3990-JNeurosci-Fig3AB.jpeg,figure,611323,,,,,
"Mott DD, Turner DA, Okazaki MM, Lewis DV",Interneurons of  the dentate-hilus border of the rat dentate gyrus: Morphological and electrophysiological heterogeneity.,Journal of Neuroscience,1997,9151716,1035,Mott-Lewis-1997-3990-JNeurosci-Fig3C.jpeg,figure,611323,,,,,
"Mott DD, Turner DA, Okazaki MM, Lewis DV",Interneurons of  the dentate-hilus border of the rat dentate gyrus: Morphological and electrophysiological heterogeneity.,Journal of Neuroscience,1997,9151716,1006,Mott-Lewis-1997-3990-JNeurosci-Fig4.jpeg,figure,611324,1,,,,
"Mott DD, Turner DA, Okazaki MM, Lewis DV",Interneurons of  the dentate-hilus border of the rat dentate gyrus: Morphological and electrophysiological heterogeneity.,Journal of Neuroscience,1997,9151716,1005,Mott-Lewis-1997-3990-JNeurosci-Fig5.jpeg,figure,611325,1,,,,
"Naber, P.A.,  Lopes  da  Silva,  F.H.  and  Witter,  M.P.  ",Reciprocal  connections between the entorhinal cortex and hippocampal fields CA1 and the subiculum are in register with the projections from CA1 to the subiculum.,"Hippocampus, 11(2): 99ÃÂ__104.",2001,11345131,4000,Naber-Witter-2001-99-Hippocampus-Fig2C.jpeg,figure,612564,,,,,
"Naber, P.A.,  Lopes  da  Silva,  F.H.  and  Witter,  M.P.  ",Reciprocal  connections between the entorhinal cortex and hippocampal fields CA1 and the subiculum are in register with the projections from CA1 to the subiculum.,"Hippocampus, 11(2): 99ÃÂ__104.",2001,11345131,4000,Naber-Witter-2001-99-Hippocampus-Fig3.jpeg,figure,612565,,,,,
"Oliva AA Jr, Jiang M, Lam T, Smith KL, Swann JW",Novel hippocampal interneuronal subtypes identified using transgenic mice that express green fluorescent protein in GABAergic interneurons,Journal of Neuroscience,2000,10777798,4066,Oliva-Swann-2000-3354-JNeurosci-Fig4BC.jpeg,figure,612567,1,,,,
"Pawelzik H, Hughes DI, Thomson AM",Physiological and morphological diversity of immunocytochemically defined parvalbumin- and cholecystokinin-positive interneurones in CA1 of the adult rat hippocampus,The Journal of Comparative Neurology,2002,11807843,4028,Pawelzik-Thomson-2002-346-JCompNeurol-Fig10-CA1_(-)0300_SCA-SR-CB.jpeg,figure,611342,,,,,
"Pawelzik H, Hughes DI, Thomson AM",Physiological and morphological diversity of immunocytochemically defined parvalbumin- and cholecystokinin-positive interneurones in CA1 of the adult rat hippocampus,The Journal of Comparative Neurology,2002,11807843,4000,Pawelzik-Thomson-2002-346-JCompNeurol-Fig10-CA1_(+)2223p-SUB_111-EC_000011_PC.jpeg,figure,611342,,,,,
"Pawelzik H, Hughes DI, Thomson AM",Physiological and morphological diversity of immunocytochemically defined parvalbumin- and cholecystokinin-positive interneurones in CA1 of the adult rat hippocampus,The Journal of Comparative Neurology,2002,11807843,4028,Pawelzik-Thomson-2002-346-JCompNeurol-Fig11.jpeg,figure,611345,,,,,
"Pawelzik H, Hughes DI, Thomson AM",Physiological and morphological diversity of immunocytochemically defined parvalbumin- and cholecystokinin-positive interneurones in CA1 of the adult rat hippocampus,The Journal of Comparative Neurology,2002,11807843,4003,Pawelzik-Thomson-2002-346-JCompNeurol-Fig12.jpeg,figure,611346,1,,,,
"Pawelzik H, Hughes DI, Thomson AM",Physiological and morphological diversity of immunocytochemically defined parvalbumin- and cholecystokinin-positive interneurones in CA1 of the adult rat hippocampus,The Journal of Comparative Neurology,2002,11807843,4079,Pawelzik-Thomson-2002-346-JCompNeurol-Fig13_BC_CCKpos.jpeg,figure,611347,,,,,
"Pawelzik H, Hughes DI, Thomson AM",Physiological and morphological diversity of immunocytochemically defined parvalbumin- and cholecystokinin-positive interneurones in CA1 of the adult rat hippocampus,The Journal of Comparative Neurology,2002,11807843,4028,Pawelzik-Thomson-2002-346-JCompNeurol-Fig13-CA1_(-)0300_SCA-SR-CB.jpeg,figure,611347,,,,,
"Pawelzik H, Hughes DI, Thomson AM",Physiological and morphological diversity of immunocytochemically defined parvalbumin- and cholecystokinin-positive interneurones in CA1 of the adult rat hippocampus,The Journal of Comparative Neurology,2002,11807843,4000,Pawelzik-Thomson-2002-346-JCompNeurol-Fig13-CA1_(+)2223p-SUB_111-EC_000011_PC.jpeg,figure,630256,,,,,
"Pawelzik H, Hughes DI, Thomson AM",Physiological and morphological diversity of immunocytochemically defined parvalbumin- and cholecystokinin-positive interneurones in CA1 of the adult rat hippocampus,The Journal of Comparative Neurology,2002,11807843,4033,Pawelzik-Thomson-2002-346-JCompNeurol-Fig13-CA1_0003_CB-SOSO.jpeg,figure,630258,,,,,
"Pawelzik H, Hughes DI, Thomson AM",Physiological and morphological diversity of immunocytochemically defined parvalbumin- and cholecystokinin-positive interneurones in CA1 of the adult rat hippocampus,The Journal of Comparative Neurology,2002,11807843,4080,Pawelzik-Thomson-2002-346-JCompNeurol-Fig13-CA1_0333_Bis_Ivy.jpeg,figure,611347,,,,,
"Pawelzik H, Hughes DI, Thomson AM",Physiological and morphological diversity of immunocytochemically defined parvalbumin- and cholecystokinin-positive interneurones in CA1 of the adult rat hippocampus,The Journal of Comparative Neurology,2002,11807843,4036,Pawelzik-Thomson-2002-346-JCompNeurol-Fig13-CA1_2232_AA.jpeg,figure,630257,,,,,
"Pawelzik H, Hughes DI, Thomson AM",Physiological and morphological diversity of immunocytochemically defined parvalbumin- and cholecystokinin-positive interneurones in CA1 of the adult rat hippocampus,The Journal of Comparative Neurology,2002,11807843,4078,Pawelzik-Thomson-2002-346-JCompNeurol-Fig13-CA1_2232_BC-PV.jpeg,figure,611347,,,,,
"Pawelzik H, Hughes DI, Thomson AM",Physiological and morphological diversity of immunocytochemically defined parvalbumin- and cholecystokinin-positive interneurones in CA1 of the adult rat hippocampus,The Journal of Comparative Neurology,2002,11807843,4003,Pawelzik-Thomson-2002-346-JCompNeurol-Fig13-CA1_3333_QuadC.jpeg,figure,630260,,,,,
"Pawelzik H, Hughes DI, Thomson AM",Physiological and morphological diversity of immunocytochemically defined parvalbumin- and cholecystokinin-positive interneurones in CA1 of the adult rat hippocampus,The Journal of Comparative Neurology,2002,11807843,4080,Pawelzik-Thomson-2002-346-JCompNeurol-Fig1AB-CA1_0333_BiC.jpeg,figure,611330,,,,,
"Pawelzik H, Hughes DI, Thomson AM",Physiological and morphological diversity of immunocytochemically defined parvalbumin- and cholecystokinin-positive interneurones in CA1 of the adult rat hippocampus,The Journal of Comparative Neurology,2002,11807843,4036,Pawelzik-Thomson-2002-346-JCompNeurol-Fig1A-CA1_2232_AA.jpeg,figure,611330,,,,,
"Pawelzik H, Hughes DI, Thomson AM",Physiological and morphological diversity of immunocytochemically defined parvalbumin- and cholecystokinin-positive interneurones in CA1 of the adult rat hippocampus,The Journal of Comparative Neurology,2002,11807843,4078,Pawelzik-Thomson-2002-346-JCompNeurol-Fig1A-CA1_2232_BC-PV.jpeg,figure,611330,,,,,
"Pawelzik H, Hughes DI, Thomson AM",Physiological and morphological diversity of immunocytochemically defined parvalbumin- and cholecystokinin-positive interneurones in CA1 of the adult rat hippocampus,The Journal of Comparative Neurology,2002,11807843,4033,Pawelzik-Thomson-2002-346-JCompNeurol-Fig1B-CA1_0003_CB-SOSO.jpeg,figure,611330,,,,,
"Pawelzik H, Hughes DI, Thomson AM",Physiological and morphological diversity of immunocytochemically defined parvalbumin- and cholecystokinin-positive interneurones in CA1 of the adult rat hippocampus,The Journal of Comparative Neurology,2002,11807843,4079,Pawelzik-Thomson-2002-346-JCompNeurol-Fig1B-CA1_2232_BC-CCK.jpeg,figure,611330,,,,,
"Pawelzik H, Hughes DI, Thomson AM",Physiological and morphological diversity of immunocytochemically defined parvalbumin- and cholecystokinin-positive interneurones in CA1 of the adult rat hippocampus,The Journal of Comparative Neurology,2002,11807843,4080,Pawelzik-Thomson-2002-346-JCompNeurol-Fig3C.jpeg,figure,611332,,,,,
"Pawelzik H, Hughes DI, Thomson AM",Physiological and morphological diversity of immunocytochemically defined parvalbumin- and cholecystokinin-positive interneurones in CA1 of the adult rat hippocampus,The Journal of Comparative Neurology,2002,11807843,4078,Pawelzik-Thomson-2002-346-JCompNeurol-Fig3E.jpeg,figure,611332,,,,,
"Pawelzik H, Hughes DI, Thomson AM",Physiological and morphological diversity of immunocytochemically defined parvalbumin- and cholecystokinin-positive interneurones in CA1 of the adult rat hippocampus,The Journal of Comparative Neurology,2002,11807843,4036,Pawelzik-Thomson-2002-346-JCompNeurol-Fig4.jpeg,figure,611333,1,,,,
"Pawelzik H, Hughes DI, Thomson AM",Physiological and morphological diversity of immunocytochemically defined parvalbumin- and cholecystokinin-positive interneurones in CA1 of the adult rat hippocampus,The Journal of Comparative Neurology,2002,11807843,4033,Pawelzik-Thomson-2002-346-JCompNeurol-Fig8.jpeg,figure,611339,1,,,,
"Pawelzik H, Hughes DI, Thomson AM",Physiological and morphological diversity of immunocytochemically defined parvalbumin- and cholecystokinin-positive interneurones in CA1 of the adult rat hippocampus,The Journal of Comparative Neurology,2002,11807843,4015,Pawelzik-Thomson-2002-346-JCompNeurol-Fig9.jpeg,figure,612272,,,,,
