Authors,Titile,Journal/Book,Year,PMID/ISBN,Cell Identifier,Parameter,Parameter_ID,Name of file containing figure,Figure/Table,Quote reference id,Interpretation notes figures,Comments,Inference_flag
"Lasztoczi B, Tukker JJ, Somogyi P, Klausberger T.",Terminal field and firing selectivity of cholecystokinin-expressing interneurons in the hippocampal CA3 area.,J Neurosci,2011,22159120,2044,mGluR1a,9,Lasztoczi-Klausberger-2011-18073-JNeurosci-Tab1-Cell2044-mGLuR1a.jpeg,marker_table,161268,,,0
"Lasztoczi B, Tukker JJ, Somogyi P, Klausberger T.",Terminal field and firing selectivity of cholecystokinin-expressing interneurons in the hippocampal CA3 area.,J Neurosci,2011,22159120,2044,Mus2R,5,Lasztoczi-Klausberger-2011-18073-JNeurosci-Tab1-Cell2044-Mus2R.jpeg,marker_table,161268,,,0
"Lasztoczi B, Tukker JJ, Somogyi P, Klausberger T.",Terminal field and firing selectivity of cholecystokinin-expressing interneurons in the hippocampal CA3 area.,J Neurosci,2011,22159120,2044,NKB,28,Lasztoczi-Klausberger-2011-18073-JNeurosci-Tab1-Cell2044-NK1.jpeg,marker_table,161268,,,0
"Lasztoczi B, Tukker JJ, Somogyi P, Klausberger T.",Terminal field and firing selectivity of cholecystokinin-expressing interneurons in the hippocampal CA3 area.,J Neurosci,2011,22159120,2044,SOM,14,Lasztoczi-Klausberger-2011-18073-JNeurosci-Tab1-Cell2044-SOM.jpeg,marker_table,161268,,,0
"Lasztoczi B, Tukker JJ, Somogyi P, Klausberger T.",Terminal field and firing selectivity of cholecystokinin-expressing interneurons in the hippocampal CA3 area.,J Neurosci,2011,22159120,2044,vGluT3,10,Lasztoczi-Klausberger-2011-18073-JNeurosci-Tab1-Cell2044-vGLuT3.jpeg,marker_table,161268,,,0
"Lasztoczi B, Tukker JJ, Somogyi P, Klausberger T.",Terminal field and firing selectivity of cholecystokinin-expressing interneurons in the hippocampal CA3 area.,J Neurosci,2011,22159120,2044,VIP,15,Lasztoczi-Klausberger-2011-18073-JNeurosci-Tab1-Cell2044-VIP.jpeg,marker_table,161268,,,0
"Lasztoczi B, Tukker JJ, Somogyi P, Klausberger T.",Terminal field and firing selectivity of cholecystokinin-expressing interneurons in the hippocampal CA3 area.,J Neurosci,2011,22159120,2049,CB,1,Lasztoczi-Klausberger-2011-18073-JNeurosci-Tab1-Cell2049-CB.jpeg,marker_table,161268,,,0
"Lasztoczi B, Tukker JJ, Somogyi P, Klausberger T.",Terminal field and firing selectivity of cholecystokinin-expressing interneurons in the hippocampal CA3 area.,J Neurosci,2011,22159120,2049,CB1,4,Lasztoczi-Klausberger-2011-18073-JNeurosci-Tab1-Cell2049-CB1.jpeg,marker_table,161268,,,0
"Lasztoczi B, Tukker JJ, Somogyi P, Klausberger T.",Terminal field and firing selectivity of cholecystokinin-expressing interneurons in the hippocampal CA3 area.,J Neurosci,2011,22159120,2049,CCK,11,Lasztoczi-Klausberger-2011-18073-JNeurosci-Tab1-Cell2049-CCK.jpeg,marker_table,161268,,,0
"Lasztoczi B, Tukker JJ, Somogyi P, Klausberger T.",Terminal field and firing selectivity of cholecystokinin-expressing interneurons in the hippocampal CA3 area.,J Neurosci,2011,22159120,2049,mGluR1a,9,Lasztoczi-Klausberger-2011-18073-JNeurosci-Tab1-Cell2049-mGLuR1a.jpeg,marker_table,161268,,,0
"Lasztoczi B, Tukker JJ, Somogyi P, Klausberger T.",Terminal field and firing selectivity of cholecystokinin-expressing interneurons in the hippocampal CA3 area.,J Neurosci,2011,22159120,2049,NKB,28,Lasztoczi-Klausberger-2011-18073-JNeurosci-Tab1-Cell2049-NK1.jpeg,marker_table,161268,,,0
"Lasztoczi B, Tukker JJ, Somogyi P, Klausberger T.",Terminal field and firing selectivity of cholecystokinin-expressing interneurons in the hippocampal CA3 area.,J Neurosci,2011,22159120,2049,NPY,13,Lasztoczi-Klausberger-2011-18073-JNeurosci-Tab1-Cell2049-NPY.jpeg,marker_table,161268,,,0
"Lasztoczi B, Tukker JJ, Somogyi P, Klausberger T.",Terminal field and firing selectivity of cholecystokinin-expressing interneurons in the hippocampal CA3 area.,J Neurosci,2011,22159120,2049,SOM,14,Lasztoczi-Klausberger-2011-18073-JNeurosci-Tab1-Cell2049-SOM.jpeg,marker_table,161268,,,0
"Lasztoczi B, Tukker JJ, Somogyi P, Klausberger T.",Terminal field and firing selectivity of cholecystokinin-expressing interneurons in the hippocampal CA3 area.,J Neurosci,2011,22159120,2049,vGluT3,10,Lasztoczi-Klausberger-2011-18073-JNeurosci-Tab1-Cell2049-vGluT3.jpeg,marker_table,161268,,,0
"Lasztoczi B, Tukker JJ, Somogyi P, Klausberger T.",Terminal field and firing selectivity of cholecystokinin-expressing interneurons in the hippocampal CA3 area.,J Neurosci,2011,22159120,2049,VIP,15,Lasztoczi-Klausberger-2011-18073-JNeurosci-Tab1-Cell2049-VIP.jpeg,marker_table,161268,,,0
"LeÃÂo RN,ÃÂ¿Mikulovic S,ÃÂ¿LeÃÂo KE,ÃÂ¿Munguba H,ÃÂ¿Gezelius H,ÃÂ¿Enjin A,ÃÂ¿Patra K,ÃÂ¿Eriksson A,ÃÂ¿Loew LM,ÃÂ¿Tort AB,ÃÂ¿KullanderÃÂ¿K",OLM interneurons differentially modulate CA3 and entorhinal inputs to hippocampal CA1 neurons,Nature Neuroscience,2012,23042082,4087,Chrna2,60,Leao-Kullander-2012-1524-NatNeurosci-Fig1-Cell4087-Chrna2.jpeg,marker_figure,161958,,,0
"Lee SH, FÃÂldy C, Soltesz I",Distinct endocannabinoid control of GABA release at perisomatic and dendritic synapses in the hippocampus,J Neurosci,2010,20534847,4015,PV,3,Lee-Soltesz-2010-7993-JNeurosci-Fig1AB-Cell4015-PV.jpeg,marker_figure,150108,,,0
"Lee SH, FÃÂldy C, Soltesz I",Distinct endocannabinoid control of GABA release at perisomatic and dendritic synapses in the hippocampus,J Neurosci,2010,20534847,4015,CCK,11,Lee-Soltesz-2010-7993-JNeurosci-Fig1AB-Cell4015-CCK.jpeg,marker_figure,150108,,,0
"Lee SH, FÃÂldy C, Soltesz I",Distinct endocannabinoid control of GABA release at perisomatic and dendritic synapses in the hippocampus,J Neurosci,2010,20534847,4079,CCK,11,Lee-Soltesz-2010-7993-JNeurosci-Fig1AB-Cell4079-CCK.jpeg,marker_figure,150108,,,0
"Lee SH, FÃÂldy C, Soltesz I",Distinct endocannabinoid control of GABA release at perisomatic and dendritic synapses in the hippocampus,J Neurosci,2010,20534847,4079,PV,3,Lee-Soltesz-2010-7993-JNeurosci-Fig1AB-Cell4079-PV.jpeg,marker_figure,150108,,,0
"Lee SY, Foldy C, Szabadics J, Soltesz I.",Cell-type-specific CCK2 receptor signaling underlies the cholecystokinin-mediated selective excitation of hippocampal parvalbumin-positive fast-spiking basket cells.,J Neurosci.  ,2011,21795548,4078,PV,3,Lee-Soltesz-2011-10993-JNeurosci-Fig1-Cell4078-PV.jpeg,marker_figure,161700,,,0
"Lee SY, Foldy C, Szabadics J, Soltesz I.",Cell-type-specific CCK2 receptor signaling underlies the cholecystokinin-mediated selective excitation of hippocampal parvalbumin-positive fast-spiking basket cells.,J Neurosci.  ,2011,21795548,4079,CCK,11,Lee-Soltesz-2011-10993-JNeurosci-Fig1-Cell4079-CCK.jpeg,marker_figure,161700,,,0
"Lee SY, Foldy C, Szabadics J, Soltesz I.",Cell-type-specific CCK2 receptor signaling underlies the cholecystokinin-mediated selective excitation of hippocampal parvalbumin-positive fast-spiking basket cells.,J Neurosci.  ,2011,21795548,4080,PV,3,Lee-Soltesz-2011-10993-JNeurosci-Fig6-Cell4080-PV.jpeg,marker_figure,161702,,,0
"Lein ES, Callaway EM, Albright TD, Gage FH.",Redefining the boundaries of the hippocampal CA2 subfield in the mouse using gene expression and 3-dimensional reconstruction.,J Comp Neurol. ,2005,15776443,1000,Bok,48,Lein-Gage-2005-1-JCompNeurol-Fig1-Cell1000-Bok.jpeg,marker_figure,162010,,,0
"Lein ES, Callaway EM, Albright TD, Gage FH.",Redefining the boundaries of the hippocampal CA2 subfield in the mouse using gene expression and 3-dimensional reconstruction.,J Comp Neurol. ,2005,15776443,1000,Man1a,47,Lein-Gage-2005-1-JCompNeurol-Fig1-Cell1000-Man1a.jpeg,marker_figure,162010,,,0
"Lein ES, Callaway EM, Albright TD, Gage FH.",Redefining the boundaries of the hippocampal CA2 subfield in the mouse using gene expression and 3-dimensional reconstruction.,J Comp Neurol. ,2005,15776443,1000,PCP4,49,Lein-Gage-2005-1-JCompNeurol-Fig1-Cell1000-Pcp4.jpeg,marker_figure,162010,,,0
"Lein ES, Callaway EM, Albright TD, Gage FH.",Redefining the boundaries of the hippocampal CA2 subfield in the mouse using gene expression and 3-dimensional reconstruction.,J Comp Neurol. ,2005,15776443,2000,Bok,48,Lein-Gage-2005-1-JCompNeurol-Fig1-Cell2000-Bok.jpeg,marker_figure,162010,,,0
"Lein ES, Callaway EM, Albright TD, Gage FH.",Redefining the boundaries of the hippocampal CA2 subfield in the mouse using gene expression and 3-dimensional reconstruction.,J Comp Neurol. ,2005,15776443,2000,Man1a,47,Lein-Gage-2005-1-JCompNeurol-Fig1-Cell2000-Man1a.jpeg,marker_figure,162010,,,0
"Lein ES, Callaway EM, Albright TD, Gage FH.",Redefining the boundaries of the hippocampal CA2 subfield in the mouse using gene expression and 3-dimensional reconstruction.,J Comp Neurol. ,2005,15776443,2000,PCP4,49,Lein-Gage-2005-1-JCompNeurol-Fig1-Cell2000-Pcp4.jpeg,marker_figure,162010,,,0
"Lein ES, Callaway EM, Albright TD, Gage FH.",Redefining the boundaries of the hippocampal CA2 subfield in the mouse using gene expression and 3-dimensional reconstruction.,J Comp Neurol. ,2005,15776443,2004,Bok,48,Lein-Gage-2005-1-JCompNeurol-Fig1-Cell2004-Bok.jpeg,marker_figure,162010,,,0
"Lein ES, Callaway EM, Albright TD, Gage FH.",Redefining the boundaries of the hippocampal CA2 subfield in the mouse using gene expression and 3-dimensional reconstruction.,J Comp Neurol. ,2005,15776443,2004,Man1a,47,Lein-Gage-2005-1-JCompNeurol-Fig1-Cell2004-Man1a.jpeg,marker_figure,162010,,,0
"Lein ES, Callaway EM, Albright TD, Gage FH.",Redefining the boundaries of the hippocampal CA2 subfield in the mouse using gene expression and 3-dimensional reconstruction.,J Comp Neurol. ,2005,15776443,2004,PCP4,49,Lein-Gage-2005-1-JCompNeurol-Fig1-Cell2004-Pcp4.jpeg,marker_figure,162010,,,0
"Lein ES, Callaway EM, Albright TD, Gage FH.",Redefining the boundaries of the hippocampal CA2 subfield in the mouse using gene expression and 3-dimensional reconstruction.,J Comp Neurol. ,2005,15776443,3000,Bok,48,Lein-Gage-2005-1-JCompNeurol-Fig1-Cell3000-Bok.jpeg,marker_figure,162010,,,0
"Lein ES, Callaway EM, Albright TD, Gage FH.",Redefining the boundaries of the hippocampal CA2 subfield in the mouse using gene expression and 3-dimensional reconstruction.,J Comp Neurol. ,2005,15776443,3000,Man1a,47,Lein-Gage-2005-1-JCompNeurol-Fig1-Cell3000-Man1a.jpeg,marker_figure,162010,,,0
"Lein ES, Callaway EM, Albright TD, Gage FH.",Redefining the boundaries of the hippocampal CA2 subfield in the mouse using gene expression and 3-dimensional reconstruction.,J Comp Neurol. ,2005,15776443,3000,PCP4,49,Lein-Gage-2005-1-JCompNeurol-Fig1-Cell3000-Pcp4.jpeg,marker_figure,162010,,,0
"Lein ES, Callaway EM, Albright TD, Gage FH.",Redefining the boundaries of the hippocampal CA2 subfield in the mouse using gene expression and 3-dimensional reconstruction.,J Comp Neurol. ,2005,15776443,4000,Bok,48,Lein-Gage-2005-1-JCompNeurol-Fig1-Cell4000-Bok.jpeg,marker_figure,162010,,,0
"Lein ES, Callaway EM, Albright TD, Gage FH.",Redefining the boundaries of the hippocampal CA2 subfield in the mouse using gene expression and 3-dimensional reconstruction.,J Comp Neurol. ,2005,15776443,4000,Man1a,47,Lein-Gage-2005-1-JCompNeurol-Fig1-Cell4000-Man1a.jpeg,marker_figure,162010,,,0
"Lein ES, Callaway EM, Albright TD, Gage FH.",Redefining the boundaries of the hippocampal CA2 subfield in the mouse using gene expression and 3-dimensional reconstruction.,J Comp Neurol. ,2005,15776443,4000,PCP4,49,Lein-Gage-2005-1-JCompNeurol-Fig1-Cell4000-Pcp4.jpeg,marker_figure,162010,,,0
"Lein ES, Callaway EM, Albright TD, Gage FH.",Redefining the boundaries of the hippocampal CA2 subfield in the mouse using gene expression and 3-dimensional reconstruction.,J Comp Neurol. ,2005,15776443,1000,Bok,48,Lein-Gage-2005-1-JCompNeurol-Fig4-Cell1000-BOK.jpeg,marker_figure,161844,,This marker is not on Hippocampome.org,0
"Lein ES, Callaway EM, Albright TD, Gage FH.",Redefining the boundaries of the hippocampal CA2 subfield in the mouse using gene expression and 3-dimensional reconstruction.,J Comp Neurol. ,2005,15776443,1000,Man1a,47,Lein-Gage-2005-1-JCompNeurol-Fig4-Cell1000-MAN1a.jpeg,marker_figure,161844,,This marker is not on Hippocampome.org,0
"Lein ES, Callaway EM, Albright TD, Gage FH.",Redefining the boundaries of the hippocampal CA2 subfield in the mouse using gene expression and 3-dimensional reconstruction.,J Comp Neurol. ,2005,15776443,1000,PCP4,49,Lein-Gage-2005-1-JCompNeurol-Fig4-Cell1000-PCP4.jpeg,marker_figure,161844,,This marker is not on Hippocampome.org,0
"Lein ES, Callaway EM, Albright TD, Gage FH.",Redefining the boundaries of the hippocampal CA2 subfield in the mouse using gene expression and 3-dimensional reconstruction.,J Comp Neurol. ,2005,15776443,2000,Bok,48,Lein-Gage-2005-1-JCompNeurol-Fig4-Cell2000-BOK.jpeg,marker_figure,161844,,This marker is not on Hippocampome.org,0
"Lein ES, Callaway EM, Albright TD, Gage FH.",Redefining the boundaries of the hippocampal CA2 subfield in the mouse using gene expression and 3-dimensional reconstruction.,J Comp Neurol. ,2005,15776443,2000,Man1a,47,Lein-Gage-2005-1-JCompNeurol-Fig4-Cell2000-MAN1a.jpeg,marker_figure,161844,,This marker is not on Hippocampome.org,0
"Lein ES, Callaway EM, Albright TD, Gage FH.",Redefining the boundaries of the hippocampal CA2 subfield in the mouse using gene expression and 3-dimensional reconstruction.,J Comp Neurol. ,2005,15776443,2000,PCP4,49,Lein-Gage-2005-1-JCompNeurol-Fig4-Cell2000-PCP4.jpeg,marker_figure,161844,,This marker is not on Hippocampome.org,0
"Lein ES, Callaway EM, Albright TD, Gage FH.",Redefining the boundaries of the hippocampal CA2 subfield in the mouse using gene expression and 3-dimensional reconstruction.,J Comp Neurol. ,2005,15776443,2004,Bok,48,Lein-Gage-2005-1-JCompNeurol-Fig4-Cell2004-BOK.jpeg,marker_figure,161844,,This marker is not on Hippocampome.org,0
"Lein ES, Callaway EM, Albright TD, Gage FH.",Redefining the boundaries of the hippocampal CA2 subfield in the mouse using gene expression and 3-dimensional reconstruction.,J Comp Neurol. ,2005,15776443,2004,Man1a,47,Lein-Gage-2005-1-JCompNeurol-Fig4-Cell2004-MAN1a.jpeg,marker_figure,161844,,This marker is not on Hippocampome.org,0
"Lein ES, Callaway EM, Albright TD, Gage FH.",Redefining the boundaries of the hippocampal CA2 subfield in the mouse using gene expression and 3-dimensional reconstruction.,J Comp Neurol. ,2005,15776443,2004,PCP4,49,Lein-Gage-2005-1-JCompNeurol-Fig4-Cell2004-PCP4.jpeg,marker_figure,161844,,This marker is not on Hippocampome.org,0
"Lein ES, Callaway EM, Albright TD, Gage FH.",Redefining the boundaries of the hippocampal CA2 subfield in the mouse using gene expression and 3-dimensional reconstruction.,J Comp Neurol. ,2005,15776443,3000,Bok,48,Lein-Gage-2005-1-JCompNeurol-Fig4-Cell3000-BOK.jpeg,marker_figure,161844,,This marker is not on Hippocampome.org,0
"Lein ES, Callaway EM, Albright TD, Gage FH.",Redefining the boundaries of the hippocampal CA2 subfield in the mouse using gene expression and 3-dimensional reconstruction.,J Comp Neurol. ,2005,15776443,3000,Man1a,47,Lein-Gage-2005-1-JCompNeurol-Fig4-Cell3000-MAN1a.jpeg,marker_figure,161844,,This marker is not on Hippocampome.org,0
"Lein ES, Callaway EM, Albright TD, Gage FH.",Redefining the boundaries of the hippocampal CA2 subfield in the mouse using gene expression and 3-dimensional reconstruction.,J Comp Neurol. ,2005,15776443,3000,PCP4,49,Lein-Gage-2005-1-JCompNeurol-Fig4-Cell3000-PCP4.jpeg,marker_figure,161844,,This marker is not on Hippocampome.org,0
"Lein ES, Callaway EM, Albright TD, Gage FH.",Redefining the boundaries of the hippocampal CA2 subfield in the mouse using gene expression and 3-dimensional reconstruction.,J Comp Neurol. ,2005,15776443,4000,Bok,48,Lein-Gage-2005-1-JCompNeurol-Fig4-Cell4000-BOK.jpeg,marker_figure,161844,,This marker is not on Hippocampome.org,0
"Lein ES, Callaway EM, Albright TD, Gage FH.",Redefining the boundaries of the hippocampal CA2 subfield in the mouse using gene expression and 3-dimensional reconstruction.,J Comp Neurol. ,2005,15776443,4000,Man1a,47,Lein-Gage-2005-1-JCompNeurol-Fig4-Cell4000-MAN1a.jpeg,marker_figure,161844,,This marker is not on Hippocampome.org,0
"Lein ES, Callaway EM, Albright TD, Gage FH.",Redefining the boundaries of the hippocampal CA2 subfield in the mouse using gene expression and 3-dimensional reconstruction.,J Comp Neurol. ,2005,15776443,4000,PCP4,49,Lein-Gage-2005-1-JCompNeurol-Fig4-Cell4000-PCP4.jpeg,marker_figure,161844,,This marker is not on Hippocampome.org,0
"Levey AI, Edmunds SM, Koliatsos V, Wiley RG, Heilman CJ.",Expression of m1-m4 muscarinic acetylcholine receptor proteins in rat hippocampus and regulation by cholinergic innervation.,J Neurosci,1995,7751967,1000,Mus1R,42,Levey-Heilman-1995-4077-JNeurosci-Fig2-Cell1000-Mus1R.jpeg,marker_figure,161258,,This marker is not on Hippocampome.org,0
"Levey AI, Edmunds SM, Koliatsos V, Wiley RG, Heilman CJ.",Expression of m1-m4 muscarinic acetylcholine receptor proteins in rat hippocampus and regulation by cholinergic innervation.,J Neurosci,1995,7751967,1000,Mus2R,5,Levey-Heilman-1995-4077-JNeurosci-Fig2-Cell1000-Mus2R.jpeg,marker_figure,161258,,,0
"Levey AI, Edmunds SM, Koliatsos V, Wiley RG, Heilman CJ.",Expression of m1-m4 muscarinic acetylcholine receptor proteins in rat hippocampus and regulation by cholinergic innervation.,J Neurosci,1995,7751967,1000,Mus4R,44,Levey-Heilman-1995-4077-JNeurosci-Fig2-Cell1000-Mus4R.jpeg,marker_figure,161258,,This marker is not on Hippocampome.org,0
"Levey AI, Edmunds SM, Koliatsos V, Wiley RG, Heilman CJ.",Expression of m1-m4 muscarinic acetylcholine receptor proteins in rat hippocampus and regulation by cholinergic innervation.,J Neurosci,1995,7751967,4000,Mus1R,42,Levey-Heilman-1995-4077-JNeurosci-Fig2-Cell4000-Mus1R.jpeg,marker_figure,161258,,This marker is not on Hippocampome.org,0
"Levey AI, Edmunds SM, Koliatsos V, Wiley RG, Heilman CJ.",Expression of m1-m4 muscarinic acetylcholine receptor proteins in rat hippocampus and regulation by cholinergic innervation.,J Neurosci,1995,7751967,4000,Mus2R,5,Levey-Heilman-1995-4077-JNeurosci-Fig2-Cell4000-Mus2R.jpeg,marker_figure,161258,,,0
"Levey AI, Edmunds SM, Koliatsos V, Wiley RG, Heilman CJ.",Expression of m1-m4 muscarinic acetylcholine receptor proteins in rat hippocampus and regulation by cholinergic innervation.,J Neurosci,1995,7751967,4000,Mus3R,43,Levey-Heilman-1995-4077-JNeurosci-Fig2-Cell4000-Mus3R.jpeg,marker_figure,161258,,This marker is not on Hippocampome.org,0
"Levey AI, Edmunds SM, Koliatsos V, Wiley RG, Heilman CJ.",Expression of m1-m4 muscarinic acetylcholine receptor proteins in rat hippocampus and regulation by cholinergic innervation.,J Neurosci,1995,7751967,4000,Mus4R,44,Levey-Heilman-1995-4077-JNeurosci-Fig2-Cell4000-Mus4R.jpeg,marker_figure,161258,,This marker is not on Hippocampome.org,0
"Lin H, Totterdell S.",Light and electron microscopic study of neuronal nitric oxide synthase-immunoreactive neurons in the rat subiculum.,J Comp Neurol.  1998,1998,9603372,4000,nNOS,19,Lin-Totterdell-1998-195-JCompNeurol-Fig2-Cell4000-nNOS.jpeg,marker_figure,161800,,,0
"Lin H, Totterdell S.",Light and electron microscopic study of neuronal nitric oxide synthase-immunoreactive neurons in the rat subiculum.,J Comp Neurol.  1998,1998,9603372,5001,nNOS,19,Lin-Totterdell-1998-195-JCompNeurol-Fig3-Cell5001-nNOS.jpeg,marker_figure,161802,,,0
"Lin H, Totterdell S.",Light and electron microscopic study of neuronal nitric oxide synthase-immunoreactive neurons in the rat subiculum.,J Comp Neurol.  1998,1998,9603372,5005,nNOS,19,Lin-Totterdell-1998-195-JCompNeurol-Fig3-Cell5005-nNOS.jpeg,marker_figure,161802,,,0
"Liu Y, Fujise N, Kosaka T.",Distribution of calretinin immunoreactivity in the mouse dentate gyrus. I. General description.,Exp Brain Res,1996,8801119,1000,CR,2,Liu-Kosaka-1996-389-v108-ExpBrainRes-Fig9-Cell1000-CR.jpeg,marker_figure,162164,,,0
"Liu Y, Fujise N, Kosaka T.",Distribution of calretinin immunoreactivity in the mouse dentate gyrus. I. General description.,Exp Brain Res,1996,8801119,1002,CR,2,Liu-Kosaka-1996-389-v108-ExpBrainRes-Fig9-Cell1002-CR.jpeg,marker_figure,162164,,,0
"Lopez-Tellez JF, Vela J, del Rio JC, Ramos B, Baglietto-Vargas D, Santa-Maria C, Ruano D, Gutierrez A, Vitorica J.",Postnatal development of the alpha1 containing GABAA receptor subunit in rat hippocampus.,Brain Res Dev Brain Res,2004,14757527,1000,Gaba-a-alpha,8,LopezTellez-Vitorica-2004-129-v148-DevBrainRes-Fig2-Cell1000-GABA-Aa1.jpeg,marker_figure,162086,,,0
"Lopez-Tellez JF, Vela J, del Rio JC, Ramos B, Baglietto-Vargas D, Santa-Maria C, Ruano D, Gutierrez A, Vitorica J.",Postnatal development of the alpha1 containing GABAA receptor subunit in rat hippocampus.,Brain Res Dev Brain Res,2004,14757527,2000,Gaba-a-alpha,8,LopezTellez-Vitorica-2004-129-v148-DevBrainRes-Fig2-Cell2000-GABA-Aa1.jpeg,marker_figure,162086,,,0
"Lopez-Tellez JF, Vela J, del Rio JC, Ramos B, Baglietto-Vargas D, Santa-Maria C, Ruano D, Gutierrez A, Vitorica J.",Postnatal development of the alpha1 containing GABAA receptor subunit in rat hippocampus.,Brain Res Dev Brain Res,2004,14757527,2004,Gaba-a-alpha,8,LopezTellez-Vitorica-2004-129-v148-DevBrainRes-Fig2-Cell2004-GABA-Aa1.jpeg,marker_figure,162086,,,0
"Lopez-Tellez JF, Vela J, del Rio JC, Ramos B, Baglietto-Vargas D, Santa-Maria C, Ruano D, Gutierrez A, Vitorica J.",Postnatal development of the alpha1 containing GABAA receptor subunit in rat hippocampus.,Brain Res Dev Brain Res,2004,14757527,3000,Gaba-a-alpha,8,LopezTellez-Vitorica-2004-129-v148-DevBrainRes-Fig2-Cell3000-GABA-Aa1.jpeg,marker_figure,162086,,,0
"Lopez-Tellez JF, Vela J, del Rio JC, Ramos B, Baglietto-Vargas D, Santa-Maria C, Ruano D, Gutierrez A, Vitorica J.",Postnatal development of the alpha1 containing GABAA receptor subunit in rat hippocampus.,Brain Res Dev Brain Res,2004,14757527,4000,Gaba-a-alpha,8,LopezTellez-Vitorica-2004-129-v148-DevBrainRes-Fig2-Cell4000-GABA-Aa1.jpeg,marker_figure,162086,,,0
"Lopez-Tellez JF, Vela J, del Rio JC, Ramos B, Baglietto-Vargas D, Santa-Maria C, Ruano D, Gutierrez A, Vitorica J.",Postnatal development of the alpha1 containing GABAA receptor subunit in rat hippocampus.,Brain Res Dev Brain Res,2004,14757527,2000,Gaba-a-alpha,8,LopezTellez-Vitorica-2004-129-v148-DevBrainRes-Fig3-Cell2000-GABA-Aa1.jpeg,marker_figure,162087,,,0
"Lopez-Tellez JF, Vela J, del Rio JC, Ramos B, Baglietto-Vargas D, Santa-Maria C, Ruano D, Gutierrez A, Vitorica J.",Postnatal development of the alpha1 containing GABAA receptor subunit in rat hippocampus.,Brain Res Dev Brain Res,2004,14757527,3000,Gaba-a-alpha,8,LopezTellez-Vitorica-2004-129-v148-DevBrainRes-Fig3-Cell3000-GABA-Aa1.jpeg,marker_figure,162087,,,0
"Lopez-Tellez JF, Vela J, del Rio JC, Ramos B, Baglietto-Vargas D, Santa-Maria C, Ruano D, Gutierrez A, Vitorica J.",Postnatal development of the alpha1 containing GABAA receptor subunit in rat hippocampus.,Brain Res Dev Brain Res,2004,14757527,1000,CR,2,LopezTellez-Vitorica-2004-129-v148-DevBrainRes-Fig7-Cell1000-CR.jpeg,marker_figure,162088,,,0
"Lopez-Tellez JF, Vela J, del Rio JC, Ramos B, Baglietto-Vargas D, Santa-Maria C, Ruano D, Gutierrez A, Vitorica J.",Postnatal development of the alpha1 containing GABAA receptor subunit in rat hippocampus.,Brain Res Dev Brain Res,2004,14757527,2000,CR,2,LopezTellez-Vitorica-2004-129-v148-DevBrainRes-Fig7-Cell2000-CR.jpeg,marker_figure,162088,,,0
"Lopez-Tellez JF, Vela J, del Rio JC, Ramos B, Baglietto-Vargas D, Santa-Maria C, Ruano D, Gutierrez A, Vitorica J.",Postnatal development of the alpha1 containing GABAA receptor subunit in rat hippocampus.,Brain Res Dev Brain Res,2004,14757527,2004,CR,2,LopezTellez-Vitorica-2004-129-v148-DevBrainRes-Fig7-Cell2004-CR.jpeg,marker_figure,162088,,,0
"Lopez-Tellez JF, Vela J, del Rio JC, Ramos B, Baglietto-Vargas D, Santa-Maria C, Ruano D, Gutierrez A, Vitorica J.",Postnatal development of the alpha1 containing GABAA receptor subunit in rat hippocampus.,Brain Res Dev Brain Res,2004,14757527,3000,CR,2,LopezTellez-Vitorica-2004-129-v148-DevBrainRes-Fig7-Cell3000-CR.jpeg,marker_figure,162088,,,0
"Lopez-Tellez JF, Vela J, del Rio JC, Ramos B, Baglietto-Vargas D, Santa-Maria C, Ruano D, Gutierrez A, Vitorica J.",Postnatal development of the alpha1 containing GABAA receptor subunit in rat hippocampus.,Brain Res Dev Brain Res,2004,14757527,4000,CR,2,LopezTellez-Vitorica-2004-129-v148-DevBrainRes-Fig7-Cell4000-CR.jpeg,marker_figure,162088,,,0
"Losonczy A, Zhang L, Shigemoto R, Somogyi P, Nusser Z",Cell type dependence and variability in the short-term plasticity of EPSCs in identified mouse hippocampal interneurones,Journal of Physiology,2002,12096061,4069,SOM,14,Losonczy-Nusser-2002-193-JPhsyiol-Fig1-Cell4069-Som.jpeg,marker_figure,161982,,,0
"Losonczy A, Zhang L, Shigemoto R, Somogyi P, Nusser Z",Cell type dependence and variability in the short-term plasticity of EPSCs in identified mouse hippocampal interneurones,Journal of Physiology,2002,12096061,4069,mGluR1a,9,Losonczy-Nusser-2002-193-JPhsyiol-Fig1-Cell4069-mGluR1a.jpeg,marker_figure,161982,,,0
"Losonczy A, Zhang L, Shigemoto R, Somogyi P, Nusser Z",Cell type dependence and variability in the short-term plasticity of EPSCs in identified mouse hippocampal interneurones,Journal of Physiology,2002,12096061,4089,SOM,14,Losonczy-Nusser-2002-193-JPhsyiol-Fig1-Cell4089-Som.jpeg,marker_figure,161982,,,0
"Losonczy A, Zhang L, Shigemoto R, Somogyi P, Nusser Z",Cell type dependence and variability in the short-term plasticity of EPSCs in identified mouse hippocampal interneurones,Journal of Physiology,2002,12096061,4089,mGluR1a,9,Losonczy-Nusser-2002-193-JPhsyiol-Fig1-Cell4089-mGluR1a.jpeg,marker_figure,161982,,,0
