Authors,Title,Journal/Book,Year,PMID/ISBN,Unique ID,Phase parameter,Phase parameter ID,Name of file containing figure,FTQ ID,Figure/Table,Reference ID,reference_id
"Diego Lopez-Pigozzi, Franois Laurent, Jorge R Brotons-Mas, Mario Valderrama, Manuel Valero, Ivan Fernandez-Lamo, Elena Cid, Daniel Gomez-Dominguez, Beatriz Gal, Liset Menendez de la Prida",Altered Oscillatory Dynamics of CA1 Parvalbumin Basket Cells During Theta-Gamma Rhythmopathies of Temporal Lobe Epilepsy,eNeuro,2016,27896315,4069,firing rate baseline,111,LopezPigozzi-delaPrida-2016-e0284-16.2016-v3-n6-eNeuro-Tab1_2-Cell4069-FR_baseline.jpeg,20101,table,4069111631520101,"""4069111631520101"""
"Mizuseki K, Sirota A, Pastalkova E, Buzski G",Theta oscillations provide temporal windows for local circuit computation in the entorhinal-hippocampal loop,Neuron,2009,19874793,1000,theta,101,Mizuseki-Buzsaki-2009-267-v64-n2-Neuron-Fig3C_DG-Cell1000-theta.jpeg,10303,figure,1000101479310303,"""1000101479310303"""
"Mizuseki K, Sirota A, Pastalkova E, Buzski G",Theta oscillations provide temporal windows for local circuit computation in the entorhinal-hippocampal loop,Neuron,2009,19874793,2000,theta,101,Mizuseki-Buzsaki-2009-267-v64-n2-Neuron-Fig3C_CA3-Cell2000-theta.jpeg,10303,figure,2000101479310303,"""2000101479310303"""
"Mizuseki K, Sirota A, Pastalkova E, Buzski G",Theta oscillations provide temporal windows for local circuit computation in the entorhinal-hippocampal loop,Neuron,2009,19874793,4000,theta,101,Mizuseki-Buzsaki-2009-267-v64-n2-Neuron-Fig3C_CA1-Cell4000-theta.jpeg,10303,figure,4000101479310303,"""4000101479310303"""
"Mizuseki K, Sirota A, Pastalkova E, Buzski G",Theta oscillations provide temporal windows for local circuit computation in the entorhinal-hippocampal loop,Neuron,2009,19874793,6003,theta,101,Mizuseki-Buzsaki-2009-267-v64-n2-Neuron-Fig3C-Cell6003-theta.jpeg,10303,figure,6003101479310303,"""6003101479310303"""
"Mizuseki K, Sirota A, Pastalkova E, Buzski G",Theta oscillations provide temporal windows for local circuit computation in the entorhinal-hippocampal loop,Neuron,2009,19874793,6017,theta,101,Mizuseki-Buzsaki-2009-267-v64-n2-Neuron-Fig3C-Cell6017-theta.jpeg,10303,figure,6017101479310303,"""6017101479310303"""
"Mizuseki K, Sirota A, Pastalkova E, Buzski G",Theta oscillations provide temporal windows for local circuit computation in the entorhinal-hippocampal loop,Neuron,2009,19874793,6021,theta,101,Mizuseki-Buzsaki-2009-267-v64-n2-Neuron-Fig3C-Cell6021-theta.jpeg,10303,figure,6021101479310303,"""6021101479310303"""
"Mizuseki K, Sirota A, Pastalkova E, Buzski G",Theta oscillations provide temporal windows for local circuit computation in the entorhinal-hippocampal loop,Neuron,2009,19874793,4000,firing rate SWR,116,Mizuseki-Buzsaki-2009-267-v64-n2-Neuron-FigS2_CA1-Cell4000-FR_SWR.jpeg,10201,figure,4000116479310201,"""4000116479310201"""
"Mizuseki K, Sirota A, Pastalkova E, Buzski G",Theta oscillations provide temporal windows for local circuit computation in the entorhinal-hippocampal loop,Neuron,2009,19874793,4000,firing rate baseline,111,Mizuseki-Buzsaki-2009-267-v64-n2-Neuron-FigS2_CA1-Cell4000-FR_baseline.jpeg,10201,figure,4000111479310201,"""4000111479310201"""
"Mizuseki K, Sirota A, Pastalkova E, Buzski G",Theta oscillations provide temporal windows for local circuit computation in the entorhinal-hippocampal loop,Neuron,2009,19874793,4000,SWR ratio,108,Mizuseki-Buzsaki-2009-267-v64-n2-Neuron-FigS2_CA1-Cell4000-SWR_ratio.jpeg,10201,figure,4000108479310201,"""4000108479310201"""
"Mizuseki K, Sirota A, Pastalkova E, Buzski G",Theta oscillations provide temporal windows for local circuit computation in the entorhinal-hippocampal loop,Neuron,2009,19874793,6003,SWR ratio,108,Mizuseki-Buzsaki-2009-267-v64-n2-Neuron-FigS2-Cell6003-SWR_ratio.jpeg,10200,figure,6003108479310200,"""6003108479310200"""
"Mizuseki K, Sirota A, Pastalkova E, Buzski G",Theta oscillations provide temporal windows for local circuit computation in the entorhinal-hippocampal loop,Neuron,2009,19874793,6003,firing rate SWR,116,Mizuseki-Buzsaki-2009-267-v64-n2-Neuron-FigS2-Cell6003-FR_SWR.jpeg,10201,figure,6003116479310201,"""6003116479310201"""
"Mizuseki K, Sirota A, Pastalkova E, Buzski G",Theta oscillations provide temporal windows for local circuit computation in the entorhinal-hippocampal loop,Neuron,2009,19874793,6003,firing rate baseline,111,Mizuseki-Buzsaki-2009-267-v64-n2-Neuron-FigS2-Cell6003-FR_baseline.jpeg,10202,figure,6003111479310202,"""6003111479310202"""
"Mizuseki K, Sirota A, Pastalkova E, Buzski G",Theta oscillations provide temporal windows for local circuit computation in the entorhinal-hippocampal loop,Neuron,2009,19874793,6017,SWR ratio,108,Mizuseki-Buzsaki-2009-267-v64-n2-Neuron-FigS2-Cell6017-SWR_ratio.jpeg,10200,figure,6017108479310200,"""6017108479310200"""
"Mizuseki K, Sirota A, Pastalkova E, Buzski G",Theta oscillations provide temporal windows for local circuit computation in the entorhinal-hippocampal loop,Neuron,2009,19874793,6017,firing rate SWR,116,Mizuseki-Buzsaki-2009-267-v64-n2-Neuron-FigS2-Cell6017-FR_SWR.jpeg,10201,figure,6017116479310201,"""6017116479310201"""
"Mizuseki K, Sirota A, Pastalkova E, Buzski G",Theta oscillations provide temporal windows for local circuit computation in the entorhinal-hippocampal loop,Neuron,2009,19874793,6017,firing rate baseline,111,Mizuseki-Buzsaki-2009-267-v64-n2-Neuron-FigS2-Cell6017-FR_baseline.jpeg,10202,figure,6017111479310202,"""6017111479310202"""
"Mizuseki K, Sirota A, Pastalkova E, Buzski G",Theta oscillations provide temporal windows for local circuit computation in the entorhinal-hippocampal loop,Neuron,2009,19874793,6021,SWR ratio,108,Mizuseki-Buzsaki-2009-267-v64-n2-Neuron-FigS2-Cell6021-SWR_ratio.jpeg,10200,figure,6021108479310200,"""6021108479310200"""
"Mizuseki K, Sirota A, Pastalkova E, Buzski G",Theta oscillations provide temporal windows for local circuit computation in the entorhinal-hippocampal loop,Neuron,2009,19874793,6021,firing rate SWR,116,Mizuseki-Buzsaki-2009-267-v64-n2-Neuron-FigS2-Cell6021-FR_SWR.jpeg,10201,figure,6021116479310201,"""6021116479310201"""
"Mizuseki K, Sirota A, Pastalkova E, Buzski G",Theta oscillations provide temporal windows for local circuit computation in the entorhinal-hippocampal loop,Neuron,2009,19874793,6021,firing rate baseline,111,Mizuseki-Buzsaki-2009-267-v64-n2-Neuron-FigS2-Cell6021-FR_baseline.jpeg,10202,figure,6021111479310202,"""6021111479310202"""
"Mizuseki K, Diba K, Pastalkova E, Buzski G",Hippocampal CA1 pyramidal cells form functionally distinct sublayers,Nature Neuroscience,2011,21822270,4000,theta run,102,Mizuseki-Buzsaki-2011-1174-v14-n9-NatNeurosci-Fig2b_mRUN-Cell4000-theta_run.jpeg,10207,figure,4000102227010207,"""4000102227010207"""
"Mizuseki K, Diba K, Pastalkova E, Buzski G",Hippocampal CA1 pyramidal cells form functionally distinct sublayers,Nature Neuroscience,2011,21822270,4000,theta REM,103,Mizuseki-Buzsaki-2011-1174-v14-n9-NatNeurosci-Fig2b_mREM-Cell4000-theta_REM.jpeg,10208,figure,4000103227010208,"""4000103227010208"""
"Mizuseki K, Diba K, Pastalkova E, Buzski G",Hippocampal CA1 pyramidal cells form functionally distinct sublayers,Nature Neuroscience,2011,21822270,4000,theta REM,103,Mizuseki-Buzsaki-2011-1174-v14-n9-NatNeurosci-FigS1_ec013-Cell4000-theta_REM.jpeg,10111,figure,4000103227010111,"""4000103227010111"""
"Mizuseki K, Diba K, Pastalkova E, Buzski G",Hippocampal CA1 pyramidal cells form functionally distinct sublayers,Nature Neuroscience,2011,21822270,4000,theta REM,103,Mizuseki-Buzsaki-2011-1174-v14-n9-NatNeurosci-FigS1_ec014-Cell4000-theta_REM.jpeg,10112,figure,4000103227010112,"""4000103227010112"""
"Mizuseki K, Diba K, Pastalkova E, Buzski G",Hippocampal CA1 pyramidal cells form functionally distinct sublayers,Nature Neuroscience,2011,21822270,4000,theta REM,103,Mizuseki-Buzsaki-2011-1174-v14-n9-NatNeurosci-FigS1_ec016-Cell4000-theta_REM.jpeg,10113,figure,4000103227010113,"""4000103227010113"""
"Mizuseki K, Diba K, Pastalkova E, Buzski G",Hippocampal CA1 pyramidal cells form functionally distinct sublayers,Nature Neuroscience,2011,21822270,4000,theta REM,103,Mizuseki-Buzsaki-2011-1174-v14-n9-NatNeurosci-FigS1_gor01-Cell4000-theta_REM.jpeg,10114,figure,4000103227010114,"""4000103227010114"""
"Mizuseki K, Diba K, Pastalkova E, Buzski G",Hippocampal CA1 pyramidal cells form functionally distinct sublayers,Nature Neuroscience,2011,21822270,4000,theta REM,103,Mizuseki-Buzsaki-2011-1174-v14-n9-NatNeurosci-FigS1_i01-Cell4000-theta_REM.jpeg,10115,figure,4000103227010115,"""4000103227010115"""
"Mizuseki K, Diba K, Pastalkova E, Buzski G",Hippocampal CA1 pyramidal cells form functionally distinct sublayers,Nature Neuroscience,2011,21822270,4000,theta REM,103,Mizuseki-Buzsaki-2011-1174-v14-n9-NatNeurosci-FigS1_km01-Cell4000-theta_REM.jpeg,10116,figure,4000103227010116,"""4000103227010116"""
"Mizuseki K, Diba K, Pastalkova E, Buzski G",Hippocampal CA1 pyramidal cells form functionally distinct sublayers,Nature Neuroscience,2011,21822270,4000,theta REM,103,Mizuseki-Buzsaki-2011-1174-v14-n9-NatNeurosci-FigS1_g01-Cell4000-theta_REM.jpeg,10117,figure,4000103227010117,"""4000103227010117"""
"Mizuseki K, Diba K, Pastalkova E, Buzski G",Hippocampal CA1 pyramidal cells form functionally distinct sublayers,Nature Neuroscience,2011,21822270,4000,theta REM,103,Mizuseki-Buzsaki-2011-1174-v14-n9-NatNeurosci-FigS1_vvp01-Cell4000-theta_REM.jpeg,10118,figure,4000103227010118,"""4000103227010118"""
"Mizuseki K, Diba K, Pastalkova E, Buzski G",Hippocampal CA1 pyramidal cells form functionally distinct sublayers,Nature Neuroscience,2011,21822270,4000,theta REM,103,Mizuseki-Buzsaki-2011-1174-v14-n9-NatNeurosci-FigS1_f01-Cell4000-theta_REM.jpeg,10119,figure,4000103227010119,"""4000103227010119"""
"Mizuseki K, Diba K, Pastalkova E, Buzski G",Hippocampal CA1 pyramidal cells form functionally distinct sublayers,Nature Neuroscience,2011,21822270,4000,theta REM,103,Mizuseki-Buzsaki-2011-1174-v14-n9-NatNeurosci-FigS1_pin01-Cell4000-theta_REM.jpeg,10120,figure,4000103227010120,"""4000103227010120"""
"Mizuseki K, Diba K, Pastalkova E, Buzski G",Hippocampal CA1 pyramidal cells form functionally distinct sublayers,Nature Neuroscience,2011,21822270,4000,theta run,102,Mizuseki-Buzsaki-2011-1174-v14-n9-NatNeurosci-FigS3_CA1-Cell4000-theta_RUN.jpeg,10300,figure,4000102227010300,"""4000102227010300"""
"Mizuseki K, Diba K, Pastalkova E, Buzski G",Hippocampal CA1 pyramidal cells form functionally distinct sublayers,Nature Neuroscience,2011,21822270,4000,theta REM,103,Mizuseki-Buzsaki-2011-1174-v14-n9-NatNeurosci-FigS3_CA1-Cell4000-theta_RUN.jpeg,10302,figure,4000103227010302,"""4000103227010302"""
"Mizuseki K, Diba K, Pastalkova E, Buzski G",Hippocampal CA1 pyramidal cells form functionally distinct sublayers,Nature Neuroscience,2011,21822270,4000,theta phasic REM,104,Mizuseki-Buzsaki-2011-1174-v14-n9-NatNeurosci-FigS3_CA1-Cell4000-theta_phasicREM.jpeg,10303,figure,4000104227010303,"""4000104227010303"""
"Mizuseki K, Diba K, Pastalkova E, Buzski G",Hippocampal CA1 pyramidal cells form functionally distinct sublayers,Nature Neuroscience,2011,21822270,4000,gamma,105,Mizuseki-Buzsaki-2011-1174-v14-n9-NatNeurosci-FigS11a_1-Cell4000-gamma.jpeg,11104,figure,4000105227011104,"""4000105227011104"""
"Mizuseki K, Diba K, Pastalkova E, Buzski G",Hippocampal CA1 pyramidal cells form functionally distinct sublayers,Nature Neuroscience,2011,21822270,4000,gamma,105,Mizuseki-Buzsaki-2011-1174-v14-n9-NatNeurosci-FigS11a_2-Cell4000-gamma.jpeg,11105,figure,4000105227011105,"""4000105227011105"""
"Mizuseki K, Diba K, Pastalkova E, Buzski G",Hippocampal CA1 pyramidal cells form functionally distinct sublayers,Nature Neuroscience,2011,21822270,4098,theta run,102,Mizuseki-Buzsaki-2011-1174-v14-n9-NatNeurosci-Fig1d_1-Cell4098-theta_run.jpeg,10104,figure,4098102227010104,"""4098102227010104"""
"Mizuseki K, Diba K, Pastalkova E, Buzski G",Hippocampal CA1 pyramidal cells form functionally distinct sublayers,Nature Neuroscience,2011,21822270,4098,theta REM,103,Mizuseki-Buzsaki-2011-1174-v14-n9-NatNeurosci-Fig1d_1-Cell4098-theta_REM.jpeg,10104,figure,4098103227010104,"""4098103227010104"""
"Mizuseki K, Diba K, Pastalkova E, Buzski G",Hippocampal CA1 pyramidal cells form functionally distinct sublayers,Nature Neuroscience,2011,21822270,4098,theta run,102,Mizuseki-Buzsaki-2011-1174-v14-n9-NatNeurosci-Fig1d_2-Cell4098-theta_run.jpeg,10105,figure,4098102227010105,"""4098102227010105"""
"Mizuseki K, Diba K, Pastalkova E, Buzski G",Hippocampal CA1 pyramidal cells form functionally distinct sublayers,Nature Neuroscience,2011,21822270,4098,theta REM,103,Mizuseki-Buzsaki-2011-1174-v14-n9-NatNeurosci-Fig1d_2-Cell4098-theta_REM.jpeg,10105,figure,4098103227010105,"""4098103227010105"""
"Mizuseki K, Diba K, Pastalkova E, Buzski G",Hippocampal CA1 pyramidal cells form functionally distinct sublayers,Nature Neuroscience,2011,21822270,4099,theta run,102,Mizuseki-Buzsaki-2011-1174-v14-n9-NatNeurosci-Fig1d_3-Cell4099-theta_run.jpeg,10104,figure,4099102227010104,"""4099102227010104"""
"Mizuseki K, Diba K, Pastalkova E, Buzski G",Hippocampal CA1 pyramidal cells form functionally distinct sublayers,Nature Neuroscience,2011,21822270,4099,theta REM,103,Mizuseki-Buzsaki-2011-1174-v14-n9-NatNeurosci-Fig1d_3-Cell4099-theta_REM.jpeg,10104,figure,4099103227010104,"""4099103227010104"""
"Mizuseki K, Diba K, Pastalkova E, Buzski G",Hippocampal CA1 pyramidal cells form functionally distinct sublayers,Nature Neuroscience,2011,21822270,4099,theta run,102,Mizuseki-Buzsaki-2011-1174-v14-n9-NatNeurosci-Fig1d_4-Cell4099-theta_run.jpeg,10105,figure,4099102227010105,"""4099102227010105"""
"Mizuseki K, Diba K, Pastalkova E, Buzski G",Hippocampal CA1 pyramidal cells form functionally distinct sublayers,Nature Neuroscience,2011,21822270,4099,theta REM,103,Mizuseki-Buzsaki-2011-1174-v14-n9-NatNeurosci-Fig1d_4-Cell4099-theta_REM.jpeg,10105,figure,4099103227010105,"""4099103227010105"""
"Mizuseki K, Diba K, Pastalkova E, Buzski G",Hippocampal CA1 pyramidal cells form functionally distinct sublayers,Nature Neuroscience,2011,21822270,4099,theta run,102,Mizuseki-Buzsaki-2011-1174-v14-n9-NatNeurosci-Fig1d_5-Cell4099-theta_run.jpeg,10106,figure,4099102227010106,"""4099102227010106"""
"Mizuseki K, Diba K, Pastalkova E, Buzski G",Hippocampal CA1 pyramidal cells form functionally distinct sublayers,Nature Neuroscience,2011,21822270,4099,theta REM,103,Mizuseki-Buzsaki-2011-1174-v14-n9-NatNeurosci-Fig1d_5-Cell4099-theta_REM.jpeg,10106,figure,4099103227010106,"""4099103227010106"""
"Mizuseki K, Diba K, Pastalkova E, Buzski G",Hippocampal CA1 pyramidal cells form functionally distinct sublayers,Nature Neuroscience,2011,21822270,4098,theta run,102,Mizuseki-Buzsaki-2011-1174-v14-n9-NatNeurosci-Fig2a_s-Cell4098-theta_RUN.jpeg,10202,figure,4098102227010202,"""4098102227010202"""
"Mizuseki K, Diba K, Pastalkova E, Buzski G",Hippocampal CA1 pyramidal cells form functionally distinct sublayers,Nature Neuroscience,2011,21822270,4098,theta REM,103,Mizuseki-Buzsaki-2011-1174-v14-n9-NatNeurosci-Fig2a_s-Cell4098-theta_REM.jpeg,10202,figure,4098103227010202,"""4098103227010202"""
"Mizuseki K, Diba K, Pastalkova E, Buzski G",Hippocampal CA1 pyramidal cells form functionally distinct sublayers,Nature Neuroscience,2011,21822270,4099,theta run,102,Mizuseki-Buzsaki-2011-1174-v14-n9-NatNeurosci-FIg2a_d-Cell4099-theta_RUN.jpeg,10202,figure,4099102227010202,"""4099102227010202"""
"Mizuseki K, Diba K, Pastalkova E, Buzski G",Hippocampal CA1 pyramidal cells form functionally distinct sublayers,Nature Neuroscience,2011,21822270,4099,theta REM,103,Mizuseki-Buzsaki-2011-1174-v14-n9-NatNeurosci-FIg2a_d-Cell4099-theta_REM.jpeg,10202,figure,4099103227010202,"""4099103227010202"""
"Mizuseki K, Diba K, Pastalkova E, Buzski G",Hippocampal CA1 pyramidal cells form functionally distinct sublayers,Nature Neuroscience,2011,21822270,4098,theta REM,103,Mizuseki-Buzsaki-2011-1174-v14-n9-NatNeurosci-FigS1_s_ec013-Cell4098-theta_REM.jpeg,10106,figure,4098103227010106,"""4098103227010106"""
"Mizuseki K, Diba K, Pastalkova E, Buzski G",Hippocampal CA1 pyramidal cells form functionally distinct sublayers,Nature Neuroscience,2011,21822270,4098,theta REM,103,Mizuseki-Buzsaki-2011-1174-v14-n9-NatNeurosci-FigS1_s_ec014-Cell4098-theta-REM.jpeg,10107,figure,4098103227010107,"""4098103227010107"""
"Mizuseki K, Diba K, Pastalkova E, Buzski G",Hippocampal CA1 pyramidal cells form functionally distinct sublayers,Nature Neuroscience,2011,21822270,4098,theta REM,103,Mizuseki-Buzsaki-2011-1174-v14-n9-NatNeurosci-FigS1_s_ec016-Cell4098-theta_REM.jpeg,10108,figure,4098103227010108,"""4098103227010108"""
"Mizuseki K, Diba K, Pastalkova E, Buzski G",Hippocampal CA1 pyramidal cells form functionally distinct sublayers,Nature Neuroscience,2011,21822270,4098,theta REM,103,Mizuseki-Buzsaki-2011-1174-v14-n9-NatNeurosci-FigS1_s_gor01-Cell4098-theta_REM.jpeg,10109,figure,4098103227010109,"""4098103227010109"""
"Mizuseki K, Diba K, Pastalkova E, Buzski G",Hippocampal CA1 pyramidal cells form functionally distinct sublayers,Nature Neuroscience,2011,21822270,4098,theta REM,103,Mizuseki-Buzsaki-2011-1174-v14-n9-NatNeurosci-FigS1_s_i01-Cell4098-theta_REM.jpeg,10110,figure,4098103227010110,"""4098103227010110"""
"Mizuseki K, Diba K, Pastalkova E, Buzski G",Hippocampal CA1 pyramidal cells form functionally distinct sublayers,Nature Neuroscience,2011,21822270,4098,theta REM,103,Mizuseki-Buzsaki-2011-1174-v14-n9-NatNeurosci-FigS1_s_km01-Cell4098-theta_REM.jpeg,10111,figure,4098103227010111,"""4098103227010111"""
"Mizuseki K, Diba K, Pastalkova E, Buzski G",Hippocampal CA1 pyramidal cells form functionally distinct sublayers,Nature Neuroscience,2011,21822270,4098,theta REM,103,Mizuseki-Buzsaki-2011-1174-v14-n9-NatNeurosci-FigS1_s_g01-Cell4098-theta-REM.jpeg,10112,figure,4098103227010112,"""4098103227010112"""
"Mizuseki K, Diba K, Pastalkova E, Buzski G",Hippocampal CA1 pyramidal cells form functionally distinct sublayers,Nature Neuroscience,2011,21822270,4098,theta REM,103,Mizuseki-Buzsaki-2011-1174-v14-n9-NatNeurosci-FigS1_s_vvp01-Cell4098-theta_REM.jpeg,10113,figure,4098103227010113,"""4098103227010113"""
"Mizuseki K, Diba K, Pastalkova E, Buzski G",Hippocampal CA1 pyramidal cells form functionally distinct sublayers,Nature Neuroscience,2011,21822270,4098,theta REM,103,Mizuseki-Buzsaki-2011-1174-v14-n9-NatNeurosci-FigS1_s_f01-Cell4098-theta_REM.jpeg,10114,figure,4098103227010114,"""4098103227010114"""
"Mizuseki K, Diba K, Pastalkova E, Buzski G",Hippocampal CA1 pyramidal cells form functionally distinct sublayers,Nature Neuroscience,2011,21822270,4098,theta REM,103,Mizuseki-Buzsaki-2011-1174-v14-n9-NatNeurosci-FigS1_s_pin01-Cell4098-theta_REM.jpeg,10115,figure,4098103227010115,"""4098103227010115"""
"Mizuseki K, Diba K, Pastalkova E, Buzski G",Hippocampal CA1 pyramidal cells form functionally distinct sublayers,Nature Neuroscience,2011,21822270,4099,theta REM,103,Mizuseki-Buzsaki-2011-1174-v14-n9-NatNeurosci-FigS1_d_ec013-Cell4099-theta_REM.jpeg,10107,figure,4099103227010107,"""4099103227010107"""
"Mizuseki K, Diba K, Pastalkova E, Buzski G",Hippocampal CA1 pyramidal cells form functionally distinct sublayers,Nature Neuroscience,2011,21822270,4099,theta REM,103,Mizuseki-Buzsaki-2011-1174-v14-n9-NatNeurosci-FigS1_d_ec014-Cell4099-theta_REM.jpeg,10108,figure,4099103227010108,"""4099103227010108"""
"Mizuseki K, Diba K, Pastalkova E, Buzski G",Hippocampal CA1 pyramidal cells form functionally distinct sublayers,Nature Neuroscience,2011,21822270,4099,theta REM,103,Mizuseki-Buzsaki-2011-1174-v14-n9-NatNeurosci-FigS1_d_ec016-Cell4099-theta_REM.jpeg,10109,figure,4099103227010109,"""4099103227010109"""
"Mizuseki K, Diba K, Pastalkova E, Buzski G",Hippocampal CA1 pyramidal cells form functionally distinct sublayers,Nature Neuroscience,2011,21822270,4099,theta REM,103,Mizuseki-Buzsaki-2011-1174-v14-n9-NatNeurosci-FigS1_d_gor01-Cell4099-theta_REM.jpeg,10110,figure,4099103227010110,"""4099103227010110"""
"Mizuseki K, Diba K, Pastalkova E, Buzski G",Hippocampal CA1 pyramidal cells form functionally distinct sublayers,Nature Neuroscience,2011,21822270,4099,theta REM,103,Mizuseki-Buzsaki-2011-1174-v14-n9-NatNeurosci-FigS1_d_i01-Cell4099-theta_REM.jpeg,10111,figure,4099103227010111,"""4099103227010111"""
"Mizuseki K, Diba K, Pastalkova E, Buzski G",Hippocampal CA1 pyramidal cells form functionally distinct sublayers,Nature Neuroscience,2011,21822270,4099,theta REM,103,Mizuseki-Buzsaki-2011-1174-v14-n9-NatNeurosci-FigS1_d_km01-Cell4099-theta_REM.jpeg,10112,figure,4099103227010112,"""4099103227010112"""
"Mizuseki K, Diba K, Pastalkova E, Buzski G",Hippocampal CA1 pyramidal cells form functionally distinct sublayers,Nature Neuroscience,2011,21822270,4099,theta REM,103,Mizuseki-Buzsaki-2011-1174-v14-n9-NatNeurosci-FigS1_d_g01-Cell4099-theta_REM.jpeg,10113,figure,4099103227010113,"""4099103227010113"""
"Mizuseki K, Diba K, Pastalkova E, Buzski G",Hippocampal CA1 pyramidal cells form functionally distinct sublayers,Nature Neuroscience,2011,21822270,4099,theta REM,103,Mizuseki-Buzsaki-2011-1174-v14-n9-NatNeurosci-FigS1_d_vvp01-Cell4099-theta_REM.jpeg,10114,figure,4099103227010114,"""4099103227010114"""
"Mizuseki K, Diba K, Pastalkova E, Buzski G",Hippocampal CA1 pyramidal cells form functionally distinct sublayers,Nature Neuroscience,2011,21822270,4099,theta REM,103,Mizuseki-Buzsaki-2011-1174-v14-n9-NatNeurosci-FigS1_d_f01-Cell4099-theta_REM.jpeg,10115,figure,4099103227010115,"""4099103227010115"""
"Mizuseki K, Diba K, Pastalkova E, Buzski G",Hippocampal CA1 pyramidal cells form functionally distinct sublayers,Nature Neuroscience,2011,21822270,4098,gamma,105,Mizuseki-Buzsaki-2011-1174-v14-n9-NatNeurosci-pS11a_s1-Cell4098-gamma.jpeg,11101,figure,4098105227011101,"""4098105227011101"""
"Mizuseki K, Diba K, Pastalkova E, Buzski G",Hippocampal CA1 pyramidal cells form functionally distinct sublayers,Nature Neuroscience,2011,21822270,4098,gamma,105,Mizuseki-Buzsaki-2011-1174-v14-n9-NatNeurosci-pS11a_s2-Cell4098-gamma.jpeg,11103,figure,4098105227011103,"""4098105227011103"""
"Mizuseki K, Diba K, Pastalkova E, Buzski G",Hippocampal CA1 pyramidal cells form functionally distinct sublayers,Nature Neuroscience,2011,21822270,4099,gamma,105,Mizuseki-Buzsaki-2011-1174-v14-n9-NatNeurosci-pS11a_s1-Cell4099-gamma.jpeg,11101,figure,4099105227011101,"""4099105227011101"""
"Mizuseki K, Diba K, Pastalkova E, Buzski G",Hippocampal CA1 pyramidal cells form functionally distinct sublayers,Nature Neuroscience,2011,21822270,4099,gamma,105,Mizuseki-Buzsaki-2011-1174-v14-n9-NatNeurosci-pS11a_s2-Cell4099-gamma.jpeg,11103,figure,4099105227011103,"""4099105227011103"""
"Mizuseki K, Diba K, Pastalkova E, Buzski G",Hippocampal CA1 pyramidal cells form functionally distinct sublayers,Nature Neuroscience,2011,21822270,6003,theta run,102,Mizuseki-Buzsaki-2011-1174-v14-n9-NatNeurosci-FigS3-Cell6003-theta_RUN.jpeg,10300,figure,6003102227010300,"""6003102227010300"""
"Mizuseki K, Diba K, Pastalkova E, Buzski G",Hippocampal CA1 pyramidal cells form functionally distinct sublayers,Nature Neuroscience,2011,21822270,6003,theta REM,103,Mizuseki-Buzsaki-2011-1174-v14-n9-NatNeurosci-FigS3_1-Cell6003-theta_REM.jpeg,10301,figure,6003103227010301,"""6003103227010301"""
"Mizuseki K, Diba K, Pastalkova E, Buzski G",Hippocampal CA1 pyramidal cells form functionally distinct sublayers,Nature Neuroscience,2011,21822270,6003,theta REM,103,Mizuseki-Buzsaki-2011-1174-v14-n9-NatNeurosci-FigS3_2-Cell6003-theta_REM.jpeg,10302,figure,6003103227010302,"""6003103227010302"""
"Mizuseki K, Diba K, Pastalkova E, Buzski G",Hippocampal CA1 pyramidal cells form functionally distinct sublayers,Nature Neuroscience,2011,21822270,6003,theta phasic REM,104,Mizuseki-Buzsaki-2011-1174-v14-n9-NatNeurosci-FigS3-Cell6003-theta_phasicREM.jpeg,10303,figure,6003104227010303,"""6003104227010303"""
"Mizuseki K, Diba K, Pastalkova E, Buzski G",Hippocampal CA1 pyramidal cells form functionally distinct sublayers,Nature Neuroscience,2011,21822270,6017,theta run,102,Mizuseki-Buzsaki-2011-1174-v14-n9-NatNeurosci-FigS3-Cell6017-theta_RUN.jpeg,10300,figure,6017102227010300,"""6017102227010300"""
"Mizuseki K, Diba K, Pastalkova E, Buzski G",Hippocampal CA1 pyramidal cells form functionally distinct sublayers,Nature Neuroscience,2011,21822270,6017,theta REM,103,Mizuseki-Buzsaki-2011-1174-v14-n9-NatNeurosci-FigS3-Cell6017-theta_REM.jpeg,10302,figure,6017103227010302,"""6017103227010302"""
"Mizuseki K, Diba K, Pastalkova E, Buzski G",Hippocampal CA1 pyramidal cells form functionally distinct sublayers,Nature Neuroscience,2011,21822270,6017,theta phasic REM,104,Mizuseki-Buzsaki-2011-1174-v14-n9-NatNeurosci-FigS3-Cell6017-theta_phasicREM.jpeg,10303,figure,6017104227010303,"""6017104227010303"""
"Mizuseki K, Diba K, Pastalkova E, Buzski G",Hippocampal CA1 pyramidal cells form functionally distinct sublayers,Nature Neuroscience,2011,21822270,6021,theta run,102,Mizuseki-Buzsaki-2011-1174-v14-n9-NatNeurosci-FigS3-Cell6021-theta_RUN.jpeg,10300,figure,6021102227010300,"""6021102227010300"""
"Mizuseki K, Diba K, Pastalkova E, Buzski G",Hippocampal CA1 pyramidal cells form functionally distinct sublayers,Nature Neuroscience,2011,21822270,6021,theta REM,103,Mizuseki-Buzsaki-2011-1174-v14-n9-NatNeurosci-FigS3-Cell6021-theta_REM.jpeg,10302,figure,6021103227010302,"""6021103227010302"""
