Authors,Title,Journal/Book,Year,PMID/ISBN,Cell Identifier,Neurite,Neurite_ID,Name of file containing figure,Reference_ID
"Lubke J, Frotscher M, Spruston N ",Specialized electrophysiological  properties of anatomically  identified  neurons  in  the  hilar  region  of  the  rat  fascia  dentata.,J  Neurophysiol  ,1998,9497429,1026,DG:All:A,1,Lubke-Spruston-1998-1518-JNeurophys-Fig6A-Cell1026-DG(All)-A.png,800094
"Lubke J, Frotscher M, Spruston N ",Specialized electrophysiological  properties of anatomically  identified  neurons  in  the  hilar  region  of  the  rat  fascia  dentata.,J  Neurophysiol  ,1998,9497429,1026,DG:All:D,2,Lubke-Spruston-1998-1518-JNeurophys-Fig6A-Cell1026-DG(All)-D.png,800094
"Lubke J, Frotscher M, Spruston N ",Specialized electrophysiological  properties of anatomically  identified  neurons  in  the  hilar  region  of  the  rat  fascia  dentata.,J  Neurophysiol  ,1998,9497429,1026,DG:H:A,13,Lubke-Spruston-1998-1518-JNeurophys-Fig6A-Cell1026-DG(H)-A.png,800094
"Lubke J, Frotscher M, Spruston N ",Specialized electrophysiological  properties of anatomically  identified  neurons  in  the  hilar  region  of  the  rat  fascia  dentata.,J  Neurophysiol  ,1998,9497429,1026,DG:H:D,14,Lubke-Spruston-1998-1518-JNeurophys-Fig6A-Cell1026-DG(H)-D.png,800094
"Lubke J, Frotscher M, Spruston N ",Specialized electrophysiological  properties of anatomically  identified  neurons  in  the  hilar  region  of  the  rat  fascia  dentata.,J  Neurophysiol  ,1998,9497429,1026,DG:SG:A,10,Lubke-Spruston-1998-1518-JNeurophys-Fig6A-Cell1026-DG(SG)-A.png,800094
"Lubke J, Frotscher M, Spruston N ",Specialized electrophysiological  properties of anatomically  identified  neurons  in  the  hilar  region  of  the  rat  fascia  dentata.,J  Neurophysiol  ,1998,9497429,1026,DG:SG:D,11,Lubke-Spruston-1998-1518-JNeurophys-Fig6A-Cell1026-DG(SG)-D.png,800094
"Lubke J, Frotscher M, Spruston N ",Specialized electrophysiological  properties of anatomically  identified  neurons  in  the  hilar  region  of  the  rat  fascia  dentata.,J  Neurophysiol  ,1998,9497429,1026,DG:SMi:A,7,Lubke-Spruston-1998-1518-JNeurophys-Fig6A-Cell1026-DG(SMi)-A.png,800094
"Lubke J, Frotscher M, Spruston N ",Specialized electrophysiological  properties of anatomically  identified  neurons  in  the  hilar  region  of  the  rat  fascia  dentata.,J  Neurophysiol  ,1998,9497429,1026,DG:SMi:D,8,Lubke-Spruston-1998-1518-JNeurophys-Fig6A-Cell1026-DG(SMi)-D.png,800094
"Lubke J, Frotscher M, Spruston N ",Specialized electrophysiological  properties of anatomically  identified  neurons  in  the  hilar  region  of  the  rat  fascia  dentata.,J  Neurophysiol  ,1998,9497429,1026,DG:SMo:A,4,Lubke-Spruston-1998-1518-JNeurophys-Fig6A-Cell1026-DG(SMo)-A.png,800094
"Lubke J, Frotscher M, Spruston N ",Specialized electrophysiological  properties of anatomically  identified  neurons  in  the  hilar  region  of  the  rat  fascia  dentata.,J  Neurophysiol  ,1998,9497429,1026,DG:SMo:D,5,Lubke-Spruston-1998-1518-JNeurophys-Fig6A-Cell1026-DG(SMo)-D.png,800094
"Lubke J, Frotscher M, Spruston N ",Specialized electrophysiological  properties of anatomically  identified  neurons  in  the  hilar  region  of  the  rat  fascia  dentata.,J  Neurophysiol  ,1998,9497429,1026,Original,97,Lubke-Spruston-1998-1518-JNeurophys-Fig6A-Cell1026.png,800094
"Lubke J, Frotscher M, Spruston N ",Specialized electrophysiological  properties of anatomically  identified  neurons  in  the  hilar  region  of  the  rat  fascia  dentata.,J  Neurophysiol  ,1998,9497429,1027,CA3:SP:A,28,Lubke-Spruston-1998-1518-JNeurophys-Fig8A-Cell1027-CA3(SP)-A.png,800050
"Lubke J, Frotscher M, Spruston N ",Specialized electrophysiological  properties of anatomically  identified  neurons  in  the  hilar  region  of  the  rat  fascia  dentata.,J  Neurophysiol  ,1998,9497429,1027,DG:All:A,1,Lubke-Spruston-1998-1518-JNeurophys-Fig8A-Cell1027-DG(All)-A.png,800050
"Lubke J, Frotscher M, Spruston N ",Specialized electrophysiological  properties of anatomically  identified  neurons  in  the  hilar  region  of  the  rat  fascia  dentata.,J  Neurophysiol  ,1998,9497429,1027,DG:All:D,2,Lubke-Spruston-1998-1518-JNeurophys-Fig8A-Cell1027-DG(All)-D.png,800050
"Lubke J, Frotscher M, Spruston N ",Specialized electrophysiological  properties of anatomically  identified  neurons  in  the  hilar  region  of  the  rat  fascia  dentata.,J  Neurophysiol  ,1998,9497429,1027,DG:H:A,13,Lubke-Spruston-1998-1518-JNeurophys-Fig8A-Cell1027-DG(H)-A.png,800050
"Lubke J, Frotscher M, Spruston N ",Specialized electrophysiological  properties of anatomically  identified  neurons  in  the  hilar  region  of  the  rat  fascia  dentata.,J  Neurophysiol  ,1998,9497429,1027,DG:H:D,14,Lubke-Spruston-1998-1518-JNeurophys-Fig8A-Cell1027-DG(H)-D.png,800050
"Lubke J, Frotscher M, Spruston N ",Specialized electrophysiological  properties of anatomically  identified  neurons  in  the  hilar  region  of  the  rat  fascia  dentata.,J  Neurophysiol  ,1998,9497429,1027,DG:SG:A,10,Lubke-Spruston-1998-1518-JNeurophys-Fig8A-Cell1027-DG(SG)-A.png,800050
"Lubke J, Frotscher M, Spruston N ",Specialized electrophysiological  properties of anatomically  identified  neurons  in  the  hilar  region  of  the  rat  fascia  dentata.,J  Neurophysiol  ,1998,9497429,1027,DG:SG:D,11,Lubke-Spruston-1998-1518-JNeurophys-Fig8A-Cell1027-DG(SG)-D.png,800050
"Lubke J, Frotscher M, Spruston N ",Specialized electrophysiological  properties of anatomically  identified  neurons  in  the  hilar  region  of  the  rat  fascia  dentata.,J  Neurophysiol  ,1998,9497429,1027,DG:SMi:A,7,Lubke-Spruston-1998-1518-JNeurophys-Fig8A-Cell1027-DG(SMi)-A.png,800050
"Lubke J, Frotscher M, Spruston N ",Specialized electrophysiological  properties of anatomically  identified  neurons  in  the  hilar  region  of  the  rat  fascia  dentata.,J  Neurophysiol  ,1998,9497429,1027,DG:SMi:D,8,Lubke-Spruston-1998-1518-JNeurophys-Fig8A-Cell1027-DG(SMi)-D.png,800050
"Lubke J, Frotscher M, Spruston N ",Specialized electrophysiological  properties of anatomically  identified  neurons  in  the  hilar  region  of  the  rat  fascia  dentata.,J  Neurophysiol  ,1998,9497429,1027,DG:SMo:A,4,Lubke-Spruston-1998-1518-JNeurophys-Fig8A-Cell1027-DG(SMo)-A.png,800050
"Lubke J, Frotscher M, Spruston N ",Specialized electrophysiological  properties of anatomically  identified  neurons  in  the  hilar  region  of  the  rat  fascia  dentata.,J  Neurophysiol  ,1998,9497429,1027,DG:SMo:D,5,Lubke-Spruston-1998-1518-JNeurophys-Fig8A-Cell1027-DG(SMo)-D.png,800050
"Lubke J, Frotscher M, Spruston N ",Specialized electrophysiological  properties of anatomically  identified  neurons  in  the  hilar  region  of  the  rat  fascia  dentata.,J  Neurophysiol  ,1998,9497429,1027,Original,97,Lubke-Spruston-1998-1518-JNeurophys-Fig8A-Cell1027.png,800050
"Lubke J, Frotscher M, Spruston N ",Specialized electrophysiological  properties of anatomically  identified  neurons  in  the  hilar  region  of  the  rat  fascia  dentata.,J  Neurophysiol  ,1998,9497429,1026,CA3:SL:A,25,Lubke-Spruston-1998-1518-JNeurophys-Fig8B-Cell1026-CA3(SL)-A.png,800096
"Lubke J, Frotscher M, Spruston N ",Specialized electrophysiological  properties of anatomically  identified  neurons  in  the  hilar  region  of  the  rat  fascia  dentata.,J  Neurophysiol  ,1998,9497429,1026,CA3:SO:A,31,Lubke-Spruston-1998-1518-JNeurophys-Fig8B-Cell1026-CA3(SO)-A.png,800096
"Lubke J, Frotscher M, Spruston N ",Specialized electrophysiological  properties of anatomically  identified  neurons  in  the  hilar  region  of  the  rat  fascia  dentata.,J  Neurophysiol  ,1998,9497429,1026,CA3:SP:A,28,Lubke-Spruston-1998-1518-JNeurophys-Fig8B-Cell1026-CA3(SP)-A.png,800096
"Lubke J, Frotscher M, Spruston N ",Specialized electrophysiological  properties of anatomically  identified  neurons  in  the  hilar  region  of  the  rat  fascia  dentata.,J  Neurophysiol  ,1998,9497429,1026,CA3:SR:A,22,Lubke-Spruston-1998-1518-JNeurophys-Fig8B-Cell1026-CA3(SR)-A.png,800096
"Lubke J, Frotscher M, Spruston N ",Specialized electrophysiological  properties of anatomically  identified  neurons  in  the  hilar  region  of  the  rat  fascia  dentata.,J  Neurophysiol  ,1998,9497429,1026,CA3:SR:D,23,Lubke-Spruston-1998-1518-JNeurophys-Fig8B-Cell1026-CA3(SR)-D.png,800096
"Lubke J, Frotscher M, Spruston N ",Specialized electrophysiological  properties of anatomically  identified  neurons  in  the  hilar  region  of  the  rat  fascia  dentata.,J  Neurophysiol  ,1998,9497429,1026,DG:All:A,1,Lubke-Spruston-1998-1518-JNeurophys-Fig8B-Cell1026-DG(All)-A.png,800096
"Lubke J, Frotscher M, Spruston N ",Specialized electrophysiological  properties of anatomically  identified  neurons  in  the  hilar  region  of  the  rat  fascia  dentata.,J  Neurophysiol  ,1998,9497429,1026,DG:All:D,2,Lubke-Spruston-1998-1518-JNeurophys-Fig8B-Cell1026-DG(All)-D.png,800096
"Lubke J, Frotscher M, Spruston N ",Specialized electrophysiological  properties of anatomically  identified  neurons  in  the  hilar  region  of  the  rat  fascia  dentata.,J  Neurophysiol  ,1998,9497429,1026,DG:H:A,13,Lubke-Spruston-1998-1518-JNeurophys-Fig8B-Cell1026-DG(H)-A.png,800096
"Lubke J, Frotscher M, Spruston N ",Specialized electrophysiological  properties of anatomically  identified  neurons  in  the  hilar  region  of  the  rat  fascia  dentata.,J  Neurophysiol  ,1998,9497429,1026,DG:H:D,14,Lubke-Spruston-1998-1518-JNeurophys-Fig8B-Cell1026-DG(H)-D.png,800096
"Lubke J, Frotscher M, Spruston N ",Specialized electrophysiological  properties of anatomically  identified  neurons  in  the  hilar  region  of  the  rat  fascia  dentata.,J  Neurophysiol  ,1998,9497429,1026,DG:SG:A,10,Lubke-Spruston-1998-1518-JNeurophys-Fig8B-Cell1026-DG(SG)-A.png,800096
"Lubke J, Frotscher M, Spruston N ",Specialized electrophysiological  properties of anatomically  identified  neurons  in  the  hilar  region  of  the  rat  fascia  dentata.,J  Neurophysiol  ,1998,9497429,1026,DG:SG:D,11,Lubke-Spruston-1998-1518-JNeurophys-Fig8B-Cell1026-DG(SG)-D.png,800096
"Lubke J, Frotscher M, Spruston N ",Specialized electrophysiological  properties of anatomically  identified  neurons  in  the  hilar  region  of  the  rat  fascia  dentata.,J  Neurophysiol  ,1998,9497429,1026,DG:SMi:A,7,Lubke-Spruston-1998-1518-JNeurophys-Fig8B-Cell1026-DG(SMi)-A.png,800096
"Lubke J, Frotscher M, Spruston N ",Specialized electrophysiological  properties of anatomically  identified  neurons  in  the  hilar  region  of  the  rat  fascia  dentata.,J  Neurophysiol  ,1998,9497429,1026,DG:SMi:D,8,Lubke-Spruston-1998-1518-JNeurophys-Fig8B-Cell1026-DG(SMi)-D.png,800096
"Lubke J, Frotscher M, Spruston N ",Specialized electrophysiological  properties of anatomically  identified  neurons  in  the  hilar  region  of  the  rat  fascia  dentata.,J  Neurophysiol  ,1998,9497429,1026,DG:SMo:A,4,Lubke-Spruston-1998-1518-JNeurophys-Fig8B-Cell1026-DG(SMo)-A.png,800096
"Lubke J, Frotscher M, Spruston N ",Specialized electrophysiological  properties of anatomically  identified  neurons  in  the  hilar  region  of  the  rat  fascia  dentata.,J  Neurophysiol  ,1998,9497429,1026,DG:SMo:D,5,Lubke-Spruston-1998-1518-JNeurophys-Fig8B-Cell1026-DG(SMo)-D.png,800096
"Lubke J, Frotscher M, Spruston N ",Specialized electrophysiological  properties of anatomically  identified  neurons  in  the  hilar  region  of  the  rat  fascia  dentata.,J  Neurophysiol  ,1998,9497429,1026,Original,97,Lubke-Spruston-1998-1518-JNeurophys-Fig8B-Cell1026.png,800096
"Lubke J, Frotscher M, Spruston N ",Specialized electrophysiological  properties of anatomically  identified  neurons  in  the  hilar  region  of  the  rat  fascia  dentata.,J  Neurophysiol  ,1998,9497429,1027,CA3:SP:A,28,Lubke-Spruston-1998-1518-JNeurophys-Fig9A-Cell1027-CA3(SP)-A.png,800052
"Lubke J, Frotscher M, Spruston N ",Specialized electrophysiological  properties of anatomically  identified  neurons  in  the  hilar  region  of  the  rat  fascia  dentata.,J  Neurophysiol  ,1998,9497429,1027,CA3:SP:D,29,Lubke-Spruston-1998-1518-JNeurophys-Fig9A-Cell1027-CA3(SP)-D.png,800052
"Lubke J, Frotscher M, Spruston N ",Specialized electrophysiological  properties of anatomically  identified  neurons  in  the  hilar  region  of  the  rat  fascia  dentata.,J  Neurophysiol  ,1998,9497429,1027,DG:All:A,1,Lubke-Spruston-1998-1518-JNeurophys-Fig9A-Cell1027-DG(All)-A.png,800052
"Lubke J, Frotscher M, Spruston N ",Specialized electrophysiological  properties of anatomically  identified  neurons  in  the  hilar  region  of  the  rat  fascia  dentata.,J  Neurophysiol  ,1998,9497429,1027,DG:All:D,2,Lubke-Spruston-1998-1518-JNeurophys-Fig9A-Cell1027-DG(All)-D.png,800052
"Lubke J, Frotscher M, Spruston N ",Specialized electrophysiological  properties of anatomically  identified  neurons  in  the  hilar  region  of  the  rat  fascia  dentata.,J  Neurophysiol  ,1998,9497429,1027,DG:H:A,13,Lubke-Spruston-1998-1518-JNeurophys-Fig9A-Cell1027-DG(H)-A.png,800052
"Lubke J, Frotscher M, Spruston N ",Specialized electrophysiological  properties of anatomically  identified  neurons  in  the  hilar  region  of  the  rat  fascia  dentata.,J  Neurophysiol  ,1998,9497429,1027,DG:H:D,14,Lubke-Spruston-1998-1518-JNeurophys-Fig9A-Cell1027-DG(H)-D.png,800052
"Lubke J, Frotscher M, Spruston N ",Specialized electrophysiological  properties of anatomically  identified  neurons  in  the  hilar  region  of  the  rat  fascia  dentata.,J  Neurophysiol  ,1998,9497429,1027,DG:SG:A,10,Lubke-Spruston-1998-1518-JNeurophys-Fig9A-Cell1027-DG(SG)-A.png,800052
"Lubke J, Frotscher M, Spruston N ",Specialized electrophysiological  properties of anatomically  identified  neurons  in  the  hilar  region  of  the  rat  fascia  dentata.,J  Neurophysiol  ,1998,9497429,1027,DG:SG:D,11,Lubke-Spruston-1998-1518-JNeurophys-Fig9A-Cell1027-DG(SG)-D.png,800052
"Lubke J, Frotscher M, Spruston N ",Specialized electrophysiological  properties of anatomically  identified  neurons  in  the  hilar  region  of  the  rat  fascia  dentata.,J  Neurophysiol  ,1998,9497429,1027,DG:SMi:A,7,Lubke-Spruston-1998-1518-JNeurophys-Fig9A-Cell1027-DG(SMi)-A.png,800052
"Lubke J, Frotscher M, Spruston N ",Specialized electrophysiological  properties of anatomically  identified  neurons  in  the  hilar  region  of  the  rat  fascia  dentata.,J  Neurophysiol  ,1998,9497429,1027,DG:SMi:D,8,Lubke-Spruston-1998-1518-JNeurophys-Fig9A-Cell1027-DG(SMi)-D.png,800052
"Lubke J, Frotscher M, Spruston N ",Specialized electrophysiological  properties of anatomically  identified  neurons  in  the  hilar  region  of  the  rat  fascia  dentata.,J  Neurophysiol  ,1998,9497429,1027,DG:SMo:A,4,Lubke-Spruston-1998-1518-JNeurophys-Fig9A-Cell1027-DG(SMo)-A.png,800052
"Lubke J, Frotscher M, Spruston N ",Specialized electrophysiological  properties of anatomically  identified  neurons  in  the  hilar  region  of  the  rat  fascia  dentata.,J  Neurophysiol  ,1998,9497429,1027,DG:SMo:D,5,Lubke-Spruston-1998-1518-JNeurophys-Fig9A-Cell1027-DG(SMo)-D.png,800052
"Lubke J, Frotscher M, Spruston N ",Specialized electrophysiological  properties of anatomically  identified  neurons  in  the  hilar  region  of  the  rat  fascia  dentata.,J  Neurophysiol  ,1998,9497429,1027,Original,97,Lubke-Spruston-1998-1518-JNeurophys-Fig9A-Cell1027.png,800052
"Maccaferri,  G.  &  McBain,  C.J.",Long-term potentiation in distinct subtypes of hippocampal nonpyramidal neurons. ,Journal of Neuroscience,1996,8757246,4054,CA1:All:A,49,Maccaferri-McBain-1996-5334-JNeurosci-Fig5A1-Cell4054-CA1(All)-A.png,800290
"Maccaferri,  G.  &  McBain,  C.J.",Long-term potentiation in distinct subtypes of hippocampal nonpyramidal neurons. ,Journal of Neuroscience,1996,8757246,4054,CA1:All:D,50,Maccaferri-McBain-1996-5334-JNeurosci-Fig5A1-Cell4054-CA1(All)-D.png,800290
"Maccaferri,  G.  &  McBain,  C.J.",Long-term potentiation in distinct subtypes of hippocampal nonpyramidal neurons. ,Journal of Neuroscience,1996,8757246,4054,CA1:SLM:D,53,Maccaferri-McBain-1996-5334-JNeurosci-Fig5A1-Cell4054-CA1(SLM)-D.png,800290
"Maccaferri,  G.  &  McBain,  C.J.",Long-term potentiation in distinct subtypes of hippocampal nonpyramidal neurons. ,Journal of Neuroscience,1996,8757246,4054,CA1:SO:A,61,Maccaferri-McBain-1996-5334-JNeurosci-Fig5A1-Cell4054-CA1(SO)-A.png,800290
"Maccaferri,  G.  &  McBain,  C.J.",Long-term potentiation in distinct subtypes of hippocampal nonpyramidal neurons. ,Journal of Neuroscience,1996,8757246,4054,CA1:SP:A,58,Maccaferri-McBain-1996-5334-JNeurosci-Fig5A1-Cell4054-CA1(SP)-A.png,800290
"Maccaferri,  G.  &  McBain,  C.J.",Long-term potentiation in distinct subtypes of hippocampal nonpyramidal neurons. ,Journal of Neuroscience,1996,8757246,4054,CA1:SR:A,55,Maccaferri-McBain-1996-5334-JNeurosci-Fig5A1-Cell4054-CA1(SR)-A.png,800290
"Maccaferri,  G.  &  McBain,  C.J.",Long-term potentiation in distinct subtypes of hippocampal nonpyramidal neurons. ,Journal of Neuroscience,1996,8757246,4054,CA1:SR:D,56,Maccaferri-McBain-1996-5334-JNeurosci-Fig5A1-Cell4054-CA1(SR)-D.png,800290
"Maccaferri,  G.  &  McBain,  C.J.",Long-term potentiation in distinct subtypes of hippocampal nonpyramidal neurons. ,Journal of Neuroscience,1996,8757246,4054,DG:SMo:D,5,Maccaferri-McBain-1996-5334-JNeurosci-Fig5A1-Cell4054-DG(SMo)-D.png,800290
"Maccaferri,  G.  &  McBain,  C.J.",Long-term potentiation in distinct subtypes of hippocampal nonpyramidal neurons. ,Journal of Neuroscience,1996,8757246,4054,Original,97,Maccaferri-McBain-1996-5334-JNeurosci-Fig5A1-Cell4054.png,800290
"Markwardt SJ,ÊDieni CV,ÊWadiche JI,ÊOverstreet-Wadiche L",Ivy/neurogliaform interneurons coordinate activity in the neurogenic niche,Nature Neuroscience,2011,21983681,1040,DG:All:A,1,Markwardt-OverstreetWadiche-2011-1407-NatNeurosci-FigS3a-Cell1040-DG(All)-A.png,800072
"Markwardt SJ,ÊDieni CV,ÊWadiche JI,ÊOverstreet-Wadiche L",Ivy/neurogliaform interneurons coordinate activity in the neurogenic niche,Nature Neuroscience,2011,21983681,1040,DG:All:D,2,Markwardt-OverstreetWadiche-2011-1407-NatNeurosci-FigS3a-Cell1040-DG(All)-D.png,800072
"Markwardt SJ,ÊDieni CV,ÊWadiche JI,ÊOverstreet-Wadiche L",Ivy/neurogliaform interneurons coordinate activity in the neurogenic niche,Nature Neuroscience,2011,21983681,1040,DG:H:A,13,Markwardt-OverstreetWadiche-2011-1407-NatNeurosci-FigS3a-Cell1040-DG(H)-A.png,800072
"Markwardt SJ,ÊDieni CV,ÊWadiche JI,ÊOverstreet-Wadiche L",Ivy/neurogliaform interneurons coordinate activity in the neurogenic niche,Nature Neuroscience,2011,21983681,1040,DG:H:D,14,Markwardt-OverstreetWadiche-2011-1407-NatNeurosci-FigS3a-Cell1040-DG(H)-D.png,800072
"Markwardt SJ,ÊDieni CV,ÊWadiche JI,ÊOverstreet-Wadiche L",Ivy/neurogliaform interneurons coordinate activity in the neurogenic niche,Nature Neuroscience,2011,21983681,1040,DG:SG:A,10,Markwardt-OverstreetWadiche-2011-1407-NatNeurosci-FigS3a-Cell1040-DG(SG)-A.png,800072
"Markwardt SJ,ÊDieni CV,ÊWadiche JI,ÊOverstreet-Wadiche L",Ivy/neurogliaform interneurons coordinate activity in the neurogenic niche,Nature Neuroscience,2011,21983681,1040,DG:SG:D,11,Markwardt-OverstreetWadiche-2011-1407-NatNeurosci-FigS3a-Cell1040-DG(SG)-D.png,800072
"Markwardt SJ,ÊDieni CV,ÊWadiche JI,ÊOverstreet-Wadiche L",Ivy/neurogliaform interneurons coordinate activity in the neurogenic niche,Nature Neuroscience,2011,21983681,1040,DG:SMi:A,7,Markwardt-OverstreetWadiche-2011-1407-NatNeurosci-FigS3a-Cell1040-DG(SMi)-A.png,800072
"Markwardt SJ,ÊDieni CV,ÊWadiche JI,ÊOverstreet-Wadiche L",Ivy/neurogliaform interneurons coordinate activity in the neurogenic niche,Nature Neuroscience,2011,21983681,1040,DG:SMi:D,8,Markwardt-OverstreetWadiche-2011-1407-NatNeurosci-FigS3a-Cell1040-DG(SMi)-D.png,800072
"Markwardt SJ,ÊDieni CV,ÊWadiche JI,ÊOverstreet-Wadiche L",Ivy/neurogliaform interneurons coordinate activity in the neurogenic niche,Nature Neuroscience,2011,21983681,1040,DG:SMo:A,4,Markwardt-OverstreetWadiche-2011-1407-NatNeurosci-FigS3a-Cell1040-DG(SMo)-A.png,800072
"Markwardt SJ,ÊDieni CV,ÊWadiche JI,ÊOverstreet-Wadiche L",Ivy/neurogliaform interneurons coordinate activity in the neurogenic niche,Nature Neuroscience,2011,21983681,1040,DG:SMo:D,5,Markwardt-OverstreetWadiche-2011-1407-NatNeurosci-FigS3a-Cell1040-DG(SMo)-D.png,800072
"Markwardt SJ,ÊDieni CV,ÊWadiche JI,ÊOverstreet-Wadiche L",Ivy/neurogliaform interneurons coordinate activity in the neurogenic niche,Nature Neuroscience,2011,21983681,1040,Original,97,Markwardt-OverstreetWadiche-2011-1407-NatNeurosci-FigS3a-Cell1040.png,800072
"Martina M, Vida I, Jonas P",Distal initiation and active propagation of action potentials in interneuron dendrites,Science,2000,10634782,4069,CA1:All:A,49,Martina-Jonas-2000-295-Science-Fig1C-Cell4069-CA1(All)-A.png,800266
"Martina M, Vida I, Jonas P",Distal initiation and active propagation of action potentials in interneuron dendrites,Science,2000,10634782,4069,CA1:All:D,50,Martina-Jonas-2000-295-Science-Fig1C-Cell4069-CA1(All)-D.png,800266
"Martina M, Vida I, Jonas P",Distal initiation and active propagation of action potentials in interneuron dendrites,Science,2000,10634782,4069,CA1:SLM:A,52,Martina-Jonas-2000-295-Science-Fig1C-Cell4069-CA1(SLM)-A.png,800266
"Martina M, Vida I, Jonas P",Distal initiation and active propagation of action potentials in interneuron dendrites,Science,2000,10634782,4069,CA1:SO:A,61,Martina-Jonas-2000-295-Science-Fig1C-Cell4069-CA1(SO)-A.png,800266
"Martina M, Vida I, Jonas P",Distal initiation and active propagation of action potentials in interneuron dendrites,Science,2000,10634782,4069,CA1:SO:D,62,Martina-Jonas-2000-295-Science-Fig1C-Cell4069-CA1(SO)-D.png,800266
"Martina M, Vida I, Jonas P",Distal initiation and active propagation of action potentials in interneuron dendrites,Science,2000,10634782,4069,CA1:SP:A,58,Martina-Jonas-2000-295-Science-Fig1C-Cell4069-CA1(SP)-A.png,800266
"Martina M, Vida I, Jonas P",Distal initiation and active propagation of action potentials in interneuron dendrites,Science,2000,10634782,4069,CA1:SR:A,55,Martina-Jonas-2000-295-Science-Fig1C-Cell4069-CA1(SR)-A.png,800266
"Martina M, Vida I, Jonas P",Distal initiation and active propagation of action potentials in interneuron dendrites,Science,2000,10634782,4069,Original,97,Martina-Jonas-2000-295-Science-Fig1C-Cell4069.png,800266
"Martinez A, Lubke J, Del Rio JA, Soriano E, Frotscher M",Regional variability and postsynaptic targets of chandelier cells in the hippocampal formation of the rat,Journal of Comparative Neurology,1996,8946282,4038,CA1:All:A,49,Martinez-Frotscher-1996-28-JCompNeurol-Fig1C-Cell4038-CA1(All)-A.png,800294
"Martinez A, Lubke J, Del Rio JA, Soriano E, Frotscher M",Regional variability and postsynaptic targets of chandelier cells in the hippocampal formation of the rat,Journal of Comparative Neurology,1996,8946282,4038,CA1:All:D,50,Martinez-Frotscher-1996-28-JCompNeurol-Fig1C-Cell4038-CA1(All)-D.png,800294
"Martinez A, Lubke J, Del Rio JA, Soriano E, Frotscher M",Regional variability and postsynaptic targets of chandelier cells in the hippocampal formation of the rat,Journal of Comparative Neurology,1996,8946282,4038,CA1:SO:A,61,Martinez-Frotscher-1996-28-JCompNeurol-Fig1C-Cell4038-CA1(SO)-A.png,800294
"Martinez A, Lubke J, Del Rio JA, Soriano E, Frotscher M",Regional variability and postsynaptic targets of chandelier cells in the hippocampal formation of the rat,Journal of Comparative Neurology,1996,8946282,4038,CA1:SO:D,62,Martinez-Frotscher-1996-28-JCompNeurol-Fig1C-Cell4038-CA1(SO)-D.png,800294
"Martinez A, Lubke J, Del Rio JA, Soriano E, Frotscher M",Regional variability and postsynaptic targets of chandelier cells in the hippocampal formation of the rat,Journal of Comparative Neurology,1996,8946282,4038,CA1:SP:A,58,Martinez-Frotscher-1996-28-JCompNeurol-Fig1C-Cell4038-CA1(SP)-A.png,800294
"Martinez A, Lubke J, Del Rio JA, Soriano E, Frotscher M",Regional variability and postsynaptic targets of chandelier cells in the hippocampal formation of the rat,Journal of Comparative Neurology,1996,8946282,4038,Original,97,Martinez-Frotscher-1996-28-JCompNeurol-Fig1C-Cell4038.png,800294
"McQuiston AR, Madison DV",Muscarinic receptor activity has multiple effects on the resting membrane potentials of CA1 hippocampal interneurons,Journal of Neuroscience,1999,10407010,4083,CA1:All:A,49,McQuiston-Madison-1999-5693-JNeurosci-Fig8C-Cell4083-CA1(All)-A.png,800340
"McQuiston AR, Madison DV",Muscarinic receptor activity has multiple effects on the resting membrane potentials of CA1 hippocampal interneurons,Journal of Neuroscience,1999,10407010,4083,CA1:All:D,50,McQuiston-Madison-1999-5693-JNeurosci-Fig8C-Cell4083-CA1(All)-D.png,800340
"McQuiston AR, Madison DV",Muscarinic receptor activity has multiple effects on the resting membrane potentials of CA1 hippocampal interneurons,Journal of Neuroscience,1999,10407010,4083,CA1:SO:A,61,McQuiston-Madison-1999-5693-JNeurosci-Fig8C-Cell4083-CA1(SO)-A.png,800340
"McQuiston AR, Madison DV",Muscarinic receptor activity has multiple effects on the resting membrane potentials of CA1 hippocampal interneurons,Journal of Neuroscience,1999,10407010,4083,CA1:SO:D,62,McQuiston-Madison-1999-5693-JNeurosci-Fig8C-Cell4083-CA1(SO)-D.png,800340
"McQuiston AR, Madison DV",Muscarinic receptor activity has multiple effects on the resting membrane potentials of CA1 hippocampal interneurons,Journal of Neuroscience,1999,10407010,4083,CA1:SP:A,58,McQuiston-Madison-1999-5693-JNeurosci-Fig8C-Cell4083-CA1(SP)-A.png,800340
"McQuiston AR, Madison DV",Muscarinic receptor activity has multiple effects on the resting membrane potentials of CA1 hippocampal interneurons,Journal of Neuroscience,1999,10407010,4083,CA1:SR:A,55,McQuiston-Madison-1999-5693-JNeurosci-Fig8C-Cell4083-CA1(SR)-A.png,800340
"McQuiston AR, Madison DV",Muscarinic receptor activity has multiple effects on the resting membrane potentials of CA1 hippocampal interneurons,Journal of Neuroscience,1999,10407010,4083,Original,97,McQuiston-Madison-1999-5693-JNeurosci-Fig8C-Cell4083.png,800340
"Mercer A, Trigg HL, Thomson AM",Characterization of Neurons in the CA2 Subfield of the Adult Rat Hippocampus,The Journal of Neuroscience,2007,17611285,4000,CA1:All:A,49,Mercer-Thomson-2007-7329-JNeurosci-Fig2C-Cell4000-CA1(All)-A.png,800284
